best_composite,val_reg_mae,val_cls_acc,val_dir_acc,units_5,units_20,units_60,dense_units,dropout,learning_rate,recurrent_dropout,input_noise_std,use_cnn_front,use_tcn_stack,use_attention_pool_long,cls_weight,direction_lambda,huber_delta,aug_copies,aug_noise_std,batch_size,aug_seed,rf_top_n,rf_n_estimators,winsor_lower,winsor_upper,rf_fit_scope
1.4036660898098363,0.14134162664413452,0.5707070707070707,0.48484848484848486,"(24,)","(96, 128)","(16, 128)","(192, 32)",0.10600848465027501,0.0001541860921793149,0.18089369912690006,0.022559036848044264,False,False,True,0.48652617358211964,0.49264153614161443,0.8282283356454455,1,0.15878087201961003,16,42,28,150,0.0006929847502067919,0.9622987383580787,all
