Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
-0.2828552271108966,0.11942213030209925,-0.3615850275028214,0.4636363636363636,0.002902165314693301
