country,current_price,measure,last_update,page_url,source,fetched_at
Afghanistan,1.073,USD/Liter,2026-04-20,https://www.globalpetrolprices.com/Afghanistan/gasoline_prices/,globalpetrolprices,2026-04-24 01:58:13
