Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
-0.018713969843334288,-0.018713969843334288,-0.24308255125096545,0.48860759493670886,0.08968483148537315
