epoch,loss,lr,mae,val_loss,val_mae
0,0.03225468844175339,0.003,0.14604546129703522,0.00523693673312664,0.09340830147266388
1,0.016676288098096848,0.003,0.13651742041110992,0.009890547953546047,0.13032107055187225
2,0.01744878850877285,0.003,0.15538786351680756,0.007868094369769096,0.11233226209878922
3,0.020317072048783302,0.003,0.13972844183444977,0.00042061557178385556,0.02472531795501709
4,0.006385779473930597,0.003,0.0874648317694664,0.00649182079359889,0.09190592914819717
5,0.011596397496759892,0.003,0.12388303130865097,0.0009462636080570519,0.031751275062561035
6,0.00895190704613924,0.003,0.09729955345392227,0.006993517279624939,0.09208400547504425
7,0.0036970460787415504,0.003,0.06606390327215195,0.01061298418790102,0.11539950221776962
8,0.003165140049532056,0.003,0.061728931963443756,0.0002851148892659694,0.018740560859441757
9,0.005964349023997784,0.003,0.08174212276935577,0.0014902721159160137,0.044394612312316895
10,0.00393436336889863,0.003,0.06790551543235779,0.005767230410128832,0.08724220842123032
11,0.004160593263804913,0.003,0.07268770039081573,0.0018305713310837746,0.05791270360350609
12,0.006536997854709625,0.003,0.08570744097232819,0.0006476537673734128,0.03083147667348385
13,0.002657115226611495,0.003,0.05582413449883461,0.00196782941929996,0.058129843324422836
14,0.004338864702731371,0.003,0.07035581022500992,0.0004522784729488194,0.025497443974018097
15,0.0019087620312348008,0.003,0.04630696773529053,0.0005078406538814306,0.027185456827282906
16,0.0022095416206866503,0.003,0.05097765102982521,0.00046048537478782237,0.024462958797812462
17,0.0021549263037741184,0.003,0.05174791067838669,0.002801773836836219,0.07237077504396439
18,0.0023362815845757723,0.003,0.0518219955265522,0.00274261343292892,0.06909792870283127
19,0.0028307270258665085,0.003,0.056255217641592026,0.0004310784861445427,0.02219003066420555
20,0.004610106814652681,0.003,0.07493653148412704,0.0017883277032524347,0.05264120176434517
21,0.0023686804343014956,0.003,0.05147768184542656,0.0037842693272978067,0.08096620440483093
22,0.007659071125090122,0.003,0.09744730591773987,0.01307897549122572,0.1589411497116089
23,0.012063233181834221,0.003,0.09703134000301361,0.004488520789891481,0.08598966151475906
24,0.0018912903033196926,0.0015,0.043330077081918716,0.004169343970716,0.08419238775968552
25,0.0016586745623499155,0.0015,0.04263991117477417,0.0038131624460220337,0.08131483197212219
26,0.0018124888883903623,0.0015,0.04844340309500694,0.0025992849841713905,0.06284857541322708
27,0.0038839231710880995,0.0015,0.06492802500724792,0.0037061444018036127,0.07965243607759476
28,0.0025387404020875692,0.0015,0.054332539439201355,0.001966639421880245,0.054387494921684265
29,0.002754021668806672,0.0015,0.057001568377017975,0.0043403212912380695,0.08334649354219437
30,0.0018811848713085055,0.0015,0.044341616332530975,0.0014690349344164133,0.04673474654555321
31,0.0035326876677572727,0.0015,0.06026590242981911,0.0029484026599675417,0.07013838738203049
32,0.00166319462005049,0.0015,0.0443459115922451,0.0013896391028538346,0.047664541751146317
33,0.0020078003872185946,0.0015,0.045337941497564316,0.0021185355726629496,0.0569036491215229
34,0.001496136886999011,0.0015,0.040197037160396576,0.0023836533073335886,0.05823003500699997
35,0.0012336457148194313,0.0015,0.03542756289243698,0.005926576443016529,0.10485128313302994
36,0.001362668932415545,0.0015,0.040105801075696945,0.006166862789541483,0.10560517013072968
37,0.0015033809468150139,0.0015,0.04188298434019089,0.008325091563165188,0.1224963590502739
38,0.002119482960551977,0.0015,0.0518227145075798,0.0013600370148196816,0.04656662046909332
39,0.002195018110796809,0.00075,0.05082670971751213,0.001526587293483317,0.0512850359082222
40,0.002553005237132311,0.00075,0.05235520005226135,0.0025162273086607456,0.06250718981027603
41,0.001902054762467742,0.00075,0.049065712839365005,0.0027119091246277094,0.06919406354427338
42,0.0014017277862876654,0.00075,0.038791291415691376,0.0023832623846828938,0.06237172707915306
43,0.0012553207343444228,0.00075,0.03584163635969162,0.0026312151458114386,0.06333610415458679
