epoch,loss,lr,mae,val_loss,val_mae
0,0.03771941736340523,0.003,0.1738608330488205,0.0016092999139800668,0.0526023805141449
1,0.012682205997407436,0.003,0.12261452525854111,0.01339040882885456,0.15045075118541718
2,0.014825713820755482,0.003,0.1257602423429489,0.00699097802862525,0.11314787715673447
3,0.011088416911661625,0.003,0.1226760670542717,0.010107769630849361,0.12725363671779633
4,0.01360451802611351,0.003,0.12522466480731964,0.0019683726131916046,0.055997006595134735
5,0.007310075219720602,0.003,0.08878369629383087,0.0008881550747901201,0.03729400411248207
6,0.003172202967107296,0.003,0.06070096045732498,0.0006954938871785998,0.03177255019545555
7,0.0027091708034276962,0.003,0.05403069034218788,0.004391842056065798,0.0787811204791069
8,0.0028809644281864166,0.003,0.058068349957466125,0.007019540295004845,0.1027117595076561
9,0.0028779199346899986,0.003,0.058156948536634445,0.01186857745051384,0.13849957287311554
