Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
0.019070861367858738,-0.018713969843334288,-0.26893203200308713,0.4759493670886076,0.28422135637590246
