"Indexcd","Idxtrd01","Idxtrd02","Idxtrd03","Idxtrd04","Idxtrd05","Idxtrd06","Idxtrd07","Idxtrd08","Idxtrd09"
"000941","2016-04-29","1483.556","1493.351","1479.473","1485.490","47238.53","805859.84","-0.066000","新能源"
"000941","2016-05-03","1486.806","1527.799","1477.592","1527.678","69578.13","1253390.24","2.840000","新能源"
"000941","2016-05-04","1524.838","1542.657","1521.621","1532.127","71032.45","1295919.01","0.291200","新能源"
"000941","2016-05-05","1528.871","1540.804","1524.055","1538.218","55009.13","1075871.44","0.397600","新能源"
"000941","2016-05-06","1538.963","1543.862","1478.509","1478.509","87832.82","1627722.50","-3.881700","新能源"
"000941","2016-05-09","1469.586","1469.586","1425.960","1432.105","66469.91","1120816.88","-3.138600","新能源"
"000941","2016-05-10","1427.240","1437.082","1417.570","1424.599","43673.71","773448.17","-0.524100","新能源"
"000941","2016-05-11","1433.573","1437.257","1412.626","1414.955","40395.71","716473.90","-0.677000","新能源"
"000941","2016-05-12","1402.273","1428.758","1382.510","1428.641","50253.83","1032637.95","0.967200","新能源"
"000941","2016-05-13","1424.764","1442.524","1419.511","1427.327","43240.22","1002526.50","-0.092000","新能源"
"000941","2016-05-16","1420.583","1453.273","1418.224","1453.135","49937.27","1038721.80","1.808100","新能源"
"000941","2016-05-17","1453.351","1457.828","1443.779","1444.291","62112.33","1260941.83","-0.608600","新能源"
"000941","2016-05-18","1433.654","1433.654","1394.924","1414.716","64233.10","1113533.56","-2.047700","新能源"
"000941","2016-05-19","1411.690","1438.653","1411.348","1425.511","54762.69","1127481.94","0.763100","新能源"
"000941","2016-05-20","1414.803","1429.903","1409.799","1427.524","50758.66","1014949.56","0.141200","新能源"
"000941","2016-05-23","1433.085","1448.057","1432.992","1448.008","52421.76","1088923.23","1.434900","新能源"
"000941","2016-05-24","1447.463","1453.495","1432.396","1444.145","62531.09","1176667.65","-0.266800","新能源"
"000941","2016-05-25","1453.188","1456.660","1423.603","1429.092","48203.15","1017402.69","-1.042300","新能源"
"000941","2016-05-26","1427.020","1434.318","1399.169","1433.050","63275.50","1163128.45","0.277000","新能源"
"000941","2016-05-27","1428.542","1438.529","1418.103","1425.603","65964.69","1165960.45","-0.519700","新能源"
"000941","2016-05-30","1414.729","1430.149","1405.199","1417.096","48938.40","785506.90","-0.596700","新能源"
"000941","2016-05-31","1419.580","1473.037","1419.580","1473.037","102384.85","1489823.98","3.947600","新能源"
"000941","2016-06-01","1473.928","1491.501","1470.682","1477.639","96765.51","1575038.23","0.312400","新能源"
"000941","2016-06-02","1476.814","1489.777","1474.931","1486.585","76297.85","1200452.93","0.605400","新能源"
"000941","2016-06-03","1485.321","1499.510","1484.925","1494.416","89323.30","1408699.35","0.526800","新能源"
"000941","2016-06-06","1498.090","1499.995","1484.633","1495.335","69672.78","1145604.13","0.061500","新能源"
"000941","2016-06-07","1495.661","1499.649","1487.859","1495.581","79602.87","1273833.19","0.016500","新能源"
"000941","2016-06-08","1492.469","1506.844","1476.661","1496.395","78723.42","1469448.85","0.054400","新能源"
"000941","2016-06-13","1476.732","1490.268","1431.351","1431.564","136163.02","2241583.53","-4.332500","新能源"
"000941","2016-06-14","1425.833","1441.173","1423.426","1437.375","94393.72","1492903.12","0.405900","新能源"
"000941","2016-06-15","1424.591","1504.517","1421.888","1497.575","167120.14","2729225.24","4.188200","新能源"
"000941","2016-06-16","1497.602","1531.919","1495.977","1511.379","191628.48","3231639.40","0.921800","新能源"
"000941","2016-06-17","1511.888","1518.774","1490.434","1502.273","129608.93","2189784.65","-0.602500","新能源"
"000941","2016-06-20","1502.538","1507.446","1490.731","1503.911","99578.89","1595117.78","0.109000","新能源"
"000941","2016-06-21","1513.945","1520.018","1479.443","1487.871","130798.60","2131907.01","-1.066500","新能源"
"000941","2016-06-22","1488.721","1510.930","1486.545","1510.576","104073.90","1604671.88","1.526000","新能源"
"000941","2016-06-23","1506.376","1508.058","1488.568","1498.783","97790.46","1498799.17","-0.780700","新能源"
"000941","2016-06-24","1496.989","1509.028","1440.518","1475.115","127688.44","1980088.75","-1.579200","新能源"
"000941","2016-06-27","1465.967","1506.939","1465.883","1506.939","100872.21","1560136.36","2.157400","新能源"
"000941","2016-06-28","1498.840","1513.958","1490.893","1511.497","105563.01","1606894.86","0.302400","新能源"
"000941","2016-06-29","1517.502","1528.711","1513.691","1518.253","136545.06","2032593.38","0.447000","新能源"
"000941","2016-06-30","1518.209","1523.192","1508.439","1518.611","116074.94","1728980.16","0.023600","新能源"
"000941","2016-07-01","1519.148","1523.993","1507.702","1510.727","97257.17","1420560.19","-0.519200","新能源"
"000941","2016-07-04","1502.884","1539.798","1500.617","1535.730","122967.73","1772719.57","1.655000","新能源"
"000941","2016-07-05","1537.208","1552.676","1534.271","1549.800","146354.80","2136293.22","0.916200","新能源"
"000941","2016-07-06","1544.332","1549.308","1538.062","1549.302","130266.31","1806328.34","-0.032100","新能源"
"000941","2016-07-07","1547.877","1562.634","1537.130","1559.029","154714.09","2423284.08","0.627800","新能源"
"000941","2016-07-08","1557.407","1562.081","1550.018","1550.935","115023.41","1809851.17","-0.519200","新能源"
"000941","2016-07-11","1555.987","1564.281","1545.220","1546.417","116107.49","1725047.20","-0.291300","新能源"
"000941","2016-07-12","1549.015","1559.164","1525.615","1558.939","128445.09","1888584.19","0.809800","新能源"
"000941","2016-07-13","1566.870","1576.457","1559.832","1573.246","129678.40","1950916.95","0.917700","新能源"
"000941","2016-07-14","1571.893","1581.936","1563.630","1579.402","109117.66","1843515.39","0.391300","新能源"
"000941","2016-07-15","1586.900","1598.848","1573.755","1592.226","127980.39","2277689.45","0.812000","新能源"
"000941","2016-07-18","1588.988","1594.834","1579.169","1584.441","127881.25","2094255.31","-0.488900","新能源"
"000941","2016-07-19","1582.749","1589.181","1573.772","1589.133","109090.04","1746206.34","0.296100","新能源"
"000941","2016-07-20","1587.527","1595.821","1581.076","1581.429","96623.60","1617507.95","-0.484800","新能源"
"000941","2016-07-21","1580.961","1601.496","1579.934","1589.962","125788.84","1972598.81","0.539500","新能源"
"000941","2016-07-22","1590.098","1591.222","1575.722","1581.503","123697.32","2009023.56","-0.532000","新能源"
"000941","2016-07-25","1578.460","1589.687","1573.949","1579.151","114432.60","1946766.69","-0.148700","新能源"
"000941","2016-07-26","1578.940","1592.091","1577.250","1591.938","107314.02","1800729.49","0.809800","新能源"
"000941","2016-07-27","1593.065","1593.700","1505.141","1530.115","172687.21","2585424.69","-3.883500","新能源"
"000941","2016-07-28","1523.989","1540.183","1509.087","1534.902","115986.90","1688279.64","0.312800","新能源"
"000941","2016-07-29","1533.898","1539.894","1515.815","1518.084","107333.26","1341179.28","-1.095700","新能源"
"000941","2016-08-01","1508.820","1508.848","1474.490","1488.834","110463.88","1305447.11","-1.926800","新能源"
"000941","2016-08-02","1485.845","1508.151","1485.845","1507.980","85421.95","992961.33","1.286000","新能源"
"000941","2016-08-03","1504.502","1513.285","1501.793","1510.573","90496.80","1127367.88","0.171900","新能源"
"000941","2016-08-04","1508.517","1524.918","1502.285","1521.325","98740.95","1253812.49","0.711800","新能源"
"000941","2016-08-05","1518.682","1526.455","1512.666","1513.531","85591.27","1090499.16","-0.512300","新能源"
"000941","2016-08-08","1512.028","1533.015","1501.715","1532.744","85077.52","1069541.61","1.269400","新能源"
"000941","2016-08-09","1531.513","1547.618","1530.124","1547.393","112911.38","1392409.90","0.955700","新能源"
"000941","2016-08-10","1546.484","1554.548","1542.701","1544.271","117793.04","1497758.62","-0.201800","新能源"
"000941","2016-08-11","1542.655","1545.760","1522.705","1523.012","107554.20","1364269.26","-1.376600","新能源"
"000941","2016-08-12","1519.650","1540.113","1517.992","1538.725","96975.80","1226978.52","1.031700","新能源"
"000941","2016-08-15","1543.157","1576.811","1537.146","1573.069","169013.23","2177298.88","2.232000","新能源"
"000941","2016-08-16","1576.698","1588.371","1575.903","1581.361","175327.18","2301532.87","0.527100","新能源"
"000941","2016-08-17","1580.243","1591.670","1570.675","1588.532","140897.26","1851257.98","0.453400","新能源"
"000941","2016-08-18","1592.013","1599.777","1586.066","1591.346","162302.32","2150821.85","0.177200","新能源"
"000941","2016-08-19","1589.613","1605.483","1585.468","1600.512","134843.80","1736198.60","0.576000","新能源"
"000941","2016-08-22","1598.978","1599.940","1577.677","1578.301","112845.34","1495574.82","-1.387700","新能源"
"000941","2016-08-23","1573.462","1583.340","1565.663","1577.527","108655.94","1382872.09","-0.049000","新能源"
"000941","2016-08-24","1578.542","1584.941","1573.299","1577.906","89567.46","1134980.55","0.024000","新能源"
"000941","2016-08-25","1568.924","1568.924","1544.549","1560.440","94045.78","1198106.12","-1.106900","新能源"
"000941","2016-08-26","1565.597","1577.586","1561.459","1565.126","93792.61","1203943.61","0.300400","新能源"
"000941","2016-08-29","1565.449","1574.940","1563.071","1570.142","87004.79","1144711.15","0.320400","新能源"
"000941","2016-08-30","1572.193","1578.125","1567.738","1570.888","79390.62","1020346.17","0.047500","新能源"
"000941","2016-08-31","1569.367","1575.455","1564.063","1572.879","86333.31","1132118.81","0.126800","新能源"
"000941","2016-09-01","1571.533","1579.649","1567.245","1567.628","104809.79","1369703.08","-0.333900","新能源"
"000941","2016-09-02","1563.254","1571.529","1555.445","1564.711","101586.57","1375679.09","-0.186100","新能源"
"000941","2016-09-05","1565.883","1573.358","1559.057","1562.584","85760.34","1125526.46","-0.135900","新能源"
"000941","2016-09-06","1563.284","1597.474","1555.917","1597.474","134914.69","1845720.80","2.232900","新能源"
"000941","2016-09-07","1598.744","1607.101","1591.090","1592.960","137836.04","1754400.15","-0.282600","新能源"
"000941","2016-09-08","1591.549","1596.858","1587.683","1596.299","94698.30","1203509.75","0.209600","新能源"
"000941","2016-09-09","1596.557","1602.042","1582.772","1582.772","96046.27","1346101.53","-0.847400","新能源"
"000941","2016-09-12","1554.229","1559.041","1536.059","1542.546","119136.32","1525952.11","-2.541500","新能源"
"000941","2016-09-13","1548.914","1553.460","1537.381","1547.196","78110.16","1035069.92","0.301500","新能源"
"000941","2016-09-14","1539.697","1550.094","1532.865","1538.837","77490.13","1033805.95","-0.540300","新能源"
"000941","2016-09-19","1543.560","1557.331","1543.560","1552.606","72232.09","920441.98","0.894800","新能源"
"000941","2016-09-20","1553.745","1553.951","1539.270","1544.037","65280.45","897940.22","-0.551900","新能源"
"000941","2016-09-21","1544.972","1551.618","1543.070","1545.630","57758.18","791438.03","0.103200","新能源"
"000941","2016-09-22","1553.841","1557.504","1548.620","1553.453","76215.25","1002920.83","0.506100","新能源"
"000941","2016-09-23","1554.431","1555.902","1539.322","1539.948","66954.93","881060.75","-0.869400","新能源"
"000941","2016-09-26","1538.278","1538.278","1502.215","1504.496","80021.99","1019438.40","-2.302200","新能源"
"000941","2016-09-27","1501.710","1512.539","1494.433","1512.463","60000.01","749364.55","0.529600","新能源"
"000941","2016-09-28","1516.495","1516.495","1507.682","1508.986","46453.51","623398.45","-0.229900","新能源"
"000941","2016-09-29","1511.289","1515.488","1506.554","1507.406","46455.21","603138.33","-0.104700","新能源"
"000941","2016-09-30","1506.217","1515.689","1505.802","1513.288","42040.77","543787.22","0.390200","新能源"
"000941","2016-10-10","1520.574","1542.256","1520.574","1542.244","65232.43","850116.18","1.913500","新能源"
"000941","2016-10-11","1545.400","1550.814","1544.439","1548.861","66456.53","903985.06","0.429100","新能源"
"000941","2016-10-12","1546.364","1553.690","1543.886","1552.718","80343.27","1065596.14","0.249000","新能源"
"000941","2016-10-13","1552.520","1557.029","1549.315","1550.904","62797.38","808959.41","-0.116800","新能源"
"000941","2016-10-14","1551.957","1551.957","1540.683","1550.142","66979.58","824778.57","-0.049100","新能源"
"000941","2016-10-17","1554.167","1556.977","1538.088","1541.984","73694.96","1053615.35","-0.526300","新能源"
"000941","2016-10-18","1540.840","1568.261","1540.840","1568.261","90315.50","1300579.51","1.704100","新能源"
"000941","2016-10-19","1569.037","1571.012","1560.270","1563.854","84650.22","1130219.21","-0.281000","新能源"
"000941","2016-10-20","1564.209","1568.454","1560.589","1562.383","74902.67","968751.94","-0.094100","新能源"
"000941","2016-10-21","1564.653","1565.069","1547.963","1555.523","86606.19","1050542.09","-0.439100","新能源"
"000941","2016-10-24","1557.906","1572.125","1554.549","1566.533","93691.27","1119804.97","0.707800","新能源"
"000941","2016-10-25","1566.736","1570.321","1564.707","1568.276","82066.16","996308.96","0.111300","新能源"
"000941","2016-10-26","1567.542","1567.672","1556.518","1559.471","74998.71","966111.87","-0.561500","新能源"
"000941","2016-10-27","1559.933","1561.055","1552.758","1558.304","68088.02","869774.90","-0.074800","新能源"
"000941","2016-10-28","1557.167","1563.017","1548.606","1548.951","67996.52","894291.05","-0.600300","新能源"
"000941","2016-10-31","1545.658","1547.298","1537.036","1542.275","70852.25","928836.97","-0.431000","新能源"
"000941","2016-11-01","1543.882","1554.103","1542.384","1554.034","62620.97","790026.39","0.762500","新能源"
"000941","2016-11-02","1551.417","1553.998","1542.270","1543.189","67409.71","849127.89","-0.697900","新能源"
"000941","2016-11-03","1541.526","1556.852","1538.973","1550.684","84747.13","1078365.38","0.485700","新能源"
"000941","2016-11-04","1549.171","1555.666","1542.595","1544.674","70452.91","894469.50","-0.387600","新能源"
"000941","2016-11-07","1547.152","1551.781","1543.615","1546.833","66691.57","866764.32","0.139800","新能源"
"000941","2016-11-08","1552.128","1558.453","1549.978","1551.915","65090.29","817990.26","0.328600","新能源"
"000941","2016-11-09","1552.539","1552.592","1519.480","1536.215","83445.03","1071071.09","-1.011700","新能源"
"000941","2016-11-10","1547.040","1553.420","1546.422","1551.344","77704.84","932176.19","0.984800","新能源"
"000941","2016-11-11","1551.618","1561.978","1548.148","1561.334","106561.75","1252294.01","0.644000","新能源"
"000941","2016-11-14","1558.393","1565.794","1557.210","1564.419","98666.32","1164824.42","0.197600","新能源"
"000941","2016-11-15","1565.068","1571.245","1560.014","1571.010","79669.14","1057251.20","0.421300","新能源"
"000941","2016-11-16","1572.806","1578.032","1569.854","1574.411","100493.46","1286258.18","0.216500","新能源"
"000941","2016-11-17","1571.683","1578.770","1564.162","1577.858","95172.33","1192907.51","0.218900","新能源"
"000941","2016-11-18","1579.410","1582.825","1569.943","1572.072","97438.46","1240777.44","-0.366700","新能源"
"000941","2016-11-21","1573.165","1583.146","1571.862","1578.072","104259.71","1375879.63","0.381700","新能源"
"000941","2016-11-22","1577.236","1584.791","1576.381","1584.734","99258.98","1285944.95","0.422100","新能源"
"000941","2016-11-23","1586.406","1589.829","1577.373","1580.587","101959.13","1370206.90","-0.261700","新能源"
"000941","2016-11-24","1579.252","1581.348","1570.728","1573.729","92258.43","1274451.52","-0.433900","新能源"
"000941","2016-11-25","1572.057","1578.454","1554.516","1578.209","83008.46","1096334.80","0.284700","新能源"
"000941","2016-11-28","1581.931","1586.684","1577.523","1578.834","92661.40","1156193.46","0.039600","新能源"
"000941","2016-11-29","1576.413","1591.684","1574.968","1582.261","117932.48","1428086.86","0.217100","新能源"
"000941","2016-11-30","1580.097","1582.002","1572.743","1576.991","95908.95","1198695.07","-0.333100","新能源"
"000941","2016-12-01","1577.204","1584.710","1577.044","1582.238","88961.90","1102545.37","0.332700","新能源"
"000941","2016-12-02","1582.670","1586.067","1564.051","1564.085","92172.47","1147696.22","-1.147300","新能源"
"000941","2016-12-05","1549.262","1563.578","1546.917","1552.990","82416.66","1074622.07","-0.709400","新能源"
"000941","2016-12-06","1554.821","1564.240","1552.879","1559.614","80852.68","1081102.81","0.426500","新能源"
"000941","2016-12-07","1557.627","1569.819","1554.454","1569.774","75606.45","1053285.48","0.651500","新能源"
"000941","2016-12-08","1573.886","1576.254","1562.635","1563.553","70210.35","920554.74","-0.396300","新能源"
"000941","2016-12-09","1563.675","1564.901","1555.162","1558.851","75379.60","1038252.81","-0.300800","新能源"
"000941","2016-12-12","1560.222","1561.096","1503.003","1504.368","111331.21","1484635.74","-3.495000","新能源"
"000941","2016-12-13","1503.870","1512.618","1491.093","1507.204","77638.66","1049239.62","0.188500","新能源"
"000941","2016-12-14","1505.775","1511.451","1488.997","1496.097","75948.07","1033111.62","-0.736900","新能源"
"000941","2016-12-15","1491.797","1513.199","1491.181","1505.546","69928.22","914723.48","0.631600","新能源"
"000941","2016-12-16","1506.512","1517.071","1504.171","1514.836","64583.41","848035.42","0.617000","新能源"
"000941","2016-12-19","1518.048","1518.672","1509.696","1514.116","61719.01","818955.88","-0.047500","新能源"
"000941","2016-12-20","1514.672","1515.724","1507.150","1512.940","65109.31","849802.22","-0.077600","新能源"
"000941","2016-12-21","1515.372","1524.899","1514.419","1522.799","67968.13","877049.09","0.651600","新能源"
"000941","2016-12-22","1525.358","1535.496","1524.200","1534.045","84491.09","1129979.12","0.738500","新能源"
"000941","2016-12-23","1532.409","1532.555","1515.100","1516.278","72190.91","966679.39","-1.158200","新能源"
"000941","2016-12-26","1509.444","1515.229","1492.654","1514.679","65961.23","881351.04","-0.105500","新能源"
"000941","2016-12-27","1512.980","1518.489","1509.655","1510.765","60462.11","793813.02","-0.258400","新能源"
"000941","2016-12-28","1511.021","1513.572","1506.982","1510.912","56510.79","723586.77","0.009800","新能源"
"000941","2016-12-29","1508.841","1513.837","1503.122","1504.477","46015.53","586234.19","-0.425900","新能源"
"000941","2016-12-30","1506.319","1510.625","1503.940","1508.932","55405.34","702131.80","0.296100","新能源"
"000941","2017-01-03","1509.964","1520.326","1509.964","1519.785","49423.51","662367.71","0.719300","新能源"
"000941","2017-01-04","1520.009","1541.286","1518.746","1541.233","77085.35","1104887.18","1.411200","新能源"
"000941","2017-01-05","1539.179","1540.571","1534.653","1538.443","69197.10","951600.79","-0.181000","新能源"
"000941","2017-01-06","1539.160","1540.659","1529.824","1529.959","65480.81","904608.22","-0.551500","新能源"
"000941","2017-01-09","1527.634","1546.959","1527.634","1546.681","77318.12","1041172.56","1.093000","新能源"
"000941","2017-01-10","1545.851","1547.716","1539.423","1540.041","66024.78","876441.73","-0.429400","新能源"
"000941","2017-01-11","1540.007","1543.500","1529.765","1531.069","66830.36","888855.84","-0.582600","新能源"
"000941","2017-01-12","1530.418","1532.765","1518.928","1519.785","52664.62","680515.45","-0.737000","新能源"
"000941","2017-01-13","1519.998","1523.469","1505.859","1507.915","59913.93","755200.05","-0.781000","新能源"
"000941","2017-01-16","1506.773","1507.297","1444.646","1482.557","97203.39","1161549.42","-1.681600","新能源"
"000941","2017-01-17","1477.352","1491.171","1466.833","1489.990","53298.14","663151.37","0.501400","新能源"
"000941","2017-01-18","1488.983","1495.575","1485.466","1486.461","42228.93","554442.78","-0.236900","新能源"
"000941","2017-01-19","1485.339","1490.269","1480.693","1482.691","38011.40","496156.39","-0.253600","新能源"
"000941","2017-01-20","1481.132","1497.106","1480.847","1494.840","40773.15","540871.42","0.819400","新能源"
"000941","2017-01-23","1495.775","1507.325","1495.775","1503.866","42382.12","548990.72","0.603800","新能源"
"000941","2017-01-24","1503.021","1504.443","1499.198","1499.811","33250.11","439731.13","-0.269600","新能源"
"000941","2017-01-25","1499.668","1508.484","1497.282","1508.073","38041.99","455892.50","0.550800","新能源"
"000941","2017-01-26","1508.846","1514.265","1508.509","1513.221","36512.62","465390.61","0.341400","新能源"
"000941","2017-02-03","1514.646","1516.158","1507.212","1510.490","33073.32","427113.06","-0.180500","新能源"
"000941","2017-02-06","1510.824","1521.078","1510.127","1518.718","44185.87","565060.26","0.544800","新能源"
"000941","2017-02-07","1518.167","1519.674","1507.591","1515.158","44972.45","617315.94","-0.234400","新能源"
"000941","2017-02-08","1513.463","1521.819","1505.701","1521.539","45925.89","616820.89","0.421200","新能源"
"000941","2017-02-09","1520.771","1530.072","1519.999","1527.615","62887.42","807853.76","0.399300","新能源"
"000941","2017-02-10","1528.361","1536.236","1528.044","1533.383","81943.72","1039949.05","0.377600","新能源"
"000941","2017-02-13","1533.327","1540.567","1533.327","1540.295","77872.80","986087.67","0.450700","新能源"
"000941","2017-02-14","1540.509","1541.411","1535.645","1541.237","60697.95","772595.71","0.061200","新能源"
"000941","2017-02-15","1539.626","1545.806","1524.626","1527.683","82624.66","1068326.21","-0.879400","新能源"
"000941","2017-02-16","1526.840","1543.231","1524.208","1537.980","84289.42","957175.65","0.674000","新能源"
"000941","2017-02-17","1537.138","1539.693","1528.010","1533.015","94207.61","1101060.12","-0.322800","新能源"
"000941","2017-02-20","1536.764","1554.220","1536.000","1553.936","101920.12","1165783.22","1.364700","新能源"
"000941","2017-02-21","1555.900","1565.063","1553.769","1565.063","89056.28","1094135.80","0.716100","新能源"
"000941","2017-02-22","1565.570","1566.417","1559.278","1566.388","83706.54","1099130.11","0.084600","新能源"
"000941","2017-02-23","1566.342","1573.753","1564.554","1571.838","107944.36","1379816.95","0.347900","新能源"
"000941","2017-02-24","1572.444","1574.244","1565.763","1573.829","99306.29","1165121.51","0.126600","新能源"
"000941","2017-02-27","1579.794","1581.486","1562.775","1564.010","107092.03","1291238.81","-0.623900","新能源"
"000941","2017-02-28","1563.178","1575.745","1561.219","1575.512","98742.08","1162046.65","0.735500","新能源"
"000941","2017-03-01","1574.749","1582.528","1571.668","1578.405","111549.22","1370876.24","0.183600","新能源"
"000941","2017-03-02","1581.275","1583.132","1573.651","1574.661","99442.68","1296326.10","-0.237200","新能源"
"000941","2017-03-03","1572.131","1587.017","1568.983","1585.018","103717.79","1527223.44","0.657700","新能源"
"000941","2017-03-06","1585.737","1594.614","1583.541","1594.553","107289.41","1457219.62","0.601600","新能源"
"000941","2017-03-07","1593.792","1598.478","1590.278","1594.931","89623.71","1206216.03","0.023700","新能源"
"000941","2017-03-08","1594.013","1594.605","1583.920","1587.078","70608.19","963300.37","-0.492300","新能源"
"000941","2017-03-09","1585.856","1585.902","1571.682","1577.690","90242.35","1105178.42","-0.591500","新能源"
"000941","2017-03-10","1576.403","1588.075","1575.566","1579.752","90852.65","1269552.87","0.130700","新能源"
"000941","2017-03-13","1578.513","1596.853","1573.500","1596.742","106243.28","1417699.83","1.075500","新能源"
"000941","2017-03-14","1594.063","1600.854","1589.069","1592.003","95011.71","1206731.98","-0.296800","新能源"
"000941","2017-03-15","1590.468","1592.261","1584.529","1589.479","76086.99","1006892.72","-0.158600","新能源"
"000941","2017-03-16","1593.600","1606.639","1593.590","1606.300","105245.75","1413068.30","1.058300","新能源"
"000941","2017-03-17","1606.187","1608.582","1592.523","1593.216","96565.09","1292569.60","-0.814600","新能源"
"000941","2017-03-20","1595.524","1598.960","1588.320","1598.840","103591.47","1333850.36","0.353000","新能源"
"000941","2017-03-21","1598.363","1601.659","1595.983","1601.579","78198.30","1026358.92","0.171300","新能源"
"000941","2017-03-22","1595.517","1606.169","1591.685","1603.561","97628.69","1251144.82","0.123800","新能源"
"000941","2017-03-23","1603.188","1611.797","1593.676","1608.744","105025.92","1402937.39","0.323200","新能源"
"000941","2017-03-24","1611.946","1618.466","1605.970","1613.435","111282.41","1458646.98","0.291600","新能源"
"000941","2017-03-27","1613.125","1621.055","1607.597","1611.847","89766.76","1207385.78","-0.098400","新能源"
"000941","2017-03-28","1610.678","1614.022","1600.459","1601.831","111202.56","1544909.26","-0.621500","新能源"
"000941","2017-03-29","1601.860","1611.150","1594.191","1597.737","99045.59","1432615.73","-0.255500","新能源"
"000941","2017-03-30","1595.396","1595.997","1567.508","1574.591","106757.80","1423653.99","-1.448700","新能源"
"000941","2017-03-31","1575.934","1585.445","1575.372","1583.459","80899.34","1220091.96","0.563200","新能源"
"000941","2017-04-05","1591.010","1619.371","1591.010","1619.298","136905.64","2187603.58","2.263300","新能源"
"000941","2017-04-06","1620.893","1626.821","1617.130","1625.440","119111.74","1853679.00","0.379300","新能源"
"000941","2017-04-07","1625.254","1628.232","1618.876","1622.263","94308.78","1477153.30","-0.195400","新能源"
"000941","2017-04-10","1621.957","1622.363","1611.126","1613.872","105733.25","1618054.80","-0.517200","新能源"
"000941","2017-04-11","1612.898","1630.912","1602.004","1627.702","123185.76","2097883.83","0.856900","新能源"
"000941","2017-04-12","1621.199","1624.772","1614.505","1619.438","112118.01","1667100.35","-0.507700","新能源"
"000941","2017-04-13","1617.492","1630.444","1617.061","1628.679","89590.26","1356821.96","0.570600","新能源"
"000941","2017-04-14","1626.490","1628.351","1602.974","1605.605","77167.52","1176559.23","-1.416800","新能源"
"000941","2017-04-17","1597.134","1608.759","1590.892","1602.212","70587.93","1099550.87","-0.211300","新能源"
"000941","2017-04-18","1604.616","1609.267","1592.632","1594.144","69371.00","1005814.80","-0.503600","新能源"
"000941","2017-04-19","1586.519","1589.910","1561.955","1578.359","90499.75","1238047.88","-0.990200","新能源"
"000941","2017-04-20","1578.425","1586.140","1566.872","1576.103","74859.62","1008515.46","-0.142900","新能源"
"000941","2017-04-21","1575.674","1582.874","1562.168","1566.864","74110.52","1007161.79","-0.586200","新能源"
"000941","2017-04-24","1560.885","1560.885","1523.516","1526.768","85507.09","1140103.94","-2.559000","新能源"
"000941","2017-04-25","1525.638","1539.180","1521.932","1529.252","68032.91","911267.62","0.162700","新能源"
"000941","2017-04-26","1528.795","1538.756","1525.458","1529.140","86030.23","1162279.93","-0.007300","新能源"
"000941","2017-04-27","1526.908","1540.980","1504.277","1537.625","109503.65","1329275.77","0.554900","新能源"
"000941","2017-04-28","1534.118","1542.629","1531.549","1536.621","72963.97","917441.00","-0.065300","新能源"
"000941","2017-05-02","1532.850","1538.998","1525.455","1530.500","64232.38","863119.67","-0.398400","新能源"
"000941","2017-05-03","1528.761","1532.664","1520.810","1526.138","71716.92","892748.56","-0.285000","新能源"
"000941","2017-05-04","1524.214","1530.599","1514.625","1521.430","71713.06","930669.96","-0.308500","新能源"
"000941","2017-05-05","1517.576","1520.144","1506.764","1507.562","73765.42","911927.33","-0.911500","新能源"
"000941","2017-05-08","1504.603","1512.710","1482.632","1483.444","90240.50","1042068.06","-1.599800","新能源"
"000941","2017-05-09","1473.899","1485.270","1461.933","1482.031","71182.91","839607.30","-0.095300","新能源"
"000941","2017-05-10","1481.429","1485.972","1444.962","1444.962","78821.50","895263.07","-2.501200","新能源"
"000941","2017-05-11","1436.840","1443.382","1408.712","1441.984","100636.83","1050378.79","-0.206100","新能源"
"000941","2017-05-12","1439.531","1447.099","1433.131","1441.626","62187.63","696477.41","-0.024900","新能源"
"000941","2017-05-15","1447.733","1455.394","1444.513","1445.238","66968.71","763246.39","0.250600","新能源"
"000941","2017-05-16","1444.219","1467.748","1424.069","1467.730","90263.83","1087360.93","1.556300","新能源"
"000941","2017-05-17","1464.997","1478.895","1463.265","1468.889","78171.81","942993.05","0.079000","新能源"
"000941","2017-05-18","1457.206","1464.970","1448.795","1449.901","60679.66","718805.74","-1.292700","新能源"
"000941","2017-05-19","1452.554","1456.235","1439.420","1448.351","68662.06","742126.20","-0.106900","新能源"
"000941","2017-05-22","1440.641","1443.799","1420.816","1427.719","90413.43","862553.45","-1.424500","新能源"
"000941","2017-05-23","1425.106","1430.002","1400.743","1408.211","85915.45","909661.02","-1.366400","新能源"
"000941","2017-05-24","1400.943","1415.082","1385.128","1414.812","73254.26","731326.14","0.468700","新能源"
"000941","2017-05-25","1414.937","1428.379","1404.219","1425.190","88282.31","923081.19","0.733500","新能源"
"000941","2017-05-26","1426.226","1436.251","1424.893","1427.083","80471.12","823939.88","0.132800","新能源"
"000941","2017-05-31","1437.644","1442.642","1427.355","1428.685","80601.36","904504.43","0.112300","新能源"
"000941","2017-06-01","1428.024","1430.699","1414.426","1415.366","87970.19","1042305.26","-0.932300","新能源"
"000941","2017-06-02","1409.825","1425.882","1401.978","1424.240","77790.60","871939.05","0.627000","新能源"
"000941","2017-06-05","1424.543","1435.871","1424.543","1433.068","67306.15","815553.97","0.619800","新能源"
