Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
0.29035466685555034,0.11942213030209925,-0.194784569082589,0.43333333333333335,0.004968230612576008
