best_composite,val_reg_mae,val_cls_acc,val_dir_acc,units_5,units_20,units_60,dense_units,dropout,learning_rate,recurrent_dropout,input_noise_std,use_cnn_front,cls_weight,direction_lambda,huber_delta,aug_copies,aug_noise_std,batch_size,aug_seed,rf_top_n,rf_n_estimators,winsor_lower,winsor_upper,rf_fit_scope
1.0214716899870935,0.14160391688346863,0.5707070707070707,0.5867346938775511,"(96, 32)","(128,)","(128, 96)","(256, 128)",0.1783164539157186,0.00013117249210559682,0.030233400413227994,0.002733273847732459,False,0.17830751330625189,0.2870780672643852,1.7362880286480729,0,0.134025587562451,64,42,37,325,0.02940284175215543,0.9913357562850091,train
