Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
0.11942213030209925,0.11942213030209925,-0.24308255125096545,0.5060606060606061,0.000706142922470279
