best_composite,val_reg_mae,val_cls_acc,val_dir_acc,units_5,units_20,units_60,dense_units,dropout,learning_rate,recurrent_dropout,input_noise_std,use_cnn_front,use_tcn_stack,use_attention_pool_long,cls_weight,direction_lambda,huber_delta,aug_copies,aug_noise_std,batch_size,aug_seed,rf_top_n,rf_n_estimators,winsor_lower,winsor_upper,rf_fit_scope
1.107452511679332,0.15997998416423798,0.5707070707070707,0.576530612244898,"(64, 24)","(48, 24, 48)","(96, 96, 16)","(128, 64)",0.20853961270955837,0.0025585868855934266,0.10702599800807679,0.042140176453107116,True,True,True,0.4288441133807551,0.15386548198652167,1.6862844283732181,4,0.12206100352573823,16,42,21,325,0.024931925073102316,0.9729050229692533,all
