Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
1.162779918590886,-0.018713969843334288,-0.14098437814220333,0.4050632911392405,0.014516038841623499
