日期,收盘,开盘,高,低,交易量,涨跌幅
2025-03-23,"1,602.00","1,652.00","1,652.00","1,602.00",,-2.50%
2025-03-30,"1,489.00","1,598.00","1,598.00","1,489.00",,-7.05%
2025-04-06,"1,274.00","1,401.00","1,401.00","1,259.00",,-14.44%
2025-04-13,"1,261.00","1,282.00","1,282.00","1,241.00",,-1.02%
2025-04-20,"1,373.00","1,261.00","1,373.00","1,261.00",,8.88%
2025-04-27,"1,421.00","1,403.00","1,421.00","1,386.00",,3.50%
2025-05-04,"1,299.00","1,406.00","1,406.00","1,299.00",,-8.59%
2025-05-11,"1,388.00","1,304.00","1,388.00","1,267.00",,6.85%
2025-05-18,"1,340.00","1,347.00","1,347.00","1,337.00",,-3.46%
2025-05-25,"1,418.00","1,296.00","1,418.00","1,296.00",,5.82%
2025-06-01,"1,633.00","1,422.00","1,633.00","1,422.00",,15.16%
2025-06-08,"1,968.00","1,691.00","1,968.00","1,680.00",,20.51%
2025-06-15,"1,689.00","1,975.00","1,975.00","1,689.00",,-14.18%
2025-06-22,"1,521.00","1,674.00","1,681.00","1,521.00",,-9.95%
2025-06-29,"1,436.00","1,436.00","1,436.00","1,436.00",,-5.59%
2025-07-06,"1,663.00","1,663.00","1,663.00","1,663.00",,15.81%
2025-07-13,"2,052.00","2,052.00","2,052.00","2,052.00",,23.39%
2025-07-20,"2,257.00","2,257.00","2,257.00","2,257.00",,9.99%
2025-07-27,"2,018.00","2,018.00","2,018.00","2,018.00",,-10.59%
2025-08-03,"2,051.00","2,051.00","2,051.00","2,051.00",,1.64%
2025-08-10,"2,044.00","2,039.00","2,044.00","2,039.00",,-0.34%
2025-08-17,"1,944.00","1,893.00","1,944.00","1,893.00",,-4.89%
2025-08-24,"2,025.00","2,025.00","2,025.00","2,025.00",,4.17%
2025-08-31,"1,979.00","1,963.00","1,979.00","1,963.00",,-2.27%
2025-09-07,"2,126.00","2,126.00","2,126.00","2,126.00",,7.43%
2025-09-14,"2,203.00","2,203.00","2,203.00","2,203.00",,3.62%
2025-09-21,"2,259.00","2,259.00","2,259.00","2,259.00",,2.54%
2025-09-28,"1,901.00","1,901.00","1,901.00","1,901.00",,-15.85%
2025-10-05,"1,936.00","1,936.00","1,936.00","1,936.00",,1.84%
2025-10-12,"2,069.00","2,046.00","2,069.00","2,046.00",,6.87%
2025-10-19,"1,991.00","1,991.00","1,991.00","1,991.00",,-3.77%
2025-10-26,"1,966.00","1,966.00","1,966.00","1,966.00",,-1.26%
2025-11-02,"2,104.00","2,104.00","2,104.00","2,104.00",,7.02%
2025-11-09,"2,125.00","2,077.00","2,125.00","2,077.00",,1.00%
2025-11-16,"2,275.00","2,275.00","2,275.00","2,275.00",,7.06%
2025-11-23,"2,560.00","2,560.00","2,560.00","2,560.00",,12.53%
2025-11-30,"2,727.00","2,727.00","2,727.00","2,727.00",,6.52%
2025-12-07,"2,205.00","2,205.00","2,205.00","2,205.00",,-19.14%
2025-12-14,"2,023.00","2,071.00","2,071.00","2,023.00",,-8.25%
2025-12-21,"1,877.00","1,979.00","1,979.00","1,877.00",,-7.22%
2025-12-28,"1,882.00","1,882.00","1,882.00","1,882.00",,0.27%
2026-01-04,"1,688.00","1,688.00","1,688.00","1,688.00",,-10.31%
2026-01-11,"1,567.00","1,532.00","1,567.00","1,532.00",,-7.17%
2026-01-18,"1,762.00","1,650.00","1,803.00","1,650.00",,12.44%
