date,OVX_index
2019/12/5,30.41
2019/12/6,30.02
2019/12/9,30.02
2019/12/10,27.94
2019/12/11,27.81
2019/12/12,27.44
2019/12/13,26.76
2019/12/16,26.51
2019/12/17,26.33
2019/12/18,26.77
2019/12/19,24.8
2019/12/20,25.54
2019/12/23,25.11
2019/12/24,25.46
2019/12/25,
2019/12/26,24.08
2019/12/27,25.16
2019/12/30,25.86
2019/12/31,28.3
2020/1/1,
2020/1/2,28.75
2020/1/3,31.92
2020/1/6,32.32
2020/1/7,31.8
2020/1/8,32.6
2020/1/9,33.22
2020/1/10,30.38
2020/1/13,34.25
2020/1/14,33.62
2020/1/15,33.38
2020/1/16,29.79
2020/1/17,28.6
2020/1/20,
2020/1/21,27.66
2020/1/22,30.7
2020/1/23,31.95
2020/1/24,34.55
2020/1/27,37.72
2020/1/28,36.42
2020/1/29,35.73
2020/1/30,37.49
2020/1/31,40.35
2020/2/3,41.81
2020/2/4,39.44
2020/2/5,37.88
2020/2/6,36.44
2020/2/7,37.51
2020/2/10,39.01
2020/2/11,37.52
2020/2/12,35.58
2020/2/13,35.84
2020/2/14,35.93
2020/2/17,
2020/2/18,33.47
2020/2/19,32.27
2020/2/20,33.16
2020/2/21,35.87
2020/2/24,39.53
2020/2/25,42.5
2020/2/26,43.4
2020/2/27,49.42
2020/2/28,51.25
2020/3/2,48.33
2020/3/3,50.8
2020/3/4,50.59
2020/3/5,52.58
2020/3/6,65.02
2020/3/9,115.92
2020/3/10,92.93
2020/3/11,105.25
2020/3/12,123.45
2020/3/13,118.48
2020/3/16,128.5
2020/3/17,133.32
2020/3/18,166.79
2020/3/19,164.06
2020/3/20,190.08
2020/3/23,185.68
2020/3/24,170.86
2020/3/25,144.03
2020/3/26,150.06
2020/3/27,175.88
2020/3/30,174.22
2020/3/31,170.55
2020/4/1,158.98
2020/4/2,162.65
2020/4/3,141.68
2020/4/6,144.19
2020/4/7,139.13
2020/4/8,141.46
2020/4/9,129.88
2020/4/10,
2020/4/13,114.44
2020/4/14,115.48
2020/4/15,120.38
2020/4/16,115.1
2020/4/17,95.91
2020/4/20,226.13
2020/4/21,325.15
2020/4/22,236.8
2020/4/23,211
2020/4/24,173.53
2020/4/27,185.47
2020/4/28,198.77
2020/4/29,195.59
2020/4/30,104.98
2020/5/1,110.18
2020/5/4,97.42
2020/5/5,97.27
2020/5/6,115.39
2020/5/7,110.62
2020/5/8,98.7
2020/5/11,109.72
2020/5/12,86.86
2020/5/13,82.83
2020/5/14,80.05
2020/5/15,76.39
2020/5/18,76.14
2020/5/19,73.22
2020/5/20,73.62
2020/5/21,89.06
2020/5/22,84.98
2020/5/25,
2020/5/26,75.47
2020/5/27,73.89
2020/5/28,72.98
2020/5/29,69.23
2020/6/1,64.38
2020/6/2,64.71
2020/6/3,65.73
2020/6/4,65.13
2020/6/5,64.2
2020/6/8,67.24
2020/6/9,67.76
2020/6/10,63.06
2020/6/11,69.96
2020/6/12,70.22
2020/6/15,68.11
2020/6/16,66.63
2020/6/17,61.45
2020/6/18,61.35
2020/6/19,58.73
2020/6/22,56.76
2020/6/23,58.83
2020/6/24,64.96
2020/6/25,62.69
2020/6/26,63.69
2020/6/29,60.04
2020/6/30,57.66
2020/7/1,53.43
2020/7/2,51.29
2020/7/3,
2020/7/6,50.73
2020/7/7,51.39
2020/7/8,48.85
2020/7/9,53.77
2020/7/10,49.71
2020/7/13,53.41
2020/7/14,53.04
2020/7/15,47.05
2020/7/16,46.12
2020/7/17,40.22
2020/7/20,42.59
2020/7/21,41.1
2020/7/22,41.3
2020/7/23,43.83
2020/7/24,42.35
2020/7/27,41.37
2020/7/28,41.09
2020/7/29,39.58
2020/7/30,42.06
2020/7/31,44.43
2020/8/3,41.56
2020/8/4,40.28
2020/8/5,37.12
2020/8/6,37.59
2020/8/7,37.43
2020/8/10,35.74
2020/8/11,37.5
2020/8/12,34.74
2020/8/13,34.87
2020/8/14,35.1
2020/8/17,32.43
2020/8/18,31.7
2020/8/19,32.85
2020/8/20,32.83
2020/8/21,33.68
2020/8/24,32.25
2020/8/25,33.03
2020/8/26,33.79
2020/8/27,33.74
2020/8/28,32.06
2020/8/31,32.59
2020/9/1,31.74
2020/9/2,35.49
2020/9/3,41.28
2020/9/4,44.02
2020/9/7,
2020/9/8,55.9
2020/9/9,49.42
2020/9/10,52.16
2020/9/11,50.13
2020/9/14,49.41
2020/9/15,45.19
2020/9/16,41.13
2020/9/17,38.73
2020/9/18,39.07
2020/9/21,42.89
2020/9/22,41.28
2020/9/23,44.64
2020/9/24,42.88
2020/9/25,41.41
2020/9/28,40.64
2020/9/29,46.13
2020/9/30,44
2020/10/1,49.35
2020/10/2,55.51
2020/10/5,49.44
2020/10/6,46.6
2020/10/7,45.5
2020/10/8,41.15
2020/10/9,42.38
2020/10/12,44.04
2020/10/13,46.07
2020/10/14,43.53
2020/10/15,43.83
2020/10/16,44.06
2020/10/19,43.35
2020/10/20,43.85
2020/10/21,47.58
2020/10/22,46.61
2020/10/23,46.32
2020/10/26,53.05
2020/10/27,50.22
2020/10/28,59.61
2020/10/29,63.38
2020/10/30,68.84
2020/11/2,66.73
2020/11/3,63.63
2020/11/4,54.53
2020/11/5,53.69
2020/11/6,55.75
2020/11/9,52.2
2020/11/10,49.64
2020/11/11,49.24
2020/11/12,50.9
2020/11/13,48.24
2020/11/16,46.89
2020/11/17,45.08
2020/11/18,46.06
2020/11/19,46.34
2020/11/20,43.94
2020/11/23,42.79
2020/11/24,42.84
2020/11/25,43.56
2020/11/26,
2020/11/27,46.21
2020/11/30,47.37
2020/12/1,47.81
2020/12/2,45.68
2020/12/3,40.95
2020/12/4,38.34
2020/12/7,37.68
2020/12/8,37.7
2020/12/9,39.52
2020/12/10,39.7
2020/12/11,39.51
2020/12/14,39.96
2020/12/15,39.34
2020/12/16,38.68
2020/12/17,36.86
2020/12/18,37.15
2020/12/21,41.56
2020/12/22,42.06
2020/12/23,39.89
2020/12/24,39.41
2020/12/25,
2020/12/28,39.67
2020/12/29,38.64
2020/12/30,38.01
2020/12/31,37.83
2021/1/1,
2021/1/4,42.12
2021/1/5,40.39
2021/1/6,39.31
2021/1/7,36.06
2021/1/8,36.65
2021/1/11,35.31
2021/1/12,33.85
2021/1/13,36.79
2021/1/14,37.95
2021/1/15,40.39
2021/1/18,
2021/1/19,35.37
2021/1/20,35.67
2021/1/21,35.05
2021/1/22,36.25
2021/1/25,38.02
2021/1/26,37.13
2021/1/27,40.21
2021/1/28,40.45
2021/1/29,40.2
2021/2/1,39.16
2021/2/2,38.62
2021/2/3,37.11
2021/2/4,35.37
2021/2/5,34.94
2021/2/8,34.48
2021/2/9,33.54
2021/2/10,33.77
2021/2/11,34.33
2021/2/12,34.25
2021/2/15,
2021/2/16,35.13
2021/2/17,36.9
2021/2/18,37.9
2021/2/19,37.76
2021/2/22,38.57
2021/2/23,39.75
2021/2/24,39.58
2021/2/25,40.58
2021/2/26,42.49
2021/3/1,42.56
2021/3/2,40.96
2021/3/3,39.83
2021/3/4,37.27
2021/3/5,36.61
2021/3/8,38.89
2021/3/9,37.97
2021/3/10,37.56
2021/3/11,37.86
2021/3/12,37.51
2021/3/15,39.38
2021/3/16,39.1
2021/3/17,37.4
2021/3/18,48.44
2021/3/19,44.38
2021/3/22,40.28
2021/3/23,48.62
2021/3/24,64.91
2021/3/25,49.88
2021/3/26,44.93
2021/3/29,44.16
2021/3/30,41.46
2021/3/31,45.65
2021/4/1,40.15
2021/4/2,40.15
2021/4/5,42
2021/4/6,42.41
2021/4/7,41.27
2021/4/8,40.7
2021/4/9,39.19
2021/4/12,37.04
2021/4/13,35.2
2021/4/14,35.7
2021/4/15,34.2
2021/4/16,32.79
2021/4/19,35.07
2021/4/20,35.68
2021/4/21,42.44
2021/4/22,39.39
2021/4/23,38.7
2021/4/26,41.23
2021/4/27,38.44
2021/4/28,36.42
2021/4/29,36.37
2021/4/30,38.39
2021/5/3,40.15
2021/5/4,37.15
2021/5/5,38.33
2021/5/6,37.74
2021/5/7,37.63
2021/5/10,37.99
2021/5/11,37.93
2021/5/12,36.94
2021/5/13,37.94
2021/5/14,36.46
2021/5/17,36.42
2021/5/18,37.01
2021/5/19,38.82
2021/5/20,39.43
2021/5/21,39.34
2021/5/24,35.54
2021/5/25,36.23
2021/5/26,33.89
2021/5/27,33.63
2021/5/28,33.54
2021/5/31,
2021/6/1,33.43
2021/6/2,32.77
2021/6/3,33.89
2021/6/4,31.76
2021/6/7,31.7
2021/6/8,31.95
2021/6/9,31.79
2021/6/10,33.03
2021/6/11,32.55
2021/6/14,33.13
2021/6/15,31.56
2021/6/16,33.83
2021/6/17,36.84
2021/6/18,33.95
2021/6/21,35.01
2021/6/22,34.28
2021/6/23,34.68
2021/6/24,32.05
2021/6/25,31.3
2021/6/28,31.86
2021/6/29,31.99
2021/6/30,32.74
2021/7/1,32.47
2021/7/2,32.87
2021/7/5,
2021/7/6,37.59
2021/7/7,42.01
2021/7/8,38.8
2021/7/9,37.02
2021/7/12,38.73
2021/7/13,35.4
2021/7/14,38.2
2021/7/15,38.04
2021/7/16,37.15
2021/7/19,46.36
2021/7/20,52.26
2021/7/21,42.91
2021/7/22,36.44
2021/7/23,34.05
2021/7/26,35.59
2021/7/27,35.14
2021/7/28,34.62
2021/7/29,33.36
2021/7/30,32.85
2021/8/2,36.23
2021/8/3,37.55
2021/8/4,42.27
2021/8/5,39.09
2021/8/6,39.31
2021/8/9,43.28
2021/8/10,39.28
2021/8/11,38.32
2021/8/12,36.5
2021/8/13,35.91
2021/8/16,38.84
2021/8/17,39.5
2021/8/18,40.86
2021/8/19,40.98
2021/8/20,40.67
2021/8/23,38.67
2021/8/24,36.79
2021/8/25,35.6
2021/8/26,36.33
2021/8/27,34.93
2021/8/30,35.27
2021/8/31,34.28
2021/9/1,36.13
2021/9/2,31.35
2021/9/3,36.91
2021/9/6,
2021/9/7,32.91
2021/9/8,31.91
2021/9/9,33.87
2021/9/10,33.54
2021/9/13,32.74
2021/9/14,33.63
2021/9/15,32.38
2021/9/16,33.16
2021/9/17,32.32
2021/9/20,35.23
2021/9/21,34.45
2021/9/22,32.43
2021/9/23,32.3
2021/9/24,34.01
2021/9/27,34.98
2021/9/28,36.1
2021/9/29,35.26
2021/9/30,38.68
2021/10/1,37.38
2021/10/4,37.27
2021/10/5,37.2
2021/10/6,41.02
2021/10/7,46.15
2021/10/8,38
2021/10/11,38.51
2021/10/12,37.1
2021/10/13,36.05
2021/10/14,36.98
2021/10/15,34.05
2021/10/18,35.02
2021/10/19,35.14
2021/10/20,35.16
2021/10/21,36.55
2021/10/22,36.87
2021/10/25,36.07
2021/10/26,35.5
2021/10/27,37.63
2021/10/28,37.23
2021/10/29,37.92
2021/11/1,36.74
2021/11/2,35.56
2021/11/3,39.44
2021/11/4,38.56
2021/11/5,37.84
2021/11/8,37.71
2021/11/9,36.33
2021/11/10,37.09
2021/11/11,36.2
2021/11/12,36.1
2021/11/15,36.42
2021/11/16,34.69
2021/11/17,33.75
2021/11/18,37.68
2021/11/19,37.13
2021/11/22,36.61
2021/11/23,35.1
2021/11/24,34.79
2021/11/25,
2021/11/26,65.72
2021/11/29,63.34
2021/11/30,75.23
2021/12/1,78.18
2021/12/2,57.27
2021/12/3,64.55
2021/12/6,56.21
2021/12/7,48.15
2021/12/8,45.22
2021/12/9,47.43
2021/12/10,46.23
2021/12/13,45.88
2021/12/14,54.76
2021/12/15,56.53
2021/12/16,49.97
2021/12/17,48.31
2021/12/20,60.24
2021/12/21,52.31
2021/12/22,46
2021/12/23,43.71
2021/12/24,43.71
2021/12/27,43.58
2021/12/28,41.23
2021/12/29,40.24
2021/12/30,40.2
2021/12/31,42.62
2022/1/3,37.57
2022/1/4,39.48
2022/1/5,44.49
2022/1/6,36.86
2022/1/7,37
2022/1/10,37.65
2022/1/11,34.31
2022/1/12,34.39
2022/1/13,37.11
2022/1/14,41.18
2022/1/17,
2022/1/18,42.28
2022/1/19,42.75
2022/1/20,41.15
2022/1/21,42.57
2022/1/24,47.84
2022/1/25,47.63
2022/1/26,45.67
2022/1/27,46.9
2022/1/28,47.74
2022/1/31,42.35
2022/2/1,41.31
2022/2/2,41.86
2022/2/3,42.15
2022/2/4,43.88
2022/2/7,43.34
2022/2/8,41.26
2022/2/9,39.4
2022/2/10,43.81
2022/2/11,47.44
2022/2/14,48.83
2022/2/15,48.36
2022/2/16,49.38
2022/2/17,53.14
2022/2/18,52.01
2022/2/21,
2022/2/22,50.11
2022/2/23,50.51
2022/2/24,49.04
2022/2/25,49.5
2022/2/28,52.5
2022/3/1,61.43
2022/3/2,61.53
2022/3/3,64.37
2022/3/4,77.29
2022/3/7,78.91
2022/3/8,75.82
2022/3/9,73.25
2022/3/10,67.34
2022/3/11,68.01
2022/3/14,65.42
2022/3/15,63.62
2022/3/16,59.35
2022/3/17,67.78
2022/3/18,69.09
2022/3/21,70.78
2022/3/22,69.56
2022/3/23,72.59
2022/3/24,69.14
2022/3/25,68.91
2022/3/28,67.04
2022/3/29,62.46
2022/3/30,61.04
2022/3/31,57.66
2022/4/1,54.36
2022/4/4,54.31
2022/4/5,53.8
2022/4/6,53.15
2022/4/7,54.23
2022/4/8,53.14
2022/4/11,54.81
2022/4/12,55.25
2022/4/13,51.2
2022/4/14,53.38
2022/4/15,
2022/4/18,50.94
2022/4/19,50.34
2022/4/20,52.23
2022/4/21,49.86
2022/4/22,51.15
2022/4/25,52.86
2022/4/26,53.57
2022/4/27,53.38
2022/4/28,51.94
2022/4/29,53.1
2022/5/2,54.15
2022/5/3,54.04
2022/5/4,53.15
2022/5/5,54.72
2022/5/6,54.82
2022/5/9,57.9
2022/5/10,56.06
2022/5/11,53.43
2022/5/12,52.71
2022/5/13,51.22
2022/5/16,51.89
2022/5/17,50.34
2022/5/18,51.89
2022/5/19,51.16
2022/5/20,50.72
2022/5/23,48.63
2022/5/24,47.04
2022/5/25,46.76
2022/5/26,46.03
2022/5/27,47.92
2022/5/30,
2022/5/31,49.82
2022/6/1,49.14
2022/6/2,47.8
2022/6/3,46.23
2022/6/6,47.9
2022/6/7,45.88
2022/6/8,44.37
2022/6/9,43.87
2022/6/10,42.92
2022/6/13,47.56
2022/6/14,46.63
2022/6/15,47.04
2022/6/16,46.27
2022/6/17,49.19
2022/6/20,
2022/6/21,46.56
2022/6/22,48.99
2022/6/23,48.58
2022/6/24,46.99
2022/6/27,46.99
2022/6/28,46.59
2022/6/29,48.57
2022/6/30,48.9
2022/7/1,49.4
2022/7/4,
2022/7/5,52.61
2022/7/6,54.67
2022/7/7,52.87
2022/7/8,52.1
2022/7/11,53.1
2022/7/12,54.4
2022/7/13,51.76
2022/7/14,53.03
2022/7/15,51.77
2022/7/18,49.66
2022/7/19,48.77
2022/7/20,47.54
2022/7/21,51.1
2022/7/22,47.84
2022/7/25,47.96
2022/7/26,47.81
2022/7/27,48.99
2022/7/28,47.17
2022/7/29,46.19
2022/8/1,49.97
2022/8/2,52.77
2022/8/3,50.12
2022/8/4,55.14
2022/8/5,48.76
2022/8/8,46.4
2022/8/9,46.23
2022/8/10,46.56
2022/8/11,45.37
2022/8/12,44
2022/8/15,46.63
2022/8/16,50.25
2022/8/17,51.55
2022/8/18,47.41
2022/8/19,50.34
2022/8/22,50.64
2022/8/23,47.35
2022/8/24,48.33
2022/8/25,48.78
2022/8/26,47.08
2022/8/29,47.73
2022/8/30,49.74
2022/8/31,52.11
2022/9/1,53.9
2022/9/2,53.9
2022/9/5,
2022/9/6,50
2022/9/7,53.32
2022/9/8,51.29
2022/9/9,48.84
2022/9/12,44.15
2022/9/13,44.81
2022/9/14,45.62
2022/9/15,46.63
2022/9/16,47.44
2022/9/19,46.75
2022/9/20,48.23
2022/9/21,48.65
2022/9/22,47.1
2022/9/23,50.82
2022/9/26,56.68
2022/9/27,55.89
2022/9/28,55.02
2022/9/29,54.41
2022/9/30,55.69
2022/10/3,56.24
2022/10/4,59.51
2022/10/5,54.2
2022/10/6,53.39
2022/10/7,53.64
2022/10/10,51.42
2022/10/11,51.92
2022/10/12,51.52
2022/10/13,50.52
2022/10/14,50.3
2022/10/17,50.27
2022/10/18,49.12
2022/10/19,47.78
2022/10/20,47.98
2022/10/21,47.19
2022/10/24,47.78
2022/10/25,47.3
2022/10/26,48.58
2022/10/27,49.02
2022/10/28,47.81
2022/10/31,47.41
2022/11/1,47.04
2022/11/2,47.75
2022/11/3,46.47
2022/11/4,47.5
2022/11/7,45.11
2022/11/8,45.04
2022/11/9,45.38
2022/11/10,43.48
2022/11/11,42.06
2022/11/14,44.42
2022/11/15,46.72
2022/11/16,45.12
2022/11/17,45.34
2022/11/18,45.93
2022/11/21,47.11
2022/11/22,46.3
2022/11/23,51.56
2022/11/24,
2022/11/25,50.16
2022/11/28,50.53
2022/11/29,47.91
2022/11/30,46.15
2022/12/1,45.61
2022/12/2,45.76
2022/12/5,45.41
2022/12/6,46.36
2022/12/7,47.91
2022/12/8,47.17
2022/12/9,46.93
2022/12/12,44.99
2022/12/13,43.37
2022/12/14,41.82
2022/12/15,43.7
2022/12/16,42.29
2022/12/19,42.47
2022/12/20,41.79
2022/12/21,41.18
2022/12/22,41.8
2022/12/23,41.21
2022/12/26,
2022/12/27,43.5
2022/12/28,43.95
2022/12/29,42.6
2022/12/30,41.26
2023/1/2,
2023/1/3,44.14
2023/1/4,45.83
2023/1/5,43.93
2023/1/6,42.94
2023/1/9,42.75
2023/1/10,41.6
2023/1/11,41.19
2023/1/12,39.28
2023/1/13,38.19
2023/1/16,
2023/1/17,40.1
2023/1/18,39.25
2023/1/19,39.02
2023/1/20,37.81
2023/1/23,37.3
2023/1/24,38.26
2023/1/25,38.54
2023/1/26,38.12
2023/1/27,38.6
2023/1/30,40.18
2023/1/31,38.55
2023/2/1,37.99
2023/2/2,38.49
2023/2/3,39.48
2023/2/6,38.92
2023/2/7,37.31
2023/2/8,37.02
2023/2/9,35.75
2023/2/10,35.89
2023/2/13,37.77
2023/2/14,36.67
2023/2/15,35.7
2023/2/16,35.03
2023/2/17,36.04
2023/2/20,
2023/2/21,37.05
2023/2/22,38.36
2023/2/23,36.69
2023/2/24,37.25
2023/2/27,37.55
2023/2/28,35.42
2023/3/1,36.63
2023/3/2,35.61
2023/3/3,35.2
2023/3/6,33.03
2023/3/7,33.76
2023/3/8,33.39
2023/3/9,34.86
2023/3/10,36.76
2023/3/13,38.13
2023/3/14,47.41
2023/3/15,49.78
2023/3/16,48.65
2023/3/17,51.48
2023/3/20,51.14
2023/3/21,48.12
2023/3/22,46.97
2023/3/23,46.9
2023/3/24,48.36
2023/3/27,45.41
2023/3/28,44.31
2023/3/29,43.33
2023/3/30,42.02
2023/3/31,40.34
2023/4/3,39.49
2023/4/4,39.42
2023/4/5,39.14
2023/4/6,34.76
2023/4/7,
2023/4/10,34.31
2023/4/11,34.23
2023/4/12,33.74
2023/4/13,32.78
2023/4/14,32.51
2023/4/17,32.93
2023/4/18,33.69
2023/4/19,34.44
2023/4/20,36.41
2023/4/21,35.17
2023/4/24,34.28
2023/4/25,36.64
2023/4/26,39.25
2023/4/27,37.76
2023/4/28,35.63
2023/5/1,35.94
2023/5/2,39.48
2023/5/3,43.23
2023/5/4,43.75
2023/5/5,37.35
2023/5/8,35.54
2023/5/9,35.13
2023/5/10,34.13
2023/5/11,35.74
2023/5/12,37.32
2023/5/15,35.16
2023/5/16,35.98
2023/5/17,36.44
2023/5/18,36.02
2023/5/19,35.85
2023/5/22,35.52
2023/5/23,35.11
2023/5/24,35.86
2023/5/25,36.74
2023/5/26,35.95
2023/5/29,
2023/5/30,39.68
2023/5/31,40.68
2023/6/1,40.5
2023/6/2,39.6
2023/6/5,37.45
2023/6/6,36.07
2023/6/7,34.13
2023/6/8,35.18
2023/6/9,33.7
2023/6/12,36.35
2023/6/13,32.38
2023/6/14,33.66
2023/6/15,33.07
2023/6/16,32.99
2023/6/19,
2023/6/20,34.75
2023/6/21,33.26
2023/6/22,34.93
2023/6/23,35.36
2023/6/26,36.67
2023/6/27,39.3
2023/6/28,36.86
2023/6/29,35.42
2023/6/30,33.28
2023/7/3,33.88
2023/7/4,
2023/7/5,33.91
2023/7/6,35.13
2023/7/7,34.55
2023/7/10,38.35
2023/7/11,32.43
2023/7/12,32.69
2023/7/13,30.04
2023/7/14,30
2023/7/17,31.34
2023/7/18,30.66
2023/7/19,31.06
2023/7/20,30.15
2023/7/21,29.65
2023/7/24,30.11
2023/7/25,30.63
2023/7/26,29.97
2023/7/27,29.12
2023/7/28,29.41
2023/7/31,28.48
2023/8/1,28.35
2023/8/2,28.74
2023/8/3,28.54
2023/8/4,28.06
2023/8/7,27.73
2023/8/8,27.14
2023/8/9,28.56
2023/8/10,27.27
2023/8/11,28.04
2023/8/14,27.55
2023/8/15,28.3
2023/8/16,28.54
2023/8/17,29.3
2023/8/18,28.43
2023/8/21,28.9
2023/8/22,28.56
2023/8/23,28.47
2023/8/24,28.88
2023/8/25,28.81
2023/8/28,28.66
2023/8/29,27.63
2023/8/30,26.63
2023/8/31,26.56
2023/9/1,27.48
2023/9/4,
2023/9/5,28.65
2023/9/6,28.33
2023/9/7,27.59
2023/9/8,27.16
2023/9/11,24.37
2023/9/12,24.23
2023/9/13,25.06
2023/9/14,26.56
2023/9/15,27.16
2023/9/18,27.91
2023/9/19,30.32
2023/9/20,30.38
2023/9/21,31.35
2023/9/22,30.61
2023/9/25,30.96
2023/9/26,31.3
2023/9/27,32.48
2023/9/28,31.62
2023/9/29,32.24
2023/10/2,32
2023/10/3,33.25
2023/10/4,35.35
2023/10/5,36.59
2023/10/6,35.68
2023/10/9,39.85
2023/10/10,39.54
2023/10/11,38.94
2023/10/12,38.52
2023/10/13,44.24
2023/10/16,40.7
2023/10/17,41.37
2023/10/18,44.4
2023/10/19,45.7
2023/10/20,43.79
2023/10/23,41.74
2023/10/24,41.08
2023/10/25,44.91
2023/10/26,43.93
2023/10/27,46.64
2023/10/30,44.01
2023/10/31,41.99
2023/11/1,40.52
2023/11/2,39.79
2023/11/3,38.53
2023/11/6,36.31
2023/11/7,38.72
2023/11/8,40.44
2023/11/9,41.23
2023/11/10,39.29
2023/11/13,39.4
2023/11/14,38.29
2023/11/15,39.51
2023/11/16,42.53
2023/11/17,40.43
2023/11/20,39
2023/11/21,38.52
2023/11/22,42.76
2023/11/23,
2023/11/24,43.38
2023/11/27,43.9
2023/11/28,43.14
2023/11/29,42.9
2023/11/30,39.4
2023/12/1,35.7
2023/12/4,38.08
2023/12/5,36.36
2023/12/6,39.72
2023/12/7,37.82
2023/12/8,36.24
2023/12/11,35.3
2023/12/12,36.38
2023/12/13,36.6
2023/12/14,33.98
2023/12/15,35.13
2023/12/18,37.09
2023/12/19,35.04
2023/12/20,34.98
2023/12/21,35.44
2023/12/22,33.32
2023/12/25,
2023/12/26,34.53
2023/12/27,35.41
2023/12/28,36.45
2023/12/29,36.22
2024/1/1,
2024/1/2,39.05
2024/1/3,38.22
2024/1/4,37.58
2024/1/5,36.07
2024/1/8,36.79
2024/1/9,36.09
2024/1/10,36.35
2024/1/11,36.78
2024/1/12,40.64
2024/1/15,
2024/1/16,38.34
2024/1/17,37.06
2024/1/18,35.98
2024/1/19,35.79
2024/1/22,35.71
2024/1/23,34.99
2024/1/24,33.99
2024/1/25,35.1
2024/1/26,34.78
2024/1/29,36.32
2024/1/30,36.19
2024/1/31,37.25
2024/2/1,35.38
2024/2/2,34.85
2024/2/5,34.43
2024/2/6,33.01
2024/2/7,31.21
2024/2/8,31.64
2024/2/9,32.44
2024/2/12,32.69
2024/2/13,32.37
2024/2/14,32.76
2024/2/15,32.02
2024/2/16,30.84
2024/2/19,
2024/2/20,31.81
2024/2/21,31.05
2024/2/22,30.55
2024/2/23,31.31
2024/2/26,31.71
2024/2/27,31.35
2024/2/28,31.21
2024/2/29,31.5
2024/3/1,31.08
2024/3/4,30.47
2024/3/5,30.19
2024/3/6,29.57
2024/3/7,29.57
2024/3/8,29.64
2024/3/11,29.11
2024/3/12,29.36
2024/3/13,29.52
2024/3/14,31.51
2024/3/15,29.77
2024/3/18,29.81
2024/3/19,29.22
2024/3/20,28.82
2024/3/21,27.53
2024/3/22,26.92
2024/3/25,27.49
2024/3/26,27.25
2024/3/27,26.6
2024/3/28,26.27
2024/3/29,
2024/4/1,27.65
2024/4/2,29.04
2024/4/3,29.08
2024/4/4,32.17
2024/4/5,32.36
2024/4/8,30.57
2024/4/9,28.96
2024/4/10,30.08
2024/4/11,31.27
2024/4/12,32.19
2024/4/15,35.59
2024/4/16,33.61
2024/4/17,33
2024/4/18,31.4
2024/4/19,31.86
2024/4/22,29.7
2024/4/23,28.86
2024/4/24,29.04
2024/4/25,28.34
2024/4/26,27.81
2024/4/29,27.84
2024/4/30,27.87
2024/5/1,28.7
2024/5/2,27.65
2024/5/3,28.09
2024/5/6,28.58
2024/5/7,27.83
2024/5/8,27.91
2024/5/9,27.95
2024/5/10,27.88
2024/5/13,28.04
2024/5/14,28.01
2024/5/15,28.07
2024/5/16,27.08
2024/5/17,28.06
2024/5/20,27.89
2024/5/21,27.38
2024/5/22,27.71
2024/5/23,28.66
2024/5/24,27.56
2024/5/27,
2024/5/28,27.53
2024/5/29,26.77
2024/5/30,29.24
2024/5/31,30.34
2024/6/3,30.84
2024/6/4,30.59
2024/6/5,29.18
2024/6/6,27.71
2024/6/7,26.42
2024/6/10,25.69
2024/6/11,25.54
2024/6/12,24.8
2024/6/13,24.45
2024/6/14,24.71
2024/6/17,24.17
2024/6/18,23.73
2024/6/19,
2024/6/20,24.23
2024/6/21,24.74
2024/6/24,25.42
2024/6/25,25.75
2024/6/26,26.24
2024/6/27,26.28
2024/6/28,26.54
2024/7/1,27.29
2024/7/2,25.82
2024/7/3,24.62
2024/7/4,
2024/7/5,23.78
2024/7/8,23.81
2024/7/9,24.19
2024/7/10,24.01
2024/7/11,24.01
2024/7/12,24.12
2024/7/15,23.83
2024/7/16,24.41
2024/7/17,25.28
2024/7/18,25.68
2024/7/19,26.83
2024/7/22,26.83
2024/7/23,26.74
2024/7/24,26.85
2024/7/25,26.49
2024/7/26,29.77
2024/7/29,30.82
2024/7/30,31.49
2024/7/31,33.69
2024/8/1,33.42
2024/8/2,38.83
2024/8/5,43.63
2024/8/6,40.42
2024/8/7,38.01
2024/8/8,34.77
2024/8/9,33.37
2024/8/12,35.17
2024/8/13,33.26
2024/8/14,31.51
2024/8/15,31.14
2024/8/16,31
2024/8/19,32.03
2024/8/20,32.05
2024/8/21,32.7
2024/8/22,31.73
2024/8/23,30.54
2024/8/26,30.99
2024/8/27,31.25
2024/8/28,32.12
2024/8/29,31.81
2024/8/30,33.36
2024/9/2,
2024/9/3,35.36
2024/9/4,37.95
2024/9/5,36.61
2024/9/6,37.58
2024/9/9,37
2024/9/10,40.23
2024/9/11,37.76
2024/9/12,36.07
2024/9/13,35.22
2024/9/16,34.71
2024/9/17,35.29
2024/9/18,36.19
2024/9/19,33.72
2024/9/20,32.22
2024/9/23,34.39
2024/9/24,33.76
2024/9/25,34.4
2024/9/26,39.76
2024/9/27,39.62
2024/9/30,39.86
2024/10/1,42.87
2024/10/2,46.52
2024/10/3,54.5
2024/10/4,46.37
2024/10/7,48.32
2024/10/8,52.35
2024/10/9,48.8
2024/10/10,52.36
2024/10/11,52.68
2024/10/14,51.62
2024/10/15,48.64
2024/10/16,47.84
2024/10/17,46.88
2024/10/18,47.22
2024/10/21,46.82
2024/10/22,47.69
2024/10/23,47.78
2024/10/24,46.66
2024/10/25,48.97
2024/10/28,42.96
2024/10/29,42.47
2024/10/30,41.13
2024/10/31,48.79
2024/11/1,44.14
2024/11/4,45.75
2024/11/5,45.61
2024/11/6,44.74
2024/11/7,42.55
