Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
-0.08015481085631926,0.08713945759822739,-0.28574811128604083,0.492040520984081,0.004990372806787491
