"TradingDate","Symbol","FundClassID","NAV","AccumulativeNAV","AnnualizedYield","Frequency","MarketStatus"
"2016-04-05","000042","202000000031","1.3710","1.3710","","每日","交易日"
"2016-04-06","000042","202000000031","1.3680","1.3680","","每日","交易日"
"2016-04-07","000042","202000000031","1.3480","1.3480","","每日","交易日"
"2016-04-08","000042","202000000031","1.3420","1.3420","","每日","交易日"
"2016-04-11","000042","202000000031","1.3650","1.3650","","每日","交易日"
"2016-04-12","000042","202000000031","1.3630","1.3630","","每日","交易日"
"2016-04-13","000042","202000000031","1.3820","1.3820","","每日","交易日"
"2016-04-14","000042","202000000031","1.3880","1.3880","","每日","交易日"
"2016-04-15","000042","202000000031","1.3820","1.3820","","每日","交易日"
"2016-04-18","000042","202000000031","1.3650","1.3650","","每日","交易日"
"2016-04-19","000042","202000000031","1.3670","1.3670","","每日","交易日"
"2016-04-20","000042","202000000031","1.3470","1.3470","","每日","交易日"
"2016-04-21","000042","202000000031","1.3420","1.3420","","每日","交易日"
"2016-04-22","000042","202000000031","1.3400","1.3400","","每日","交易日"
"2016-04-25","000042","202000000031","1.3340","1.3340","","每日","交易日"
"2016-04-26","000042","202000000031","1.3380","1.3380","","每日","交易日"
"2016-04-27","000042","202000000031","1.3320","1.3320","","每日","交易日"
"2016-04-28","000042","202000000031","1.3300","1.3300","","每日","交易日"
"2016-04-29","000042","202000000031","1.3290","1.3290","","每日","交易日"
"2016-05-03","000042","202000000031","1.3480","1.3480","","每日","交易日"
"2016-05-04","000042","202000000031","1.3490","1.3490","","每日","交易日"
"2016-05-05","000042","202000000031","1.3490","1.3490","","每日","交易日"
"2016-05-06","000042","202000000031","1.3190","1.3190","","每日","交易日"
"2016-05-09","000042","202000000031","1.2890","1.2890","","每日","交易日"
"2016-05-10","000042","202000000031","1.2920","1.2920","","每日","交易日"
"2016-05-11","000042","202000000031","1.3010","1.3010","","每日","交易日"
"2016-05-12","000042","202000000031","1.3030","1.3030","","每日","交易日"
"2016-05-13","000042","202000000031","1.2960","1.2960","","每日","交易日"
"2016-05-16","000042","202000000031","1.3030","1.3030","","每日","交易日"
"2016-05-17","000042","202000000031","1.2990","1.2990","","每日","交易日"
"2016-05-18","000042","202000000031","1.2890","1.2890","","每日","交易日"
"2016-05-19","000042","202000000031","1.2860","1.2860","","每日","交易日"
"2016-05-20","000042","202000000031","1.2910","1.2910","","每日","交易日"
"2016-05-23","000042","202000000031","1.2960","1.2960","","每日","交易日"
"2016-05-24","000042","202000000031","1.2870","1.2870","","每日","交易日"
"2016-05-25","000042","202000000031","1.2830","1.2830","","每日","交易日"
"2016-05-26","000042","202000000031","1.2860","1.2860","","每日","交易日"
"2016-05-27","000042","202000000031","1.2860","1.2860","","每日","交易日"
"2016-05-30","000042","202000000031","1.2870","1.2870","","每日","交易日"
"2016-05-31","000042","202000000031","1.3230","1.3230","","每日","交易日"
"2016-06-01","000042","202000000031","1.3220","1.3220","","每日","交易日"
"2016-06-02","000042","202000000031","1.3260","1.3260","","每日","交易日"
"2016-06-03","000042","202000000031","1.3330","1.3330","","每日","交易日"
"2016-06-06","000042","202000000031","1.3310","1.3310","","每日","交易日"
"2016-06-07","000042","202000000031","1.3290","1.3290","","每日","交易日"
"2016-06-08","000042","202000000031","1.3160","1.3160","","每日","交易日"
"2016-06-13","000042","202000000031","1.2790","1.2790","","每日","交易日"
"2016-06-14","000042","202000000031","1.2820","1.2820","","每日","交易日"
"2016-06-15","000042","202000000031","1.3000","1.3000","","每日","交易日"
"2016-06-16","000042","202000000031","1.2910","1.2910","","每日","交易日"
"2016-06-17","000042","202000000031","1.3010","1.3010","","每日","交易日"
"2016-06-20","000042","202000000031","1.3010","1.3010","","每日","交易日"
"2016-06-21","000042","202000000031","1.2960","1.2960","","每日","交易日"
"2016-06-22","000042","202000000031","1.3080","1.3080","","每日","交易日"
"2016-06-23","000042","202000000031","1.3030","1.3030","","每日","交易日"
"2016-06-24","000042","202000000031","1.2880","1.2880","","每日","交易日"
"2016-06-27","000042","202000000031","1.3050","1.3050","","每日","交易日"
"2016-06-28","000042","202000000031","1.3080","1.3080","","每日","交易日"
"2016-06-29","000042","202000000031","1.3150","1.3150","","每日","交易日"
"2016-06-30","000042","202000000031","1.3160","1.3160","","最后一日","交易日"
"2016-07-01","000042","202000000031","1.3160","1.3160","","每日","交易日"
"2016-07-04","000042","202000000031","1.3390","1.3390","","每日","交易日"
"2016-07-05","000042","202000000031","1.3440","1.3440","","每日","交易日"
