Date_target,Oil_GRU_z_used,NewEnergy_MeanPred,NewEnergy_Sigma,CI_low,CI_high,ConfLevel,RiskLevel
2023-08-21,39.213904431273725,-0.1544748480638009,0.9833271961467357,-2.081796152511403,1.772846456383801,0.95,MEDIUM
2023-08-22,39.23886383560473,-0.19325040366520857,0.9832549213725296,-2.1204300495553667,1.7339292422249495,0.95,MEDIUM
2023-08-23,40.11886671479789,-0.2145625008769974,0.9607064261502711,-2.097547096131529,1.668422094377534,0.95,LOW
2023-08-24,42.1379275191389,-0.1912795168375509,0.9797560659096135,-2.111601406020393,1.7290423723452915,0.95,MEDIUM
2023-08-25,42.005960298029336,-0.11323785776321116,1.0032605147438447,-2.0796284666611466,1.8531527511347243,0.95,MEDIUM
2023-08-28,40.851543843123714,-0.1519446008302644,0.9653913863624792,-2.044111718100724,1.7402225164401948,0.95,LOW
2023-08-29,41.356991470340944,-0.18676860432505088,0.9878458822222496,-2.12294653348066,1.7494093248305582,0.95,MEDIUM
2023-08-30,40.91665664947463,-0.17952014506941566,0.9748586272411862,-2.0902430544621406,1.7312027643233092,0.95,LOW
2023-08-31,40.95835592509791,-0.2095169456112725,0.9755068932245747,-2.121510456331439,1.702476565108894,0.95,LOW
2023-09-01,39.81005148193954,-0.2254613247515162,0.9686102319023988,-2.1239373792802176,1.6730147297771853,0.95,LOW
2023-10-03,38.153332872337046,-0.25855749665283995,0.9939724699807213,-2.2067435378150537,1.689628544509374,0.95,MEDIUM
2023-10-04,34.835811854943024,-0.2959524908176225,1.004466039881779,-2.2647059289859093,1.6728009473506644,0.95,HIGH
2023-10-05,40.87394695923718,-0.3553089319663634,1.038705477689265,-2.391171668237323,1.6805538043045962,0.95,HIGH
2023-10-06,43.020807672056385,-0.04919960089308695,1.0912904035233588,-2.1881287917988703,2.089729590012696,0.95,HIGH
2023-10-11,42.85056164132726,-0.011006962854521296,0.9958365581109155,-1.9628466167519156,1.940832691042873,0.95,MEDIUM
2023-10-12,41.612699584894706,-0.051511483433710925,0.9569616177691479,-1.9271562542612408,1.824133287393819,0.95,LOW
2023-10-13,41.71536079854918,-0.0936475483202116,0.9807000018921985,-2.015819552028921,1.8285244553884974,0.95,MEDIUM
2023-10-16,36.14926526180672,-0.11276387360997148,0.9589002391359058,-1.9922083423163468,1.766680595096404,0.95,LOW
2023-10-17,36.51552989866857,-0.2133861703901737,1.0758699729808239,-2.3220913174325886,1.895318976652241,0.95,HIGH
2023-10-18,36.55737257924859,-0.2146619871158617,0.9583480456026647,-2.0930241564970844,1.6637001822653612,0.95,LOW
2023-10-19,35.13726342865819,-0.2448340741548652,0.9549541260512944,-2.116544161215402,1.6268760129056719,0.95,LOW
2023-10-20,32.71318337664818,-0.2897491922793219,0.9857950076125266,-2.221907407199874,1.6424090226412302,0.95,MEDIUM
2023-10-23,34.05200781019394,-0.34618016578002464,1.0063050748359228,-2.3185381124584334,1.626177780898384,0.95,HIGH
2023-10-24,36.477548907590126,-0.2988644901416869,0.9815584110404317,-2.222718975780933,1.6249899954975593,0.95,MEDIUM
2023-10-25,39.10109510928367,-0.2077582112537495,1.0040196062119902,-2.17563663942925,1.7601202169217511,0.95,HIGH
2023-10-26,36.29188069277589,-0.11366718810253806,1.0061225197553476,-2.0856673268230193,1.8583329506179433,0.95,HIGH
2023-10-27,38.14465702269766,-0.19936737859971643,1.0081158975290936,-2.17527453775674,1.7765397805573069,0.95,HIGH
2023-10-30,35.95680456671665,-0.12509504665999494,0.9859256176774727,-2.0575092573078413,1.8073191639878514,0.95,MEDIUM
2023-10-31,38.51200839519222,-0.20135484166059114,0.9930385469552233,-2.147710393692829,1.7450007103716465,0.95,MEDIUM
2023-11-01,39.71029611623601,-0.09221557285896809,0.9986396756587981,-2.0495493371502125,1.865118191432276,0.95,MEDIUM
2023-11-02,40.2144992175979,-0.0812972636070518,0.9710737519393355,-1.9846018174081492,1.8220072901940458,0.95,LOW
