best_composite,val_reg_mae,val_cls_acc,val_dir_acc,units_5,units_20,units_60,dense_units,dropout,learning_rate,recurrent_dropout,input_noise_std,use_cnn_front,use_tcn_stack,use_attention_pool_long,cls_weight,direction_lambda,huber_delta,aug_copies,aug_noise_std,batch_size,aug_seed,rf_top_n,rf_n_estimators,winsor_lower,winsor_upper,rf_fit_scope
1.0921016313086904,0.1621931493282318,0.5707070707070707,0.6224489795918368,"(16, 32, 16)","(48, 24)","(32, 24)","(128, 80)",0.2669699924693706,0.00017582894360256468,0.2997401260220358,0.01862350351168831,True,False,True,0.2501544076105955,0.47706498970204847,1.8753308109189515,0,0.023625470274940955,16,42,24,275,0.02800597473848983,0.9764382357675053,all
