feature,spearman_corr_with_return,spearman_pvalue,abs_spearman_corr,rf_importance
WTI_Futures,-0.16229699435428294,0.003109394137343167,0.16229699435428294,0.03662935026850447
RSI_14,-0.1601746205345092,0.003528096597676466,0.1601746205345092,0.024476782351174352
WTI_Futures_Momentum_5d,-0.10259665127570251,0.06265894234935201,0.10259665127570251,0.020992955974221652
WTI_Futures_RollRet_5,-0.10259665127570251,0.06265894234935201,0.10259665127570251,0.018824050609874906
MACD,-0.0895386801281254,0.10445230453237347,0.0895386801281254,0.021490717816872743
WTI_Spot,-0.08162383822595827,0.1389762395239294,0.08162383822595827,0.02442042227273295
OVX_Return,-0.07478706290816595,0.1753162474410906,0.07478706290816595,0.02703817182416274
WTI_Futures_Acceleration,0.07396712025191794,0.18010959138661112,0.07396712025191794,0.031571153873461204
OVX_Change,-0.06837502808118986,0.2154080096934649,0.06837502808118986,0.024716260997006793
WTI_Futures_RollRet_60,-0.05761293404742541,0.29672298804881864,0.05761293404742541,0.008154429250191338
WTI_Futures_Std_5,0.05713701352963421,0.3007377829161108,0.05713701352963421,0.027353920445977172
WTI_Futures_Momentum_3d,-0.05189045061771166,0.3473749390347485,0.05189045061771166,0.030371947150808584
Stocks_Z_20,-0.046576435713158726,0.3990326011312306,0.046576435713158726,0.04157391439681695
Volatility_5d,0.045954007424727994,0.405370543249596,0.045954007424727994,0.043924142738805454
WTI_Futures_RollRet_20,-0.040486055051845375,0.46357333087617025,0.040486055051845375,0.016562101599291747
WTI_Futures_Momentum_20d,-0.040486055051845375,0.46357333087617025,0.040486055051845375,0.014913696423197304
GeoEvent_DaysSinceLast,-0.04035246611279645,0.4650509790579139,0.04035246611279645,0.033220272157457036
DXY_Return,0.03919885598563591,0.47791910860024267,0.03919885598563591,0.044264874717076276
Basis_Change,-0.028287452583222978,0.6086372198164227,0.028287452583222978,0.033855790982173846
MACD_Signal,-0.02289177043949815,0.6786353588702152,0.02289177043949815,0.03301883241978664
Basis_Pct,-0.017254854164284003,0.7548248064863271,0.017254854164284003,0.038402370247636965
VIX,-0.015786652045417196,0.7751014699258711,0.015786652045417196,0.03556331191197575
OVX_VIX_Ratio,0.010936406539871974,0.8431062800545049,0.010936406539871974,0.034162596996619395
VIX_Level,-0.010376953452938521,0.851036188109493,0.010376953452938521,0.029210039349399208
VIX_Change,-0.005524927833074893,0.9203560550962793,0.005524927833074893,0.03525818274775652
OVX,-0.005473807409979391,0.9210905680402204,0.005473807409979391,0.03424717952786685
Stocks_Std_20,-0.004985937762179968,0.9281037019417324,0.004985937762179968,0.0355750347397167
WTI_Futures_Std_10,-0.0042119094507087045,0.9392415700641106,0.0042119094507087045,0.030530007335384853
US10Y_Return,-0.0036400389042293285,0.9474782210209942,0.0036400389042293285,0.03167430715934259
WTI_Futures_Change,0.001005775109269925,0.9854781154147975,0.001005775109269925,0.01801594737472646
WTI_Futures_Momentum_1d,0.0007314534151327878,0.9894386359248616,0.0007314534151327878,0.034469620966072916
WTI_Futures_Return,0.00041790182562825097,0.9939658498295794,0.00041790182562825097,0.024533129271988394
Volatility_20d,-0.00030704013477041695,0.9955665798564193,0.00030704013477041695,0.03256589977004748
SP500_Return,0.0002476022402743493,0.9964248103047411,0.0002476022402743493,0.02841858433187172
