epoch,cls_head_accuracy,cls_head_loss,loss,lr,reg_head_loss,reg_head_mae,val_cls_head_accuracy,val_cls_head_loss,val_loss,val_reg_head_loss,val_reg_head_mae
0,0.4915032684803009,0.6980939507484436,0.4500732123851776,0.00017582894,0.27544182538986206,0.1996661275625229,0.5555555820465088,0.6923426389694214,0.44445955753326416,0.27126696705818176,0.16837380826473236
1,0.5071895718574524,0.6939243078231812,0.4364117681980133,0.00017582894,0.26282355189323425,0.17396003007888794,0.5707070827484131,0.6882081627845764,0.4405149519443512,0.2683566212654114,0.16560877859592438
2,0.49934640526771545,0.6941708922386169,0.44325435161590576,0.00017582894,0.2696043848991394,0.17291466891765594,0.5707070827484131,0.6865212917327881,0.4572555422782898,0.2855193018913269,0.16771531105041504
3,0.5124183297157288,0.6926671862602234,0.438198983669281,0.00017582894,0.2649253010749817,0.1726333498954773,0.5707070827484131,0.6863436698913574,0.4715940058231354,0.2999020516872406,0.1677398830652237
4,0.5215686559677124,0.6905401349067688,0.43116167187690735,0.00017582894,0.25842002034187317,0.17429384589195251,0.5707070827484131,0.6869067549705505,0.471738338470459,0.2999055087566376,0.19494439661502838
5,0.516339898109436,0.6913982629776001,0.4446865916252136,0.00017582894,0.2717304229736328,0.18477237224578857,0.5707070827484131,0.6855906248092651,0.46710413694381714,0.29560065269470215,0.17216865718364716
6,0.5267974138259888,0.6914260387420654,0.43725547194480896,0.00017582894,0.26429203152656555,0.17058254778385162,0.5707070827484131,0.6860938668251038,0.468158096075058,0.2965286374092102,0.17692425847053528
7,0.516339898109436,0.6914992928504944,0.43829602003097534,0.00017582894,0.26531440019607544,0.18466804921627045,0.5707070827484131,0.6860341429710388,0.4204539656639099,0.24883948266506195,0.16377690434455872
8,0.5620915293693542,0.6892620921134949,0.43429115414619446,0.00017582894,0.2618691027164459,0.1742747575044632,0.5707070827484131,0.6865836977958679,0.3951937258243561,0.22344179451465607,0.16307185590267181
9,0.5241830348968506,0.6932048201560974,0.44388148188591003,0.00017582894,0.27047327160835266,0.18129366636276245,0.5707070827484131,0.6851010322570801,0.38960030674934387,0.21821922063827515,0.16245223581790924
10,0.5320261716842651,0.6901044249534607,0.4326862394809723,0.00017582894,0.2600535452365875,0.17252729833126068,0.5707070827484131,0.6853768825531006,0.4229854941368103,0.25153547525405884,0.16383539140224457
11,0.545098066329956,0.6886475682258606,0.4293566644191742,0.00017582894,0.2570885717868805,0.17124372720718384,0.5707070827484131,0.6848084926605225,0.43493252992630005,0.2636246979236603,0.16442973911762238
12,0.5124183297157288,0.6912820339202881,0.42209333181381226,0.00017582894,0.2491660863161087,0.16859230399131775,0.5707070827484131,0.6844059228897095,0.44236084818840027,0.27115368843078613,0.16522757709026337
13,0.5346405506134033,0.6890165209770203,0.4299248456954956,0.00017582894,0.2575642168521881,0.17097453773021698,0.5707070827484131,0.6843369603157043,0.4450143277645111,0.2738244831562042,0.16942302882671356
14,0.5555555820465088,0.687208890914917,0.4401569366455078,0.00017582894,0.26824870705604553,0.17245712876319885,0.5707070827484131,0.684088945388794,0.4300087094306946,0.2588807940483093,0.16669031977653503
15,0.5320261716842651,0.6888793706893921,0.4349183440208435,0.00017582894,0.2625921070575714,0.17067337036132812,0.5707070827484131,0.6840657591819763,0.4347887933254242,0.2636667490005493,0.16658751666545868
16,0.558169960975647,0.6872022151947021,0.4201923906803131,0.00017582894,0.24828557670116425,0.17077696323394775,0.5707070827484131,0.6836310625076294,0.39438626170158386,0.22337296605110168,0.16405946016311646
17,0.5503268241882324,0.6860865950584412,0.4251192510128021,0.00017582894,0.2534916400909424,0.16986973583698273,0.5707070827484131,0.6839402914047241,0.4205760359764099,0.24948535859584808,0.1645815670490265
18,0.5673202872276306,0.6862868070602417,0.4310569167137146,0.00017582894,0.2593792974948883,0.17197439074516296,0.5707070827484131,0.6837037205696106,0.4229327142238617,0.251901239156723,0.16453003883361816
19,0.5411764979362488,0.687555193901062,0.4178658425807953,0.00017582894,0.24587087333202362,0.17023324966430664,0.5707070827484131,0.6836624145507812,0.43485531210899353,0.263834148645401,0.16476352512836456
20,0.543790876865387,0.6832954287528992,0.42507997155189514,0.00017582894,0.2541505992412567,0.17262327671051025,0.5707070827484131,0.6836652159690857,0.4687284231185913,0.29770657420158386,0.18258415162563324
21,0.5594771504402161,0.6836674809455872,0.43378329277038574,0.00017582894,0.26276087760925293,0.1766795963048935,0.5707070827484131,0.6834237575531006,0.42001694440841675,0.249055415391922,0.16418913006782532
22,0.5516340136528015,0.688886284828186,0.43603256344795227,0.00017582894,0.2637046277523041,0.201612651348114,0.5707070827484131,0.6833166480064392,0.42009252309799194,0.2491578906774521,0.1629694551229477
23,0.5241830348968506,0.691060483455658,0.4562794864177704,0.00017582894,0.28340765833854675,0.22645370662212372,0.5707070827484131,0.6835585236549377,0.4585900604724884,0.28759485483169556,0.1667633205652237
24,0.5111111402511597,0.6921156048774719,0.4317135214805603,0.00017582894,0.2585776448249817,0.2082706093788147,0.5707070827484131,0.6842908263206482,0.4391312897205353,0.26795297861099243,0.16515062749385834
25,0.530718982219696,0.6914147734642029,0.45003557205200195,8.791447e-05,0.2770751714706421,0.21355701982975006,0.5707070827484131,0.6841722726821899,0.427277535200119,0.25612887740135193,0.16459548473358154
26,0.5137255191802979,0.6865738034248352,0.44566231966018677,8.791447e-05,0.27391278743743896,0.21127164363861084,0.5707070827484131,0.6841931343078613,0.43218564987182617,0.26103174686431885,0.16497044265270233
27,0.5607843399047852,0.6862025260925293,0.44492602348327637,8.791447e-05,0.2732694447040558,0.21018540859222412,0.5707070827484131,0.6840556263923645,0.405682235956192,0.23456266522407532,0.16334426403045654
