Date,Pred_Price,Pred_Return
2026-01-21,106.47198644370737,
2026-01-22,116.35705973890323,0.08878165218765731
2026-01-23,125.44836568956283,0.07523068049408038
2026-01-24,133.11044656920114,0.059284963798369505
2026-01-25,138.34828326682373,0.038595088589868744
