Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
-0.018713969843334177,-0.018713969843334177,-0.24308255125096523,0.486284289276808,0.2052640649924359
