Date_target,NewEnergy_Sigma,Q50,Q80
2023-04-14,1e-09,0.9782570927523189,1.003414207052943
2023-04-17,2.6302037265040243,0.9782570927523189,1.003414207052943
2023-04-18,0.9070843954948852,0.9782570927523189,1.003414207052943
2023-04-19,0.9432577658780573,0.9782570927523189,1.003414207052943
2023-04-20,0.9180901518011865,0.9782570927523189,1.003414207052943
2023-04-21,0.9585558582870666,0.9782570927523189,1.003414207052943
2023-04-24,0.9580240025864507,0.9782570927523189,1.003414207052943
2023-04-25,0.9474744693221359,0.9782570927523189,1.003414207052943
2023-04-26,0.9468012370574022,0.9782570927523189,1.003414207052943
2023-04-27,0.9785680533428792,0.9782570927523189,1.003414207052943
2023-04-28,0.9530370773941316,0.9782570927523189,1.003414207052943
2023-05-01,0.9711154216378329,0.9782570927523189,1.003414207052943
2023-05-02,0.978756815424591,0.9782570927523189,1.003414207052943
2023-05-03,0.9632218427456889,0.9782570927523189,1.003414207052943
2023-05-04,1.0481933347062578,0.9782570927523189,1.003414207052943
2023-05-05,1.005506282396941,0.9782570927523189,1.003414207052943
2023-05-08,0.9596401400440593,0.9782570927523189,1.003414207052943
2023-05-09,1.0154115223282638,0.9782570927523189,1.003414207052943
2023-05-10,0.9560001208532097,0.9782570927523189,1.003414207052943
2023-05-11,0.9362796119367394,0.9782570927523189,1.003414207052943
2023-05-12,0.9659006703612424,0.9782570927523189,1.003414207052943
2023-05-15,0.9729188893041377,0.9782570927523189,1.003414207052943
2023-05-16,0.9532817405891802,0.9782570927523189,1.003414207052943
2023-05-17,0.9798764643846326,0.9782570927523189,1.003414207052943
2023-05-18,0.955673556484368,0.9782570927523189,1.003414207052943
2023-05-19,0.9967503251670362,0.9782570927523189,1.003414207052943
2023-05-22,0.9504183902846036,0.9782570927523189,1.003414207052943
2023-05-23,0.9470345080177816,0.9782570927523189,1.003414207052943
2023-05-24,0.9549182094738338,0.9782570927523189,1.003414207052943
2023-05-25,0.9758678299939427,0.9782570927523189,1.003414207052943
2023-05-26,0.9738658475593741,0.9782570927523189,1.003414207052943
2023-05-30,0.9881944955654103,0.9782570927523189,1.003414207052943
2023-05-31,0.9810877149696172,0.9782570927523189,1.003414207052943
2023-06-01,1.0240860671290013,0.9782570927523189,1.003414207052943
2023-06-02,0.9777873947658786,0.9782570927523189,1.003414207052943
2023-06-05,1.0152640794965206,0.9782570927523189,1.003414207052943
2023-06-06,0.9887795766893682,0.9782570927523189,1.003414207052943
2023-06-07,0.9700919274272922,0.9782570927523189,1.003414207052943
2023-06-08,0.9707175873711945,0.9782570927523189,1.003414207052943
2023-06-09,0.9721328151074137,0.9782570927523189,1.003414207052943
2023-06-12,0.9981664625127297,0.9782570927523189,1.003414207052943
2023-06-13,0.9694362812658772,0.9782570927523189,1.003414207052943
2023-06-14,1.02633114779716,0.9782570927523189,1.003414207052943
2023-06-15,1.0036447455165904,0.9782570927523189,1.003414207052943
2023-06-16,0.9682342057440756,0.9782570927523189,1.003414207052943
2023-08-02,0.9686056518375832,0.9782570927523189,1.003414207052943
2023-08-03,0.9592262215202005,0.9782570927523189,1.003414207052943
2023-08-04,1.1074552788123704,0.9782570927523189,1.003414207052943
2023-08-07,0.9636715479582257,0.9782570927523189,1.003414207052943
2023-08-08,0.945056321559913,0.9782570927523189,1.003414207052943
2023-08-09,0.9504582072436552,0.9782570927523189,1.003414207052943
2023-08-10,0.9486102048092145,0.9782570927523189,1.003414207052943
2023-08-11,0.9682513469570401,0.9782570927523189,1.003414207052943
2023-08-14,0.9792725114278865,0.9782570927523189,1.003414207052943
2023-08-15,0.9537956758722256,0.9782570927523189,1.003414207052943
2023-08-16,0.963417437934586,0.9782570927523189,1.003414207052943
2023-08-17,0.988484881741675,0.9782570927523189,1.003414207052943
2023-08-18,0.9844874433297082,0.9782570927523189,1.003414207052943
2023-08-21,0.9833271961467357,0.9782570927523189,1.003414207052943
2023-08-22,0.9832549213725296,0.9782570927523189,1.003414207052943
2023-08-23,0.9607064261502711,0.9782570927523189,1.003414207052943
2023-08-24,0.9797560659096135,0.9782570927523189,1.003414207052943
