Date,r_new
2025-03-21,-1.4309495722511267
2025-03-24,-0.3467446682866075
2025-03-25,1.3288698078043644
2025-03-26,0.07357800994581137
2025-03-27,-0.8693301675912207
2025-03-28,-0.8044133958371067
2025-03-31,-1.9740150397859324
2025-04-01,0.9171897101168505
2025-04-02,-0.1870082410972796
2025-04-03,-2.0426597174521244
2025-04-07,-12.156083841472126
2025-04-08,1.2183188216359164
2025-04-09,0.15746371507355006
2025-04-10,2.0638200693935063
2025-04-11,0.7196655988261196
2025-04-14,0.6395178490889201
2025-04-15,0.00754016839652833
2025-04-16,-0.9576243352872357
2025-04-17,-0.2745489851603361
2025-04-21,1.4893394312190273
2025-04-22,-0.49365655515768775
2025-04-23,0.9030203443722342
2025-04-24,-0.09204356643453257
2025-04-25,0.8283354022379138
2025-04-28,0.027400214938077882
2025-04-29,-0.9475573595118112
2025-04-30,-0.21394413876452326
2025-05-06,1.854334221255563
2025-05-07,0.6566063095893541
2025-05-08,1.533286830947927
2025-05-09,-0.36813463278458425
2025-05-12,2.304303254765863
2025-05-13,0.39378932229010655
2025-05-14,0.055050764823332814
2025-05-15,-1.3787239098605197
2025-05-16,0.18959741924427975
2025-05-19,-0.00023327342094635456
2025-05-20,0.3268648425186862
2025-05-21,0.9352537666126115
2025-05-22,-1.2797906527916565
2025-05-23,-1.237781931702188
2025-05-27,-0.7152360791400677
2025-05-28,-0.5548568897013827
2025-05-29,0.528778917616493
2025-05-30,-1.1853965333594079
2025-06-03,0.07690269338276073
2025-06-04,0.8462573443887336
2025-06-05,0.19344195373366346
2025-06-06,-0.26362032814494474
2025-06-09,0.5989886053395143
2025-06-10,-0.7966184372111208
2025-06-11,1.2175433018813586
2025-06-12,-0.42971549255098684
2025-06-13,-0.9421323506694221
2025-06-16,0.12603118420799972
2025-06-17,0.24298626573038642
2025-06-18,0.5817261357668724
2025-08-04,0.08482016894754557
2025-08-05,0.5925156406080959
2025-08-06,0.40620883625885373
2025-08-07,-0.7990754208114854
2025-08-08,1.535014039795995
2025-08-11,2.0311389156535777
2025-08-12,0.13901205480557843
2025-08-13,1.3606045575709351
2025-08-14,-0.7645518054010298
2025-08-15,2.631294322018509
2025-08-18,0.9188602754868082
2025-08-19,-0.4897981676844333
2025-08-20,0.7031391894415382
2025-08-21,-0.6242485190823721
2025-08-22,2.2452202769135847
2025-08-25,2.352821748258414
2025-08-26,-0.8251194161864216
2025-08-27,-1.4155563081397293
2025-08-28,2.1150707686094163
2025-08-29,2.883430577814033
2025-09-30,2.4409111055539165
2025-10-09,2.149228048715821
2025-10-10,-5.946403526214388
2025-10-15,2.1967986793317733
2025-10-16,0.7760421709618073
2025-10-17,-5.661990082702373
2025-10-20,0.9146740802690598
2025-10-21,1.9277930682388713
2025-10-22,-1.131389068225364
2025-10-23,1.0937863043415117
2025-10-24,2.7289603884237095
2025-10-27,0.8911247067248905
2025-10-28,-1.0371897318147032
2025-10-29,5.742364605701652
2025-10-30,0.11642013872307225
2025-10-31,-1.2979220749196823
2025-11-03,1.021944820642366
2025-11-04,-3.060816754239851
2025-11-05,3.491366918927218
2025-11-06,1.698995164546847
2025-11-07,0.8381636490948821
2025-11-10,-1.8616605928296048
2025-11-13,4.294189066421423
2025-11-14,-2.20013310571181
2025-11-17,-0.6666880564147574
2025-11-18,-3.5502727469763884
2025-11-19,0.3242544249807876
2025-11-20,-1.5206099773469448
2025-11-21,-5.016312148422344
2025-11-24,-0.0006931559615373369
2025-11-25,1.7378097381609452
2025-11-26,0.677474030054893
2025-12-29,-1.2123209387014788
2025-12-30,-0.02133253127013085
