Date_target,Lambda_t,NewEnergy_Sigma
2023-04-14,0.32424626367488174,1e-09
2023-04-17,4.049983176712772,2.6302037265040243
2023-04-18,3.7793589741318856,0.9070843954948852
2023-04-19,3.6519758791931163,0.9432577658780572
2023-04-20,3.417246107704548,0.9180901518011864
2023-04-21,3.3421932107454664,0.9585558582870666
2023-04-24,3.263002422304975,0.9580240025864508
2023-04-25,3.1391257173334144,0.947474469322136
2023-04-26,3.0092501529022657,0.9468012370574022
2023-04-27,3.0028430342679253,0.9785680533428792
2023-04-28,2.8945932024365413,0.9530370773941316
2023-05-01,2.855734317573184,0.9711154216378328
2023-05-02,2.8459529386912714,0.978756815424591
2023-05-03,2.7743769508822718,0.9632218427456888
2023-05-04,3.025930840607075,1.0481933347062578
2023-05-05,3.1241127851875694,1.005506282396941
2023-05-08,3.0452895733825907,0.9596401400440592
2023-05-09,3.181511877640802,1.0154115223282638
2023-05-10,3.0894183425592514,0.9560001208532096
2023-05-11,2.914775760475022,0.9362796119367394
2023-05-12,2.8553239408223052,0.9659006703612424
2023-05-15,2.822137685119236,0.9729188893041376
2023-05-16,2.709681222039615,0.9532817405891802
2023-05-17,2.70005874247051,0.9798764643846326
2023-05-18,2.5940215084316036,0.955673556484368
2023-05-19,2.6469886862736156,0.9967503251670362
2023-05-22,2.51832801980007,0.9504183902846036
2023-05-23,2.372617463135861,0.9470345080177816
2023-05-24,2.255000216545034,0.9549182094738338
2023-05-25,2.2177616888336638,0.9758678299939428
2023-05-26,2.171660495196064,0.973865847559374
2023-05-30,2.180527107839224,0.9881944955654104
2023-05-31,2.1618717642504834,0.9810877149696172
2023-06-01,2.3076501165546786,1.0240860671290013
2023-06-02,2.279346770158641,0.9777873947658786
2023-06-05,2.3948846414445346,1.0152640794965206
2023-06-06,2.4117751978264104,0.9887795766893682
2023-06-07,2.355746797289756,0.9700919274272922
2023-06-08,2.3007469282244974,0.9707175873711944
2023-06-09,2.249917076891148,0.9721328151074136
2023-06-12,2.2993769292482713,0.9981664625127296
2023-06-13,2.237841753739304,0.9694362812658772
2023-06-14,2.3939724560169595,1.02633114779716
2023-06-15,2.4681856290674613,1.0036447455165904
2023-06-16,2.4062262293012386,0.9682342057440756
2023-08-02,2.3441266797121103,0.9686056518375832
2023-08-03,2.2430072862473307,0.9592262215202004
2023-08-04,2.6916133089079577,1.1074552788123704
2023-08-07,2.617165883652681,0.9636715479582256
2023-08-08,2.465799326754402,0.945056321559913
2023-08-09,2.332427904840596,0.9504582072436552
2023-08-10,2.1881272089361015,0.9486102048092144
2023-08-11,2.1188809524909873,0.96825134695704
2023-08-14,2.0913677177127807,0.9792725114278864
2023-08-15,1.9618115361632924,0.9537956758722256
2023-08-16,1.8675043867456582,0.963417437934586
2023-08-17,1.86953063352752,0.988484881741675
2023-08-18,1.856053656239921,0.9844874433297082
2023-08-21,1.8377080085542263,0.9833271961467356
2023-08-22,1.8186190854975959,0.9832549213725296
2023-08-23,1.7098600640225137,0.9607064261502712
2023-08-24,1.6737942369604248,0.9797560659096136
2023-08-25,1.7279708451278022,1.0032605147438447
2023-08-28,1.6356410547673672,0.9653913863624792
2023-08-29,1.6293377506783695,0.9878458822222496
2023-08-30,1.5720132190549905,0.9748586272411862
2023-08-31,1.5157782817021683,0.9755068932245748
2023-09-01,1.4308270182237255,0.9686102319023988
2023-10-03,1.4430740522151795,0.9939724699807212
2023-10-04,1.4960457630110042,1.004466039881779
2023-10-05,1.679296630173431,1.038705477689265
2023-10-06,2.0572357620258095,1.0912904035233588
2023-10-11,2.093080618388019,0.9958365581109156
2023-10-12,1.9767597325294266,0.956961617769148
2023-10-13,1.9516300082793379,0.9807000018921984
2023-10-16,1.8394241806836247,0.9589002391359058
2023-10-17,2.166827834616521,1.075869972980824
2023-10-18,2.0579978145508715,0.9583480456026648
2023-10-19,1.932702798095271,0.9549541260512944
2023-10-20,1.9263641294480423,0.9857950076125266
2023-10-23,1.9990361665478154,1.0063050748359228
2023-10-24,1.9778753370232205,0.9815584110404316
2023-10-25,2.0431703952975493,1.0040196062119902
2023-10-26,2.1182196820309698,1.0061225197553476
2023-10-27,2.2028192872188543,1.0081158975290936
2023-10-30,2.204044452269155,0.9859256176774728
2023-10-31,2.2329286103572312,0.9930385469552232
2023-11-01,2.2841908832193574,0.998639675658798
2023-11-02,2.2291616594114734,0.9710737519393356
2023-11-03,2.1264844947529586,0.9594706587694524
2023-11-06,2.0913353570408018,0.9771498847441196
2023-11-07,2.155712774575573,1.003010239494024
2023-11-08,2.04561248733103,0.9580937326562088
2023-11-09,2.2484640300939245,1.040109731872451
2023-11-14,2.252784270163303,0.9864119038439212
2023-11-15,2.1898409519538133,0.9692787171165096
2023-11-16,2.2757653333328114,1.0079770707395754
2023-11-17,2.273771703883347,0.9846175944351304
2023-11-20,2.4567825873748057,1.03316813677028
2023-11-21,2.633745295040911,1.030282076543371
2023-11-22,2.6145070659895326,0.9778633216821768
2023-12-22,2.4725696290900174,0.9472747153413544
2023-12-26,2.4119561312078104,0.9684547828595608
2023-12-27,2.56695783063195,1.0247404844042365
2023-12-28,2.5509255758897,0.9791352543709492
2023-12-29,2.5573408123649686,0.9849786649633142
2024-01-02,2.5593528272919808,0.9838119846760164
2024-01-03,2.440505112547876,0.9533555661874494
2024-01-04,2.3022547205634063,0.9493189164341532
2024-01-05,2.4826541122099353,1.0323241264674252
2024-01-08,2.361463197841277,0.953279249010722
2024-01-09,2.3827741324088128,0.9900898978158112
2024-01-10,2.5290881887508814,1.0226653880820895
2024-01-11,2.492955736334727,0.9743117162915812
2024-01-12,2.4134637252638083,0.9636215099054108
2024-02-13,2.3764120196619847,0.9748442072992096
2024-02-14,2.2768259368886987,0.9593574161992204
2024-02-15,2.550130681591454,1.057791770307258
2024-02-16,2.522917895148057,0.9764579496049194
2024-03-19,2.4827668401769856,0.9733610812605028
2024-03-20,2.374134018255605,0.9564373662074604
2024-03-21,2.5734856566093702,1.0369816772607827
2024-03-22,2.5825870520203225,0.9855926788467108
2024-03-25,2.497374057890194,0.9616508376153544
2024-03-26,2.352525883127218,0.9473932370202662
2024-03-27,2.297288588417926,0.9706842074677652
2024-03-28,2.222383656451165,0.9660895338005552
2024-04-01,2.090131849262212,0.952264992704182
2024-04-02,2.0668788330480083,0.980522617893858
2024-04-03,2.032342329366715,0.9778011286110532
2024-04-04,1.985131742693338,0.9748081160268528
2024-04-05,1.8903110395371323,0.9631144318716062
2024-04-08,1.933010038930468,0.9988206460191088
2024-04-09,1.832887946285653,0.9621163449415344
2024-04-10,1.7737224516205445,0.9730725909340489
2024-04-11,1.7394691924692005,0.9797835606022864
2024-04-12,1.7968819396243385,1.0036524789721606
2024-04-15,1.7072047852103929,0.9656016619862638
2024-04-16,1.6310658320681697,0.9695900829910664
2024-04-17,1.6732087665291713,1.0003916194366078
2024-04-18,1.6218699608594291,0.9760785814568024
2024-04-19,1.7603736765584965,1.025829228908993
2024-04-22,1.7054930786920275,0.9745920393377652
2024-04-23,1.647319756285076,0.9741148420611292
2024-04-24,1.569374338063564,0.9694946435263556
2024-04-25,1.5982506633343776,0.9973277477869444
2024-04-26,1.5152439476294441,0.9685306423331436
2024-04-29,1.499713998053249,0.986226061280836
2024-04-30,1.4672199410377016,0.981980954642956
2024-05-01,1.5296519987568726,1.0067383486029595
2024-05-02,1.6166685336814617,1.0127585940439912
2024-05-03,1.762043055208935,1.0276321272156688
2024-05-06,1.6730420167522195,0.9659087898393932
2024-05-07,1.6601848149637006,0.9858165399813836
2024-05-08,1.636808477818957,0.9832054033125064
2024-05-09,1.5617661143631067,0.9702323598140942
2024-05-10,1.5594527712653805,0.9892574295550168
2024-05-13,1.5125626563321044,0.9778664039213188
2024-05-14,1.5603363853410284,1.0025506894783132
2024-05-15,1.5536408882401989,0.9881246812331188
2024-05-16,1.5783064475664736,0.9962556880203016
2024-05-17,1.5179725960469614,0.9743082090473212
