test_index,strategy_nav,buy_hold_nav,strategy_return,buy_hold_return,signal
175,1.5390866773300407,0.9869771750826503,-0.0009083015436700866,-0.0009083015436700866,1.0
176,1.5379328482390295,0.9862372538075537,-0.0007496842822476573,-0.0007496842822476573,1.0
177,1.5374077455733612,0.9865739888031997,-0.0003414340660384392,0.0003414340660384392,-1.0
178,1.538680344734308,0.9857573458313025,0.0008277564391170758,-0.0008277564391170758,-1.0
179,1.5401154025852473,0.9848379743561958,0.0009326549571197133,-0.0009326549571197133,-1.0
180,1.5437724851001404,0.9824994263941565,0.0023745509646578536,-0.0023745509646578536,-1.0
181,1.548321036609608,0.9796046026477115,0.002946387212732741,-0.002946387212732741,-1.0
182,1.552886592152343,0.9767160290783049,0.0029487137581829556,-0.0029487137581829556,-1.0
183,1.5587193142528248,0.9730474333176807,0.0037560515558304306,-0.0037560515558304306,-1.0
184,1.5645852886412666,0.9693855352001761,0.003763329506989319,-0.003763329506989319,-1.0
185,1.5703609941786008,0.9658070243678714,0.0036915248911422887,-0.0036915248911422887,-1.0
186,1.5751517984149597,0.9628605729461923,0.003050766195873877,-0.003050766195873877,-1.0
187,1.5804530929743432,0.959619991611783,0.0033655769334220466,-0.0033655769334220466,-1.0
188,1.585351944911263,0.9566455051967722,0.003099650320972299,-0.003099650320972299,-1.0
189,1.584111267553466,0.957394164459181,-0.000782587968418744,0.000782587968418744,-1.0
190,1.5821219054134386,0.9585964813310255,-0.0012558222271217296,0.0012558222271217296,-1.0
191,1.5817969029383425,0.9583995646282196,-0.00020542189194393772,-0.00020542189194393772,1.0
192,1.5824346048664097,0.9587859437196737,0.00040315032029875184,0.00040315032029875184,1.0
193,1.580921016091528,0.957868870977795,-0.0009564937282255722,-0.0009564937282255722,1.0
194,1.581532816939789,0.9582395567880425,0.0003869901418439122,0.0003869901418439122,1.0
195,1.5809575629780428,0.9578910144780505,-0.0003637319160151175,-0.0003637319160151175,1.0
196,1.5688420745551812,0.9505503256651193,-0.007663386232859727,-0.007663386232859727,1.0
197,1.581951657753307,0.9426073218533139,0.008356215970203968,-0.008356215970203968,-1.0
198,1.592600742605152,0.9362620550411522,0.006731612056318279,-0.006731612056318279,-1.0
199,1.6056741246187336,0.9285764429583951,0.00820882576771652,-0.00820882576771652,-1.0
200,1.6175090846055917,0.9217321743246454,0.007370711033702602,-0.007370711033702602,-1.0
201,1.6324411537222807,0.9132231843813537,0.00923152102130552,-0.00923152102130552,-1.0
202,1.6465805120343258,0.905313318966976,0.008661481168742083,-0.008661481168742083,-1.0
203,1.6512896430401196,0.9027241719503881,0.0028599457915214257,-0.0028599457915214257,-1.0
204,1.6544335280623397,0.90100547831275,0.00190389677272598,-0.00190389677272598,-1.0
205,1.6576929233720348,0.8992304096985024,0.0019700974710737435,-0.0019700974710737435,-1.0
206,1.6566318261720778,0.8986548079954402,-0.0006401048016773324,-0.0006401048016773324,1.0
207,1.6568834149673652,0.8987912845963064,0.00015186765780577315,0.00015186765780577315,1.0
208,1.6584300313375184,0.8996302605324226,0.0009334491227214973,0.0009334491227214973,1.0
209,1.6602255915419533,0.90060427828656,0.0010826867401736702,0.0010826867401736702,1.0
210,1.6648550784530225,0.9031155850268134,0.002788468588036647,0.002788468588036647,1.0
211,1.669951533653849,0.9058802029084697,0.0030612005013446455,0.0030612005013446455,1.0
212,1.6731385771007934,0.9076090432407871,0.0019084646366777772,0.0019084646366777772,1.0
213,1.6764312426020773,0.9093951792047971,0.0019679574342189067,0.0019679574342189067,1.0
214,1.677591224070636,0.9100244215671841,0.0006919350099669618,0.0006919350099669618,1.0
215,1.680412428418794,0.9115548091957183,0.0016816995151609,0.0016816995151609,1.0
216,1.6838747931858082,0.91343300005005,0.0020604255886586104,0.0020604255886586104,1.0
217,1.6879183035744336,0.9112395615355227,0.0024013129746869814,-0.0024013129746869814,-1.0
218,1.6939732793737305,0.9079707223501335,0.003587244587889514,-0.003587244587889514,-1.0
219,1.6986706033604182,0.9054529537966164,0.002772962267990646,-0.002772962267990646,-1.0
220,1.7041180483668712,0.902549268313404,0.0032068871950078487,-0.0032068871950078487,-1.0
221,1.7085092687344816,0.9002235534173099,0.0025768287424798547,-0.0025768287424798547,-1.0
222,1.7144688867124127,0.8970833957539706,0.0034881976275992843,-0.0034881976275992843,-1.0
223,1.7212512942445513,0.8935345502616587,0.003955981694800018,-0.003955981694800018,-1.0
224,1.7247323175267697,0.8917274843304214,0.0020223794711778415,-0.0020223794711778415,-1.0
225,1.7270196005494964,0.8905449047990467,0.0013261669648577737,-0.0013261669648577737,-1.0
226,1.72955741635002,0.8892362694310659,0.0014694771267889783,-0.0014694771267889783,-1.0
227,1.7318632824050249,0.8880507292985578,0.0013332116258221434,-0.0013332116258221434,-1.0
228,1.7342432059876618,0.8868303714939274,0.0013741983023810534,-0.0013741983023810534,-1.0
229,1.7362431874141473,0.8858076520360639,0.0011532300772926951,-0.0011532300772926951,-1.0
230,1.739012195757003,0.8843949416528447,0.00159482747746872,-0.00159482747746872,-1.0
231,1.734237769713031,0.8819668515837313,-0.002745481633551006,-0.002745481633551006,1.0
232,1.730221994710138,0.8799245823529348,-0.0023155850212843118,-0.0023155850212843118,1.0
233,1.7327890361222165,0.8786190834924926,0.0014836485837811074,-0.0014836485837811074,-1.0
234,1.735513055485101,0.8772378562650919,0.001572043281726101,-0.001572043281726101,-1.0
235,1.73726191457582,0.8763538724801223,0.0010076899653342253,-0.0010076899653342253,-1.0
236,1.7394604862371326,0.8752448130037412,0.0012655383985951383,-0.0012655383985951383,-1.0
237,1.7391486243866443,0.8754017326171347,-0.000179286539105462,0.000179286539105462,-1.0
238,1.7466208809499555,0.8791628984257149,0.004296502586687436,0.004296502586687436,1.0
239,1.7386565797289641,0.8831717352727666,-0.004559833967323019,0.004559833967323019,-1.0
240,1.7457283525386584,0.8867639281972406,0.004067377590344327,0.004067377590344327,1.0
241,1.754625868075753,0.8912835293238398,0.005096735425162512,0.005096735425162512,1.0
242,1.763801712623775,0.8959445110533847,0.005229516283197684,0.005229516283197684,1.0
