"TradingDate","Symbol","FundClassID","NAV","AccumulativeNAV","AnnualizedYield","Frequency","MarketStatus"
"2020-04-02","000042","202000000031","1.2720","1.7608","","",""
"2020-04-03","000042","202000000031","1.2653","1.7541","","",""
"2020-04-07","000042","202000000031","1.2931","1.7819","","",""
"2020-04-08","000042","202000000031","1.2892","1.7780","","",""
"2020-04-09","000042","202000000031","1.2943","1.7831","","",""
"2020-04-10","000042","202000000031","1.2850","1.7738","","",""
"2020-04-13","000042","202000000031","1.2792","1.7680","","",""
"2020-04-14","000042","202000000031","1.2986","1.7874","","",""
"2020-04-15","000042","202000000031","1.2902","1.7790","","",""
"2020-04-16","000042","202000000031","1.2912","1.7800","","",""
"2020-04-17","000042","202000000031","1.2996","1.7884","","",""
"2020-04-20","000042","202000000031","1.3040","1.7928","","",""
"2020-04-21","000042","202000000031","1.2908","1.7796","","",""
"2020-04-22","000042","202000000031","1.2983","1.7871","","",""
"2020-04-23","000042","202000000031","1.2933","1.7821","","",""
"2020-04-24","000042","202000000031","1.2816","1.7704","","",""
"2020-04-27","000042","202000000031","1.2877","1.7765","","",""
"2020-04-28","000042","202000000031","1.2839","1.7727","","",""
"2020-04-29","000042","202000000031","1.2882","1.7770","","",""
"2020-04-30","000042","202000000031","1.3036","1.7924","","",""
"2020-05-06","000042","202000000031","1.3140","1.8028","","",""
"2020-05-07","000042","202000000031","1.3085","1.7973","","",""
"2020-05-08","000042","202000000031","1.3191","1.8079","","",""
"2020-05-11","000042","202000000031","1.3183","1.8071","","",""
"2020-05-12","000042","202000000031","1.3144","1.8032","","",""
"2020-05-13","000042","202000000031","1.3179","1.8067","","",""
"2020-05-14","000042","202000000031","1.3027","1.7915","","",""
"2020-05-15","000042","202000000031","1.2987","1.7875","","",""
"2020-05-18","000042","202000000031","1.3003","1.7891","","",""
"2020-05-19","000042","202000000031","1.3095","1.7983","","",""
"2020-05-20","000042","202000000031","1.2985","1.7873","","",""
"2020-05-21","000042","202000000031","1.2896","1.7784","","",""
"2020-05-22","000042","202000000031","1.2679","1.7567","","",""
"2020-05-25","000042","202000000031","1.2700","1.7588","","",""
"2020-05-26","000042","202000000031","1.2829","1.7717","","",""
"2020-05-27","000042","202000000031","1.2764","1.7652","","",""
"2020-05-28","000042","202000000031","1.2792","1.7680","","",""
"2020-05-29","000042","202000000031","1.2809","1.7697","","",""
"2020-06-01","000042","202000000031","1.3093","1.7981","","",""
"2020-06-02","000042","202000000031","1.3171","1.8059","","",""
"2020-06-03","000042","202000000031","1.3159","1.8047","","",""
"2020-06-04","000042","202000000031","1.3137","1.8025","","",""
"2020-06-05","000042","202000000031","1.3176","1.8064","","",""
"2020-06-08","000042","202000000031","1.3250","1.8138","","",""
"2020-06-09","000042","202000000031","1.3336","1.8224","","",""
"2020-06-10","000042","202000000031","1.3311","1.8199","","",""
"2020-06-11","000042","202000000031","1.3201","1.8089","","",""
"2020-06-12","000042","202000000031","1.3219","1.8107","","",""
"2020-06-15","000042","202000000031","1.3112","1.8000","","",""
"2020-06-16","000042","202000000031","1.3299","1.8187","","",""
"2020-06-17","000042","202000000031","1.3345","1.8233","","",""
"2020-06-18","000042","202000000031","1.3396","1.8284","","",""
"2020-06-19","000042","202000000031","1.3500","1.8388","","",""
"2020-06-22","000042","202000000031","1.3510","1.8398","","",""
"2020-06-23","000042","202000000031","1.3516","1.8404","","",""
"2020-06-24","000042","202000000031","1.3609","1.8497","","",""
"2020-06-29","000042","202000000031","1.3555","1.8443","","",""
"2020-06-30","000042","202000000031","1.3723","1.8611","","",""
"2020-07-01","000042","202000000031","1.3979","1.8867","","",""
"2020-07-02","000042","202000000031","1.4276","1.9164","","",""
"2020-07-03","000042","202000000031","1.4495","1.9383","","",""
"2020-07-06","000042","202000000031","1.5234","2.0122","","",""
"2020-07-07","000042","202000000031","1.5302","2.0190","","",""
"2020-07-08","000042","202000000031","1.5536","2.0424","","",""
"2020-07-09","000042","202000000031","1.5846","2.0734","","",""
"2020-07-10","000042","202000000031","1.5623","2.0511","","",""
"2020-07-13","000042","202000000031","1.5931","2.0819","","",""
"2020-07-14","000042","202000000031","1.5797","2.0685","","",""
"2020-07-15","000042","202000000031","1.5616","2.0504","","",""
"2020-07-16","000042","202000000031","1.5200","2.0088","","",""
"2020-07-17","000042","202000000031","1.5322","2.0210","","",""
"2020-07-20","000042","202000000031","1.5853","2.0741","","",""
"2020-07-21","000042","202000000031","1.5895","2.0783","","",""
"2020-07-22","000042","202000000031","1.5994","2.0882","","",""
"2020-07-23","000042","202000000031","1.5956","2.0844","","",""
"2020-07-24","000042","202000000031","1.5298","2.0186","","",""
"2020-07-27","000042","202000000031","1.5398","2.0286","","",""
"2020-07-28","000042","202000000031","1.5492","2.0380","","",""
"2020-07-29","000042","202000000031","1.5889","2.0777","","",""
"2020-07-30","000042","202000000031","1.5832","2.0720","","",""
"2020-07-31","000042","202000000031","1.5994","2.0882","","",""
"2020-08-03","000042","202000000031","1.6325","2.1213","","",""
"2020-08-04","000042","202000000031","1.6353","2.1241","","",""
"2020-08-05","000042","202000000031","1.6378","2.1266","","",""
"2020-08-06","000042","202000000031","1.6385","2.1273","","",""
"2020-08-07","000042","202000000031","1.6212","2.1100","","",""
"2020-08-10","000042","202000000031","1.6284","2.1172","","",""
"2020-08-11","000042","202000000031","1.6145","2.1033","","",""
"2020-08-12","000042","202000000031","1.6042","2.0930","","",""
"2020-08-13","000042","202000000031","1.6046","2.0934","","",""
"2020-08-14","000042","202000000031","1.6241","2.1129","","",""
"2020-08-17","000042","202000000031","1.6640","2.1528","","",""
"2020-08-18","000042","202000000031","1.6654","2.1542","","",""
"2020-08-19","000042","202000000031","1.6508","2.1396","","",""
"2020-08-20","000042","202000000031","1.6340","2.1228","","",""
"2020-08-21","000042","202000000031","1.6446","2.1334","","",""
"2020-08-24","000042","202000000031","1.6633","2.1521","","",""
"2020-08-25","000042","202000000031","1.6591","2.1479","","",""
"2020-08-26","000042","202000000031","1.6367","2.1255","","",""
"2020-08-27","000042","202000000031","1.6474","2.1362","","",""
"2020-08-28","000042","202000000031","1.6811","2.1699","","",""
"2020-08-31","000042","202000000031","1.6705","2.1593","","",""
"2020-09-01","000042","202000000031","1.6853","2.1741","","",""
"2020-09-02","000042","202000000031","1.6859","2.1747","","",""
"2020-09-03","000042","202000000031","1.6755","2.1643","","",""
"2020-09-04","000042","202000000031","1.6657","2.1545","","",""
"2020-09-07","000042","202000000031","1.6325","2.1213","","",""
"2020-09-08","000042","202000000031","1.6472","2.1360","","",""
"2020-09-09","000042","202000000031","1.6119","2.1007","","",""
"2020-09-10","000042","202000000031","1.6088","2.0976","","",""
"2020-09-11","000042","202000000031","1.6195","2.1083","","",""
"2020-09-14","000042","202000000031","1.6265","2.1153","","",""
"2020-09-15","000042","202000000031","1.6414","2.1302","","",""
"2020-09-16","000042","202000000031","1.6402","2.1290","","",""
"2020-09-17","000042","202000000031","1.6468","2.1356","","",""
"2020-09-18","000042","202000000031","1.6766","2.1654","","",""
"2020-09-21","000042","202000000031","1.6656","2.1544","","",""
"2020-09-22","000042","202000000031","1.6463","2.1351","","",""
"2020-09-23","000042","202000000031","1.6511","2.1399","","",""
"2020-09-24","000042","202000000031","1.6209","2.1097","","",""
"2020-09-25","000042","202000000031","1.6201","2.1089","","",""
"2020-09-28","000042","202000000031","1.6255","2.1143","","",""
"2020-09-29","000042","202000000031","1.6281","2.1169","","",""
"2020-09-30","000042","202000000031","1.6276","2.1164","","",""
"2020-10-09","000042","202000000031","1.6638","2.1526","","",""
"2020-10-12","000042","202000000031","1.7050","2.1938","","",""
"2020-10-13","000042","202000000031","1.7097","2.1985","","",""
"2020-10-14","000042","202000000031","1.6970","2.1858","","",""
"2020-10-15","000042","202000000031","1.6971","2.1859","","",""
"2020-10-16","000042","202000000031","1.6983","2.1871","","",""
"2020-10-19","000042","202000000031","1.6853","2.1741","","",""
"2020-10-20","000042","202000000031","1.6993","2.1881","","",""
"2020-10-21","000042","202000000031","1.6961","2.1849","","",""
"2020-10-22","000042","202000000031","1.6954","2.1842","","",""
"2020-10-23","000042","202000000031","1.6768","2.1656","","",""
"2020-10-26","000042","202000000031","1.6729","2.1617","","",""
"2020-10-27","000042","202000000031","1.6720","2.1608","","",""
"2020-10-28","000042","202000000031","1.6868","2.1756","","",""
"2020-10-29","000042","202000000031","1.7064","2.1952","","",""
"2020-10-30","000042","202000000031","1.6752","2.1640","","",""
"2020-11-02","000042","202000000031","1.6867","2.1755","","",""
"2020-11-03","000042","202000000031","1.7058","2.1946","","",""
"2020-11-04","000042","202000000031","1.7215","2.2103","","",""
"2020-11-05","000042","202000000031","1.7547","2.2435","","",""
"2020-11-06","000042","202000000031","1.7587","2.2475","","",""
"2020-11-09","000042","202000000031","1.7867","2.2755","","",""
"2020-11-10","000042","202000000031","1.7720","2.2608","","",""
"2020-11-11","000042","202000000031","1.7586","2.2474","","",""
"2020-11-12","000042","202000000031","1.7670","2.2558","","",""
"2020-11-13","000042","202000000031","1.7527","2.2415","","",""
"2020-11-16","000042","202000000031","1.7708","2.2596","","",""
"2020-11-17","000042","202000000031","1.7732","2.2620","","",""
"2020-11-18","000042","202000000031","1.7823","2.2711","","",""
"2020-11-19","000042","202000000031","1.7860","2.2748","","",""
"2020-11-20","000042","202000000031","1.7972","2.2860","","",""
"2020-11-23","000042","202000000031","1.8223","2.3111","","",""
"2020-11-24","000042","202000000031","1.8161","2.3049","","",""
"2020-11-25","000042","202000000031","1.7959","2.2847","","",""
"2020-11-26","000042","202000000031","1.7937","2.2825","","",""
"2020-11-27","000042","202000000031","1.8138","2.3026","","",""
"2020-11-30","000042","202000000031","1.8114","2.3002","","",""
"2020-12-01","000042","202000000031","1.8413","2.3301","","",""
"2020-12-02","000042","202000000031","1.8433","2.3321","","",""
"2020-12-03","000042","202000000031","1.8299","2.3187","","",""
"2020-12-04","000042","202000000031","1.8271","2.3159","","",""
"2020-12-07","000042","202000000031","1.8090","2.2978","","",""
"2020-12-08","000042","202000000031","1.8072","2.2960","","",""
"2020-12-09","000042","202000000031","1.7778","2.2666","","",""
"2020-12-10","000042","202000000031","1.7716","2.2604","","",""
"2020-12-11","000042","202000000031","1.7552","2.2440","","",""
"2020-12-14","000042","202000000031","1.7638","2.2526","","",""
"2020-12-15","000042","202000000031","1.7741","2.2629","","",""
