Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
-0.028690878836082345,-0.028690878836082345,-0.24308255125096556,0.5053475935828877,0.20125230562919705
