epoch,loss,lr,mae,val_loss,val_mae
0,0.050284493714571,0.003,0.19557251036167145,0.005405717995017767,0.08899015188217163
1,0.03596116602420807,0.003,0.20638394355773926,0.013454831205308437,0.14767155051231384
2,0.030556360259652138,0.003,0.18881279230117798,0.012010322883725166,0.1343308985233307
3,0.08218364417552948,0.003,0.324893057346344,0.0718449056148529,0.3688706159591675
4,0.06315755099058151,0.003,0.26976287364959717,0.006096358876675367,0.0933353379368782
5,0.05878063291311264,0.003,0.27602648735046387,0.008089758455753326,0.09937601536512375
6,0.03389705345034599,0.003,0.20493733882904053,0.006229166407138109,0.09236437827348709
7,0.05326908454298973,0.003,0.2705923914909363,0.009906082414090633,0.11213448643684387
8,0.03986592963337898,0.003,0.22374819219112396,0.015493886545300484,0.1516568958759308
9,0.0313166081905365,0.003,0.18682861328125,0.01272533368319273,0.13613355159759521
10,0.026372307911515236,0.003,0.17754706740379333,0.004246792756021023,0.07999198138713837
11,0.033791717141866684,0.003,0.20549288392066956,0.005514816846698523,0.08484584093093872
12,0.030814046040177345,0.003,0.19329220056533813,0.007474757265299559,0.09741363674402237
13,0.02514004521071911,0.003,0.16798461973667145,0.0071588424034416676,0.09628955274820328
14,0.020917991176247597,0.003,0.15090566873550415,0.003072812920436263,0.06891927123069763
15,0.015880852937698364,0.003,0.1345040649175644,0.008816957473754883,0.10717719793319702
16,0.015982165932655334,0.003,0.13607023656368256,0.0045333546586334705,0.07681341469287872
17,0.012074882164597511,0.003,0.11012014746665955,0.016197165474295616,0.15953458845615387
18,0.011438209563493729,0.003,0.11106327921152115,0.003998594358563423,0.07429055869579315
19,0.009352440945804119,0.003,0.09858983010053635,0.005979313515126705,0.09072645753622055
20,0.011534998193383217,0.003,0.10798165947198868,0.00598133634775877,0.09420658648014069
21,0.012578078545629978,0.003,0.12055718153715134,0.003803608939051628,0.07368563115596771
22,0.01003661472350359,0.003,0.10384640097618103,0.008953436277806759,0.11314915865659714
23,0.012822994031012058,0.003,0.12122566998004913,0.00466713635250926,0.07888045907020569
24,0.009007325395941734,0.003,0.10041388124227524,0.00585266575217247,0.09185611456632614
25,0.010114000178873539,0.003,0.09941954165697098,0.005593771580606699,0.0866815373301506
26,0.007581242360174656,0.003,0.09268897026777267,0.010083691217005253,0.11514647305011749
27,0.008539202623069286,0.003,0.09732136875391006,0.005400524474680424,0.08788712322711945
28,0.007048390340059996,0.003,0.09212956577539444,0.028240839019417763,0.22396251559257507
29,0.007153832819312811,0.003,0.09078961610794067,0.04148372635245323,0.2726132571697235
30,0.0121605284512043,0.0015,0.12202825397253036,0.004396746400743723,0.07694953680038452
31,0.0075723337940871716,0.0015,0.09045892208814621,0.042046308517456055,0.2798100411891937
32,0.009935260750353336,0.0015,0.10905749350786209,0.02150018885731697,0.1930558681488037
33,0.00965259037911892,0.0015,0.10399501025676727,0.0038178523536771536,0.07515870034694672
34,0.006492333021014929,0.0015,0.08358516544103622,0.02664165198802948,0.21994248032569885
35,0.006594440899789333,0.0015,0.08829758316278458,0.012720845639705658,0.14428925514221191
36,0.0073387944139540195,0.0015,0.09452859312295914,0.019019274041056633,0.1777854561805725
37,0.008789964951574802,0.0015,0.10237286239862442,0.009408732876181602,0.1138501763343811
38,0.007054800167679787,0.0015,0.08897624164819717,0.003705993527546525,0.07526198774576187
39,0.004718727432191372,0.0015,0.06849031895399094,0.004681544844061136,0.08789198100566864
40,0.0041635166853666306,0.0015,0.06333816796541214,0.005125069059431553,0.09339191764593124
41,0.005091904662549496,0.0015,0.07524149864912033,0.002929490990936756,0.06814941018819809
42,0.005537933204323053,0.0015,0.07826778292655945,0.0026872758753597736,0.06379643827676773
43,0.005490215960890055,0.0015,0.0733991339802742,0.0032585193403065205,0.07115763425827026
44,0.004167653154581785,0.0015,0.06442120671272278,0.0060465093702077866,0.10121738165616989
45,0.0038085796404629946,0.0015,0.06319981813430786,0.005688025616109371,0.09791199862957001
46,0.003998558036983013,0.0015,0.065920390188694,0.009101493284106255,0.12480900436639786
47,0.0028381587471812963,0.0015,0.056161802262067795,0.006180339027196169,0.09768639504909515
48,0.003239679615944624,0.0015,0.05973878502845764,0.007849794812500477,0.11359585076570511
49,0.005702993832528591,0.0015,0.0755743756890297,0.01250305213034153,0.141164630651474
50,0.0037871047388762236,0.0015,0.060539308935403824,0.00770021416246891,0.11027902364730835
51,0.005488626193255186,0.0015,0.0786309540271759,0.00899773370474577,0.12370859831571579
52,0.0031907111406326294,0.0015,0.062075793743133545,0.006610311567783356,0.10278479009866714
53,0.010158716700971127,0.0015,0.11698796600103378,0.005926862824708223,0.09154431521892548
54,0.008184241130948067,0.0015,0.09102553874254227,0.004361430183053017,0.07948730140924454
55,0.005408088210970163,0.0015,0.07706546038389206,0.012012825347483158,0.1411914825439453
56,0.004628837574273348,0.0015,0.07623755931854248,0.0165316890925169,0.16653971374034882
57,0.005409912671893835,0.0015,0.0802750289440155,0.006133322604000568,0.0932944044470787
58,0.00387383159250021,0.00075,0.06817048043012619,0.0052203889936208725,0.08800622820854187
59,0.0037521051708608866,0.00075,0.06325944513082504,0.009719502180814743,0.128286212682724
60,0.002611918840557337,0.00075,0.05369963124394417,0.009449501521885395,0.12610429525375366
61,0.0025108051486313343,0.00075,0.05299561843276024,0.007319218013435602,0.10790839791297913
62,0.002699438249692321,0.00075,0.05485231429338455,0.006048006005585194,0.09718819707632065
63,0.0022565312683582306,0.00075,0.05074761062860489,0.006874133367091417,0.10494408011436462
64,0.0023921055253595114,0.00075,0.05210821330547333,0.008721109479665756,0.12082362920045853
65,0.002313097007572651,0.00075,0.05085953697562218,0.008570699021220207,0.11855726689100266
66,0.0025445756036788225,0.00075,0.05388961732387543,0.007028516847640276,0.10556866228580475
67,0.002111275913193822,0.00075,0.04886527359485626,0.005440579727292061,0.0911928042769432
68,0.002572990721091628,0.00075,0.052741654217243195,0.005661861505359411,0.09395243972539902
69,0.0022375979460775852,0.00075,0.0498078279197216,0.008680875413119793,0.12043867260217667
70,0.0020355689339339733,0.00075,0.047594036906957626,0.008034134283661842,0.11453402042388916
71,0.0021745695266872644,0.00075,0.04748273268342018,0.006790948566049337,0.1032019853591919
72,0.002263361122459173,0.00075,0.051136910915374756,0.005082573741674423,0.08763417601585388
73,0.0021167625673115253,0.000375,0.04881061613559723,0.008033079095184803,0.1147821843624115
74,0.0020540831610560417,0.000375,0.04729431867599487,0.006393666844815016,0.10050302743911743
75,0.0018557185539975762,0.000375,0.04641064628958702,0.0067193652503192425,0.10348828136920929
76,0.001858299132436514,0.000375,0.04543276131153107,0.007069600746035576,0.10653776675462723
77,0.0016046122182160616,0.000375,0.04345211014151573,0.007652646396309137,0.11151601374149323
78,0.001900720875710249,0.000375,0.04780697450041771,0.006170852575451136,0.09842967242002487
79,0.0020931954495608807,0.000375,0.04820111021399498,0.006677550263702869,0.10321108996868134
80,0.0018783130217343569,0.000375,0.04605240374803543,0.00659187464043498,0.10267272591590881
81,0.0017225478077307343,0.000375,0.044534433633089066,0.006953590549528599,0.1058967337012291
82,0.0022803181782364845,0.000375,0.04811100661754608,0.0061325980350375175,0.09835100919008255
83,0.0018820371478796005,0.000375,0.046246059238910675,0.006938168779015541,0.10561469942331314
84,0.0019379992736503482,0.000375,0.04637594521045685,0.006038036197423935,0.09732191264629364
85,0.0018105334602296352,0.000375,0.04603900387883186,0.006088758818805218,0.09796027094125748
86,0.0018526104977354407,0.000375,0.045080557465553284,0.007161980960518122,0.10774525254964828
87,0.0017611130606383085,0.000375,0.04502640292048454,0.006551162805408239,0.10206757485866547
88,0.0017425196710973978,0.0001875,0.04550106078386307,0.006721016019582748,0.1034783199429512
89,0.0016227472806349397,0.0001875,0.04374486953020096,0.0054210638627409935,0.09135507792234421
90,0.0020376991014927626,0.0001875,0.047145526856184006,0.006986190564930439,0.10623443871736526
91,0.0019308163318783045,0.0001875,0.04722154140472412,0.00562735740095377,0.0934995487332344
92,0.0018447220791131258,0.0001875,0.045660704374313354,0.006346517708152533,0.1004580557346344
93,0.0016680574044585228,0.0001875,0.043471574783325195,0.005687428638339043,0.09412233531475067
94,0.0017467637080699205,0.0001875,0.0437595471739769,0.00610281340777874,0.09817076474428177
95,0.0018832535715773702,0.0001875,0.04689663648605347,0.006013776175677776,0.09734153002500534
96,0.0015552839031443,0.0001875,0.04262937232851982,0.005976570770144463,0.09688446670770645
97,0.001953630708158016,0.0001875,0.04600995033979416,0.005632555577903986,0.09346544742584229
98,0.0018232762813568115,0.0001875,0.044839534908533096,0.005946417339146137,0.09660407900810242
99,0.0018323807744309306,0.0001875,0.04510803893208504,0.0051132855005562305,0.08839643001556396
