Date_target,Actual_Return,Position,Strategy_Return,Strategy_NAV,BuyHold_NAV
2023-04-12,0.018955279875836988,1.0,0.018955279875836988,1.0191360717066473,1.0191360717066473
2023-04-13,-0.00873606386285562,1.0,-0.00873606386285562,1.0102716105257947,1.0102716105257947
2023-04-14,0.004030769059586438,1.0,0.004030769059586438,1.014352000104774,1.014352000104774
2023-04-17,-0.01749152639822538,1.0,-0.01749152639822538,0.9967637067972248,0.9967637067972248
2023-04-18,-0.0015539027099905924,1.0,-0.0015539027099905924,0.9952160357485497,0.9952160357485497
2023-04-19,-0.020424908276372868,1.0,-0.020424908276372868,0.9750950239106965,0.9750950239106965
2023-04-20,-0.024836989756020837,1.0,-0.024836989756020837,0.9511748806021758,0.9511748806021758
2023-04-21,0.00898320776769644,1.0,0.00898320776769644,0.9597579763242937,0.9597579763242937
2023-04-24,0.015131976823006441,1.0,0.015131976823006441,0.9743914492382253,0.9743914492382253
2023-04-25,-0.02381930716981419,1.0,-0.02381930716981419,0.9514563534113335,0.9514563534113335
2023-04-26,-0.033993378007582085,1.0,-0.033993378007582085,0.9196566890531661,0.9196566890531661
2023-04-27,0.006861305480174958,1.0,0.006861305480174958,0.9259884317037146,0.9259884317037146
2023-04-28,0.025355832508257625,1.0,0.025355832508257625,0.9497678386076565,0.9497678386076565
2023-05-01,-0.014174007180748318,1.0,-0.014174007180748318,0.9364007786340882,0.9364007786340882
2023-05-02,-0.054025540387353785,1.0,-0.054025540387353785,0.887153503697739,0.887153503697739
2023-05-03,-0.044430100076951085,1.0,-0.044430100076951085,0.8485999948257096,0.8485999948257096
2023-05-04,0.006445760401040478,1.0,0.006445760401040478,0.8540875337496311,0.8540875337496311
2023-05-05,0.037667073523529444,1.0,0.037667073523529444,0.8868720845637929,0.8868720845637929
2023-05-08,0.01932660277326006,0.0,0.0,0.8868720845637929,0.9041790124126073
2023-05-09,0.009447922633489923,0.0,0.0,0.8868720845637929,0.9127621081347252
2023-05-10,-0.007426977493639411,0.0,-0.0,0.8868720845637929,0.9060081562704402
2023-05-11,-0.017863204463481844,1.0,-0.017863204463481844,0.8711703662118355,0.8899676413619892
2023-05-12,-0.01883235209870723,1.0,-0.01883235209870723,0.8549176974689097,0.8733642881856458
2023-05-15,0.014713234771474664,1.0,0.014713234771474664,0.867589293753582,0.8863092999711121
2023-05-16,-0.007169643611633441,0.0,-0.0,0.867589293753582,0.879977503645352
2023-05-17,0.03240802049937566,0.0,0.0,0.867589293753582,0.9089629766640577
2023-05-18,-0.008706484743445873,0.0,-0.0,0.867589293753582,0.901083455614411
2023-05-19,-0.0021885171620354663,1.0,-0.0021885171620354663,0.8656926358857716,0.8991135753519994
2023-05-22,0.00015645601198915416,1.0,0.00015645601198915416,0.8658280892991648,0.8992542580813667
2023-05-23,0.014909468290103724,1.0,0.014909468290103724,0.878833839227102,0.9127621081347252
2023-05-24,0.012104658282519509,1.0,0.012104658282519509,0.8895364676869475,0.923877922387147
2023-05-25,-0.024201679471242327,1.0,-0.024201679471242327,0.8682666125005989,0.9017869229364591
2023-05-26,0.011017362077227788,1.0,0.011017362077227788,0.8778855102931968,0.9117771680035194
2023-05-30,-0.03934423690606759,1.0,-0.03934423690606759,0.8440164204592434,0.8766005277132095
2023-05-31,-0.027171575846606393,1.0,-0.027171575846606393,0.8213919277788608,0.8531025936184253
2023-06-01,0.03117638701506476,1.0,0.03117638701506476,0.8474033242746336,0.8801181863747193
2023-06-02,0.025257890132107705,1.0,0.025257890132107705,0.8690795397011618,0.9026312340135092
2023-06-05,-0.0018724103815936021,0.0,-0.0,0.8690795397011618,0.900942719209832
2023-06-06,-0.0037552518600890913,1.0,-0.0037552518600890913,0.865822047323362,0.8975657969529011
2023-06-07,0.014319282314944294,1.0,0.014319282314944294,0.8783091877331074,0.9105107550631558
2023-06-08,-0.01950596319280785,1.0,-0.01950596319280785,0.8613429305827526,0.8929224617556065
2023-06-09,-0.00838676933991773,1.0,-0.00838676933991773,0.8541492541196126,0.8854650425692734
2023-06-12,-0.04368639103365808,1.0,-0.04368639103365808,0.817637887371736,0.8476150546945037
2023-06-13,0.03105328278806812,1.0,0.03105328278806812,0.8434265671741307,0.8743492283168516
2023-06-14,-0.005001180957882786,0.0,-0.0,0.8434265671741307,0.8699873659287147
2023-06-15,0.025232862120753194,1.0,0.025232862120753194,0.8649794098656048,0.8922189407583471
2023-06-16,0.014715335024382634,1.0,0.014715335024382634,0.8778019845283044,0.9054453180025478
2023-06-19,0.0,1.0,0.0,0.8778019845283044,0.9054453180025478
2023-08-02,0.10508082692452941,1.0,0.10508082692452941,0.975062786148157,1.005769011733079
2023-08-03,0.022957667121775823,1.0,0.022957667121775823,0.9977068863249767,1.0291262094232843
2023-08-04,0.008847829101217144,1.0,0.008847829101217144,1.0065735940622333,1.0382721434132947
2023-08-07,0.00040645999032376225,1.0,0.00040645999032376225,1.0069828091146753,1.0386942452766081
2023-08-08,0.0032458490524185546,1.0,0.0032458490524185546,1.0102566336072145,1.042071167533539
2023-08-09,0.013944995931908974,1.0,0.013944995931908974,1.024443345172224,1.0567046404474707
2023-08-10,-0.012056429407605004,1.0,-0.012056429407605004,1.012166373233946,1.0440410477959505
2023-08-11,0.0006736686382865583,1.0,0.0006736686382865583,1.012848467703352,1.0447446224684216
2023-08-14,-0.005943586977752165,1.0,-0.005943586977752165,1.0068463694061929,1.038553508872029
2023-08-15,-0.01625378689757854,1.0,-0.01625378689757854,0.9906135825789739,1.0218095266415297
2023-08-16,-0.017362752340797996,1.0,-0.017362752340797996,0.973562261573867,1.0042212333339806
2023-08-17,0.008510697821235626,1.0,0.008510697821235626,0.9818833145501995,1.0128043290560984
2023-08-18,0.011190246419903169,1.0,0.011190246419903169,0.9929325372581475,1.024201508767255
2023-08-21,-0.002889168694806413,1.0,-0.002889168694806413,0.99006792781805,1.0212466883736373
2023-08-22,-0.004141978177517621,1.0,-0.004141978177517621,0.9859755691476226,1.0170254550396565
2023-08-23,-0.012809952010608331,1.0,-0.012809952010608331,0.973425821865385,1.0040804969294017
2023-08-24,0.0007004700189953696,1.0,0.0007004700189953696,0.974107916334791,1.004784071601873
2023-08-25,0.014458659800547261,1.0,0.014458659800547261,0.9882945238267962,1.0194174371653815
2023-08-28,-0.0005521646690655364,1.0,-0.0005521646690655364,0.9877489731388764,1.0188547062479123
2023-08-29,0.012488956833895738,1.0,0.012488956833895738,1.0001622807126322,1.0316589279535882
2023-08-30,0.0046265419240497365,1.0,0.0046265419240497365,1.0048002941439835,1.0364429995554616
2023-08-31,0.0188278004475025,1.0,0.0188278004475025,1.0238976904113,1.0561418021795783
2023-09-01,0.02447813573510389,1.0,0.02447813573510389,1.0492700643927395,1.0823131912092454
2023-09-04,0.0,1.0,0.0,1.0492700643927395,1.0823131912092454
2023-10-03,0.03838535854005024,1.0,0.03838535854005024,1.0903296745134783,1.1246658315519424
2023-10-04,-0.05582730459889012,1.0,-0.05582730459889012,1.0311274338657848,1.0635992213659116
2023-10-05,-0.02139403079149734,1.0,-0.02139403079149734,1.0093017637938488,1.0410862274023331
2023-10-06,0.002295050573214618,1.0,0.002295050573214618,1.0116208225460264,1.0434783168784814
2023-10-09,0.039267303697338184,1.0,0.039267303697338184,1.052134673832837,1.085268011602863
2023-10-11,-0.019110517827595756,1.0,-0.019110517827595756,1.0322187433876326,1.0647248979016963
2023-10-12,-0.0033092889564296495,1.0,-0.0033092889564296495,1.0288084791866112,1.0612072392401863
2023-10-13,0.04624876757990632,1.0,0.04624876757990632,1.0775070478142763,1.1114394006325299
2023-10-16,-0.0076248747174708295,1.0,-0.0076248747174708295,1.0693224345464258,1.102997041314991
2023-10-17,0.0052166751771825426,1.0,0.0052166751771825426,1.074915317791143,1.10876605304807
2023-10-18,0.013111550543380405,1.0,0.013111550543380405,1.0891019252831484,1.1233994186115788
2023-10-19,0.02278459145754226,1.0,0.02278459145754226,1.1142015239206278,1.149289442182511
2023-10-20,-0.012070640132825968,1.0,-0.012070640132825968,1.100833242460502,1.1355001729952063
2023-10-23,-0.022684068089564084,1.0,-0.022684068089564084,1.0761429629484687,1.1100323586380105
2023-10-24,-0.025158547932485016,1.0,-0.025158547932485016,1.0494065041012215,1.082453927613824
2023-10-25,0.019693007674920365,1.0,0.019693007674920365,1.0702773043597915,1.1039819814461966
2023-10-26,-0.02021310800658612,1.0,-0.02021310800658612,1.0488608493402973,1.0818910893459317
2023-10-27,0.018937779759304663,1.0,0.018937779759304663,1.0689132194939839,1.1025749394516773
2023-10-30,-0.02992254203180154,1.0,-0.02992254203180154,1.0374024115799074,1.0700718077714617
2023-10-31,-0.013636358927050672,1.0,-0.013636358927050672,1.0233520356503758,1.0555789639116857
2023-11-01,-0.003605487635762514,1.0,-0.003605487635762514,1.0196689961053946,1.0517799397914411
2023-11-02,0.018949752785645084,1.0,0.018949752785645084,1.039175711498157,1.0719009516292943
2023-11-03,-0.0176128745766275,1.0,-0.0176128745766275,1.0210330809712023,1.0531869817859605
2023-11-06,0.0008013513667661236,1.0,0.0008013513667661236,1.0218516151490902,1.0540312928630107
2023-11-07,-0.04240292328881122,1.0,-0.04240292328881122,0.9794279201625439,1.0102716105257943
2023-11-08,-0.022678633032617218,1.0,-0.022678633032617218,0.9574658103821257,0.9876178801576371
2023-11-09,0.0008544226887040801,1.0,0.0008544226887040801,0.9582842404870097,0.9884620838842642
2023-11-10,0.021684895127389865,1.0,0.021684895127389865,0.9792914804540619,1.0101308741212156
2023-11-14,0.012458653741847615,1.0,0.012458653741847615,0.9915684523923398,1.0227944667727356
2023-11-15,-0.0187467284855328,1.0,-0.0187467284855328,0.973152942448421,1.0037990241202441
2023-11-16,-0.047214354654269194,1.0,-0.047214354654269194,0.9282739571472232,0.9575067306031468
2023-11-17,0.03890976258005652,1.0,0.03890976258005652,0.9651047688890525,0.9954974012072839
2023-11-20,0.021671634851022643,1.0,0.021671634851022643,0.9862484485645867,1.017306927848814
2023-11-21,0.003176081170630913,1.0,0.003176081170630913,0.989385833348644,1.0205431137011662
2023-11-22,-0.012765515002879542,1.0,-0.012765515002879542,0.9768360860664064,1.0075981555909115
2023-11-23,0.0,1.0,0.0,0.9768360860664064,1.0075981555909115
2023-12-22,-0.04163107377394914,1.0,-0.04163107377394914,0.9370042251759975,0.9665119281885781
2023-12-26,0.021887074221142888,1.0,0.021887074221142888,0.9577385857260857,0.9878992456163719
2023-12-27,-0.018544352897414122,1.0,-0.018544352897414122,0.9401416099600548,0.9697481140409303
2023-12-28,-0.025570796365095832,1.0,-0.025570796365095832,0.9164062002613872,0.9452652398149403
2023-12-29,-0.007920519208180475,1.0,-0.007920519208180475,0.9091764568069025,0.9378078206286071
2024-01-02,-0.013291313245864694,1.0,-0.013291313245864694,0.8971722602125846,0.9254255934358218
2024-01-03,0.03613420606279638,1.0,0.03613420606279638,0.9301836967739547,0.9594766108655585
2024-01-04,-0.009133869287912003,1.0,-0.009133869287912003,0.9217262040891402,0.9507527787388618
2024-01-05,0.02137708198407873,1.0,0.02137708198407873,0.9416421345343445,0.9712958924400285
2024-01-08,-0.03884409556923109,1.0,-0.03884409556923109,0.905766192605881,0.9342901619670971
2024-01-09,0.014799550438628694,1.0,0.014799550438628694,0.9192708097014844,0.9482200602085576
2024-01-10,-0.012392870067949613,1.0,-0.012392870067949613,0.9079487075765724,0.9365414076882435
2024-01-11,0.01624361733911579,1.0,0.01624361733911579,0.9228175136109878,0.9518784552746462
2024-01-12,0.005454353054606214,1.0,0.005454353054606214,0.9278646380217769,0.9570845213894101
2024-01-15,0.0,1.0,0.0,0.9278646380217769,0.9570845213894101
2024-02-13,0.06585168079254944,1.0,0.06585168079254944,0.9910227976314157,1.022231628504843
2024-02-14,-0.015256862364882677,1.0,-0.015256862364882677,0.9760176559615223,1.0067539518642843
2024-02-15,0.01786865592877021,1.0,0.01786865592877021,0.9936145276545492,1.024904976089303
2024-02-16,0.00779501142506072,1.0,0.00779501142506072,1.001390029942962,1.0329253408939516
2024-02-19,0.0,1.0,0.0,1.001390029942962,1.0329253408939516
2024-03-19,0.06614629510724383,1.0,0.06614629510724383,1.0698680893073496,1.103559879582883
2024-03-20,-0.015159595337779516,1.0,-0.015159595337779516,1.0537716381156086,1.0869565264065397
2024-03-21,-0.005581896832704567,1.0,-0.005581896832704567,1.0479059795269317,1.0809061492147258
2024-03-22,-0.0018240967878449877,1.0,-0.0018240967878449877,1.0459962399002,1.0789362689523143
