Strategy_TotalReturn,BuyHold_TotalReturn,Strategy_MaxDrawdown,Strategy_WinRate,Signal_Threshold
-0.048672727623515044,-0.018713969843334288,-0.24308255125096556,0.4810126582278481,0.06998127131443549
