sample_index,raw_feature_0,scaled_feature_0
338,-0.0035822094991814213,-0.4498785331926217
339,-0.0035950881398131296,-0.4514014809860924
340,-0.0036080594314830128,-0.4529353851140231
341,-0.003621124664481279,-0.45448039815809393
342,-0.003634284577193947,-0.45603660743523455
343,-0.003647541065274984,-0.4576042371136712
344,0.013862037719551079,1.612969446672318
345,0.013672508885656853,1.5905569477422972
346,0.013488092816769104,1.5687490525439758
347,0.01330858565831794,1.5475216545061494
348,0.013133793170450714,1.526851784034165
349,0.012963532811743228,1.5067178549166245
350,0.012797630311289998,1.487099258962138
351,-0.003974503149606345,-0.4962687358849966
352,-0.003990362859358942,-0.49814420633747086
353,-0.004006349648196683,-0.5000347043707163
354,-0.00402246531526762,-0.501940442740771
355,-0.004038710623032737,-0.5038615116115199
356,-0.004055087949812908,-0.5057981922283702
357,-0.004071598640396079,-0.5077506436175648
358,-0.014964517008639322,-1.7958792953735663
359,-0.015191856067126919,-1.8227629958660665
360,-0.015426208532738017,-1.8504760581840027
361,-0.01566790518368044,-1.8790575980971322
362,-0.015917295578923407,-1.90854895227103
363,-0.01617475420976433,-1.938994405713049
364,-0.01644067784107306,-1.9704408773644304
365,-0.01611235554885404,-1.9316155288838532
366,-0.01637621525312516,-1.9628179333842286
367,-0.0166488602660545,-1.9950592337447037
368,-0.01693073806999268,-2.0283923464397717
369,-0.017222324416763857,-2.062873530915718
370,-0.0175241310084564,-2.0985632978730635
371,-0.017836703407740795,-2.135526162153784
372,0.013450519714479858,1.564305891587658
373,0.013272004022815587,1.5431957382341563
374,0.013098165453617305,1.5226386722400331
375,0.012928821282340408,1.502613085739211
376,0.01276380071078842,1.48309878120123
377,0.012602938986641554,1.464076276043334
378,0.012446082091900346,1.4455273570566023
379,0.0063462475924200845,0.7241989376077517
380,0.006306227025000943,0.7194663546754845
381,0.006266707436510588,0.7147930143897036
382,0.006227680690377824,0.7101779545701992
383,0.006189136420152508,0.7056199493451712
384,0.0061510669307529575,0.7011180887422086
385,0.006113462313781293,0.6966712010559178
386,-0.011600237953599102,-1.3980406173629076
387,-0.011736382786638355,-1.4141402569909498
388,-0.01187576126674783,-1.4306222875724546
389,-0.012018489984591652,-1.447500496392877
390,-0.01216469120399255,-1.4647893416100597
391,-0.012314493211240896,-1.4825039935613413
