"Bndidxnme","Bndidxcd","Trddt","Pretrdd","Bchmrkdt","Opnidx","Clsindex","Preclsindx","Hiindex","Loindex","Dlbndtrd","Dnvaltrd","Didexvolt","Dperchg","Dretindex"
"中证10年期国债指数","930916","2018-06-11","2018-06-08","2008-12-31","","129.26","129.18","","","0","","","","0.0565"
"中证10年期国债指数","930916","2018-06-12","2018-06-11","2008-12-31","","129.09","129.26","","","0","","","","-0.1277"
"中证10年期国债指数","930916","2018-06-13","2018-06-12","2008-12-31","","129.03","129.09","","","1","","","","-0.0504"
"中证10年期国债指数","930916","2018-06-14","2018-06-13","2008-12-31","","129.35","129.03","","","0","","","","0.2465"
"中证10年期国债指数","930916","2018-06-15","2018-06-14","2008-12-31","","129.73","129.35","","","0","","","","0.2961"
"中证10年期国债指数","930916","2018-06-19","2018-06-15","2008-12-31","","129.89","129.73","","","1","","","","0.1249"
"中证10年期国债指数","930916","2018-06-20","2018-06-19","2008-12-31","","129.95","129.89","","","0","","","","0.0470"
"中证10年期国债指数","930916","2018-06-21","2018-06-20","2008-12-31","","129.99","129.95","","","2","","","","0.0308"
"中证10年期国债指数","930916","2018-06-22","2018-06-21","2008-12-31","","130.03","129.99","","","2","","","","0.0300"
"中证10年期国债指数","930916","2018-06-25","2018-06-22","2008-12-31","","130.08","130.03","","","4","","","","0.0415"
"中证10年期国债指数","930916","2018-06-26","2018-06-25","2008-12-31","","130.16","130.08","","","5","","","","0.0546"
"中证10年期国债指数","930916","2018-06-27","2018-06-26","2008-12-31","","130.27","130.16","","","0","","","","0.0907"
"中证10年期国债指数","930916","2018-06-28","2018-06-27","2008-12-31","","130.61","130.27","","","3","","","","0.2595"
"中证10年期国债指数","930916","2018-06-29","2018-06-28","2008-12-31","","130.70","130.61","","","0","","","","0.0651"
"中证10年期国债指数","930916","2018-07-02","2018-06-29","2008-12-31","","131.25","130.70","","","1","","","","0.4201"
"中证10年期国债指数","930916","2018-07-03","2018-07-02","2008-12-31","","131.29","131.25","","","3","","","","0.0328"
"中证10年期国债指数","930916","2018-07-04","2018-07-03","2008-12-31","","131.44","131.29","","","4","","","","0.1181"
"中证10年期国债指数","930916","2018-07-05","2018-07-04","2008-12-31","","131.08","131.44","","","3","","","","-0.2800"
"中证10年期国债指数","930916","2018-07-06","2018-07-05","2008-12-31","","131.05","131.08","","","2","","","","-0.0168"
"中证10年期国债指数","930916","2018-07-09","2018-07-06","2008-12-31","","130.95","131.05","","","1","","","","-0.0755"
"中证10年期国债指数","930916","2018-07-10","2018-07-09","2008-12-31","","130.82","130.95","","","1","","","","-0.1023"
"中证10年期国债指数","930916","2018-07-11","2018-07-10","2008-12-31","","131.03","130.82","","","0","","","","0.1567"
"中证10年期国债指数","930916","2018-07-12","2018-07-11","2008-12-31","","131.04","131.03","","","0","","","","0.0122"
"中证10年期国债指数","930916","2018-07-13","2018-07-12","2008-12-31","","131.17","131.04","","","2","","","","0.0984"
"中证10年期国债指数","930916","2018-07-16","2018-07-13","2008-12-31","","131.39","131.17","","","2","","","","0.1662"
"中证10年期国债指数","930916","2018-07-17","2018-07-16","2008-12-31","","131.49","131.39","","","1","","","","0.0761"
"中证10年期国债指数","930916","2018-07-18","2018-07-17","2008-12-31","","131.57","131.49","","","0","","","","0.0624"
"中证10年期国债指数","930916","2018-07-19","2018-07-18","2008-12-31","","131.60","131.57","","","0","","","","0.0190"
"中证10年期国债指数","930916","2018-07-20","2018-07-19","2008-12-31","","131.67","131.60","","","0","","","","0.0600"
"中证10年期国债指数","930916","2018-07-23","2018-07-20","2008-12-31","","131.33","131.67","","","0","","","","-0.2635"
"中证10年期国债指数","930916","2018-07-24","2018-07-23","2008-12-31","","130.85","131.33","","","0","","","","-0.3602"
"中证10年期国债指数","930916","2018-07-25","2018-07-24","2008-12-31","","130.90","130.85","","","0","","","","0.0382"
"中证10年期国债指数","930916","2018-07-26","2018-07-25","2008-12-31","","130.96","130.90","","","0","","","","0.0428"
"中证10年期国债指数","930916","2018-07-27","2018-07-26","2008-12-31","","131.14","130.96","","","0","","","","0.1397"
"中证10年期国债指数","930916","2018-07-30","2018-07-27","2008-12-31","","131.25","131.14","","","0","","","","0.0808"
"中证10年期国债指数","930916","2018-07-31","2018-07-30","2008-12-31","","131.48","131.25","","","0","","","","0.1745"
"中证10年期国债指数","930916","2018-08-01","2018-07-31","2008-12-31","","131.59","131.48","","","0","","","","0.0814"
"中证10年期国债指数","930916","2018-08-02","2018-08-01","2008-12-31","","131.82","131.59","","","0","","","","0.1809"
"中证10年期国债指数","930916","2018-08-03","2018-08-02","2008-12-31","","131.82","131.82","","","0","","","","0.0000"
"中证10年期国债指数","930916","2018-08-06","2018-08-03","2008-12-31","","131.94","131.82","","","0","","","","0.0850"
"中证10年期国债指数","930916","2018-08-07","2018-08-06","2008-12-31","","131.93","131.94","","","0","","","","-0.0015"
"中证10年期国债指数","930916","2018-08-08","2018-08-07","2008-12-31","","131.66","131.93","","","0","","","","-0.2077"
"中证10年期国债指数","930916","2018-08-09","2018-08-08","2008-12-31","","131.29","131.66","","","0","","","","-0.2841"
"中证10年期国债指数","930916","2018-08-10","2018-08-09","2008-12-31","","131.25","131.29","","","1","","","","-0.0236"
"中证10年期国债指数","930916","2018-08-13","2018-08-10","2008-12-31","","130.92","131.25","","","2","","","","-0.2522"
"中证10年期国债指数","930916","2018-08-14","2018-08-13","2008-12-31","","130.95","130.92","","","0","","","","0.0183"
"中证10年期国债指数","930916","2018-08-15","2018-08-14","2008-12-31","","130.94","130.95","","","0","","","","-0.0084"
"中证10年期国债指数","930916","2018-08-16","2018-08-15","2008-12-31","","130.79","130.94","","","0","","","","-0.1146"
"中证10年期国债指数","930916","2018-08-17","2018-08-16","2008-12-31","","130.49","130.79","","","1","","","","-0.2294"
"中证10年期国债指数","930916","2018-08-20","2018-08-17","2008-12-31","","130.46","130.49","","","0","","","","-0.0169"
"中证10年期国债指数","930916","2018-08-21","2018-08-20","2008-12-31","","130.36","130.46","","","0","","","","-0.0820"
"中证10年期国债指数","930916","2018-08-22","2018-08-21","2008-12-31","","130.58","130.36","","","0","","","","0.1711"
"中证10年期国债指数","930916","2018-08-23","2018-08-22","2008-12-31","","130.49","130.58","","","0","","","","-0.0666"
"中证10年期国债指数","930916","2018-08-24","2018-08-23","2008-12-31","","130.49","130.49","","","0","","","","-0.0008"
"中证10年期国债指数","930916","2018-08-27","2018-08-24","2008-12-31","","130.43","130.49","","","1","","","","-0.0498"
"中证10年期国债指数","930916","2018-08-28","2018-08-27","2008-12-31","","130.40","130.43","","","0","","","","-0.0222"
"中证10年期国债指数","930916","2018-08-29","2018-08-28","2008-12-31","","130.50","130.40","","","2","","","","0.0775"
"中证10年期国债指数","930916","2018-08-30","2018-08-29","2008-12-31","","130.76","130.50","","","0","","","","0.2031"
"中证10年期国债指数","930916","2018-08-31","2018-08-30","2008-12-31","","130.85","130.76","","","0","","","","0.0650"
"中证10年期国债指数","930916","2018-09-03","2018-08-31","2008-12-31","","130.81","130.85","","","0","","","","-0.0298"
"中证10年期国债指数","930916","2018-09-04","2018-09-03","2008-12-31","","130.76","130.81","","","0","","","","-0.0382"
"中证10年期国债指数","930916","2018-09-05","2018-09-04","2008-12-31","","130.63","130.76","","","0","","","","-0.1009"
"中证10年期国债指数","930916","2018-09-06","2018-09-05","2008-12-31","","130.54","130.63","","","0","","","","-0.0651"
"中证10年期国债指数","930916","2018-09-07","2018-09-06","2008-12-31","","130.48","130.54","","","0","","","","-0.0467"
"中证10年期国债指数","930916","2018-09-10","2018-09-07","2008-12-31","","130.34","130.48","","","0","","","","-0.1081"
"中证10年期国债指数","930916","2018-09-11","2018-09-10","2008-12-31","","130.18","130.34","","","0","","","","-0.1274"
"中证10年期国债指数","930916","2018-09-12","2018-09-11","2008-12-31","","130.10","130.18","","","82","","","","-0.0599"
"中证10年期国债指数","930916","2018-09-13","2018-09-12","2008-12-31","","130.25","130.10","","","0","","","","0.1138"
"中证10年期国债指数","930916","2018-09-14","2018-09-13","2008-12-31","","130.36","130.25","","","0","","","","0.0860"
"中证10年期国债指数","930916","2018-09-17","2018-09-14","2008-12-31","","130.51","130.36","","","0","","","","0.1174"
"中证10年期国债指数","930916","2018-09-18","2018-09-17","2008-12-31","","130.49","130.51","","","0","","","","-0.0146"
"中证10年期国债指数","930916","2018-09-19","2018-09-18","2008-12-31","","130.37","130.49","","","0","","","","-0.0966"
"中证10年期国债指数","930916","2018-09-20","2018-09-19","2008-12-31","","130.17","130.37","","","0","","","","-0.1511"
"中证10年期国债指数","930916","2018-09-21","2018-09-20","2008-12-31","","130.00","130.17","","","0","","","","-0.1321"
"中证10年期国债指数","930916","2018-09-25","2018-09-21","2008-12-31","","130.22","130.00","","","0","","","","0.1700"
"中证10年期国债指数","930916","2018-09-26","2018-09-25","2008-12-31","","130.23","130.22","","","0","","","","0.0131"
"中证10年期国债指数","930916","2018-09-27","2018-09-26","2008-12-31","","130.58","130.23","","","0","","","","0.2672"
"中证10年期国债指数","930916","2018-09-28","2018-09-27","2008-12-31","","130.65","130.58","","","0","","","","0.0528"
"中证10年期国债指数","930916","2018-10-08","2018-09-28","2008-12-31","","130.88","130.65","","","0","","","","0.1768"
"中证10年期国债指数","930916","2018-10-09","2018-10-08","2008-12-31","","131.00","130.88","","","0","","","","0.0871"
"中证10年期国债指数","930916","2018-10-10","2018-10-09","2008-12-31","","131.04","131.00","","","0","","","","0.0321"
"中证10年期国债指数","930916","2018-10-11","2018-10-10","2008-12-31","","131.03","131.04","","","0","","","","-0.0076"
"中证10年期国债指数","930916","2018-10-12","2018-10-11","2008-12-31","","131.35","131.03","","","1","","","","0.2473"
"中证10年期国债指数","930916","2018-10-15","2018-10-12","2008-12-31","","131.45","131.35","","","0","","","","0.0723"
"中证10年期国债指数","930916","2018-10-16","2018-10-15","2008-12-31","","131.39","131.45","","","0","","","","-0.0449"
"中证10年期国债指数","930916","2018-10-17","2018-10-16","2008-12-31","","131.51","131.39","","","0","","","","0.0898"
"中证10年期国债指数","930916","2018-10-18","2018-10-17","2008-12-31","","131.69","131.51","","","0","","","","0.1376"
"中证10年期国债指数","930916","2018-10-19","2018-10-18","2008-12-31","","131.76","131.69","","","0","","","","0.0554"
"中证10年期国债指数","930916","2018-10-22","2018-10-19","2008-12-31","","131.60","131.76","","","0","","","","-0.1230"
"中证10年期国债指数","930916","2018-10-23","2018-10-22","2008-12-31","","131.57","131.60","","","0","","","","-0.0243"
"中证10年期国债指数","930916","2018-10-24","2018-10-23","2008-12-31","","131.74","131.57","","","0","","","","0.1285"
"中证10年期国债指数","930916","2018-10-25","2018-10-24","2008-12-31","","132.04","131.74","","","0","","","","0.2330"
"中证10年期国债指数","930916","2018-10-26","2018-10-25","2008-12-31","","132.00","132.04","","","0","","","","-0.0295"
"中证10年期国债指数","930916","2018-10-29","2018-10-26","2008-12-31","","132.24","132.00","","","0","","","","0.1765"
"中证10年期国债指数","930916","2018-10-30","2018-10-29","2008-12-31","","132.32","132.24","","","0","","","","0.0597"
"中证10年期国债指数","930916","2018-10-31","2018-10-30","2008-12-31","","132.33","132.32","","","0","","","","0.0106"
"中证10年期国债指数","930916","2018-11-01","2018-10-31","2008-12-31","","132.51","132.33","","","0","","","","0.1345"
"中证10年期国债指数","930916","2018-11-02","2018-11-01","2008-12-31","","132.28","132.51","","","0","","","","-0.1743"
"中证10年期国债指数","930916","2018-11-05","2018-11-02","2008-12-31","","132.28","132.28","","","0","","","","-0.0008"
"中证10年期国债指数","930916","2018-11-06","2018-11-05","2008-12-31","","132.33","132.28","","","0","","","","0.0416"
"中证10年期国债指数","930916","2018-11-07","2018-11-06","2008-12-31","","132.44","132.33","","","0","","","","0.0839"
"中证10年期国债指数","930916","2018-11-08","2018-11-07","2008-12-31","","132.80","132.44","","","0","","","","0.2680"
"中证10年期国债指数","930916","2018-11-09","2018-11-08","2008-12-31","","132.83","132.80","","","0","","","","0.0241"
"中证10年期国债指数","930916","2018-11-12","2018-11-09","2008-12-31","","132.83","132.83","","","0","","","","0.0045"
"中证10年期国债指数","930916","2018-11-13","2018-11-12","2008-12-31","","132.90","132.83","","","0","","","","0.0512"
"中证10年期国债指数","930916","2018-11-14","2018-11-13","2008-12-31","","133.39","132.90","","","0","","","","0.3687"
"中证10年期国债指数","930916","2018-11-15","2018-11-14","2008-12-31","","133.52","133.39","","","0","","","","0.0945"
"中证10年期国债指数","930916","2018-11-16","2018-11-15","2008-12-31","","133.80","133.52","","","0","","","","0.2127"
"中证10年期国债指数","930916","2018-11-19","2018-11-16","2008-12-31","","134.29","133.80","","","0","","","","0.3617"
"中证10年期国债指数","930916","2018-11-20","2018-11-19","2008-12-31","","134.29","134.29","","","1","","","","0.0022"
"中证10年期国债指数","930916","2018-11-21","2018-11-20","2008-12-31","","134.15","134.29","","","0","","","","-0.1028"
"中证10年期国债指数","930916","2018-11-22","2018-11-21","2008-12-31","","134.13","134.15","","","0","","","","-0.0142"
"中证10年期国债指数","930916","2018-11-23","2018-11-22","2008-12-31","","133.97","134.13","","","0","","","","-0.1245"
"中证10年期国债指数","930916","2018-11-26","2018-11-23","2008-12-31","","133.98","133.97","","","1","","","","0.0075"
"中证10年期国债指数","930916","2018-11-27","2018-11-26","2008-12-31","","133.83","133.98","","","0","","","","-0.1060"
"中证10年期国债指数","930916","2018-11-28","2018-11-27","2008-12-31","","133.94","133.83","","","0","","","","0.0777"
"中证10年期国债指数","930916","2018-11-29","2018-11-28","2008-12-31","","134.23","133.94","","","0","","","","0.2180"
"中证10年期国债指数","930916","2018-11-30","2018-11-29","2008-12-31","","134.11","134.23","","","0","","","","-0.0924"
"中证10年期国债指数","930916","2018-12-03","2018-11-30","2008-12-31","","134.02","134.11","","","0","","","","-0.0634"
"中证10年期国债指数","930916","2018-12-04","2018-12-03","2008-12-31","","134.32","134.02","","","0","","","","0.2253"
"中证10年期国债指数","930916","2018-12-05","2018-12-04","2008-12-31","","134.76","134.32","","","0","","","","0.3268"
"中证10年期国债指数","930916","2018-12-06","2018-12-05","2008-12-31","","134.79","134.76","","","0","","","","0.0200"
"中证10年期国债指数","930916","2018-12-07","2018-12-06","2008-12-31","","134.81","134.79","","","0","","","","0.0171"
"中证10年期国债指数","930916","2018-12-10","2018-12-07","2008-12-31","","134.99","134.81","","","0","","","","0.1343"
"中证10年期国债指数","930916","2018-12-11","2018-12-10","2008-12-31","","135.12","134.99","","","0","","","","0.0956"
"中证10年期国债指数","930916","2018-12-12","2018-12-11","2008-12-31","","135.21","135.12","","","1","","","","0.0629"
"中证10年期国债指数","930916","2018-12-13","2018-12-12","2008-12-31","","134.87","135.21","","","0","","","","-0.2485"
"中证10年期国债指数","930916","2018-12-14","2018-12-13","2008-12-31","","134.51","134.87","","","0","","","","-0.2647"
"中证10年期国债指数","930916","2018-12-17","2018-12-14","2008-12-31","","134.37","134.51","","","0","","","","-0.1071"
"中证10年期国债指数","930916","2018-12-18","2018-12-17","2008-12-31","","134.13","134.37","","","0","","","","-0.1764"
"中证10年期国债指数","930916","2018-12-19","2018-12-18","2008-12-31","","134.14","134.13","","","0","","","","0.0075"
"中证10年期国债指数","930916","2018-12-20","2018-12-19","2008-12-31","","134.33","134.14","","","0","","","","0.1416"
"中证10年期国债指数","930916","2018-12-21","2018-12-20","2008-12-31","","134.59","134.33","","","1","","","","0.1883"
"中证10年期国债指数","930916","2018-12-24","2018-12-21","2008-12-31","","134.70","134.59","","","2","","","","0.0817"
"中证10年期国债指数","930916","2018-12-25","2018-12-24","2008-12-31","","134.72","134.70","","","1","","","","0.0163"
"中证10年期国债指数","930916","2018-12-26","2018-12-25","2008-12-31","","134.89","134.72","","","3","","","","0.1284"
"中证10年期国债指数","930916","2018-12-27","2018-12-26","2008-12-31","","135.06","134.89","","","0","","","","0.1238"
"中证10年期国债指数","930916","2018-12-28","2018-12-27","2008-12-31","","135.43","135.06","","","0","","","","0.2762"
"中证10年期国债指数","930916","2019-01-02","2018-12-28","2008-12-31","","135.53","135.43","","","0","","","","0.0746"
"中证10年期国债指数","930916","2019-01-03","2019-01-02","2008-12-31","","136.36","135.53","","","2","","","","0.6117"
"中证10年期国债指数","930916","2019-01-04","2019-01-03","2008-12-31","","136.68","136.36","","","1","","","","0.2310"
"中证10年期国债指数","930916","2019-01-07","2019-01-04","2008-12-31","","136.79","136.68","","","0","","","","0.0805"
"中证10年期国债指数","930916","2019-01-08","2019-01-07","2008-12-31","","136.83","136.79","","","2","","","","0.0322"
"中证10年期国债指数","930916","2019-01-09","2019-01-08","2008-12-31","","136.96","136.83","","","0","","","","0.0957"
"中证10年期国债指数","930916","2019-01-10","2019-01-09","2008-12-31","","137.12","136.96","","","1","","","","0.1197"
"中证10年期国债指数","930916","2019-01-11","2019-01-10","2008-12-31","","137.08","137.12","","","0","","","","-0.0328"
"中证10年期国债指数","930916","2019-01-14","2019-01-11","2008-12-31","","137.02","137.08","","","0","","","","-0.0401"
"中证10年期国债指数","930916","2019-01-15","2019-01-14","2008-12-31","","136.88","137.02","","","0","","","","-0.1066"
"中证10年期国债指数","930916","2019-01-16","2019-01-15","2008-12-31","","137.21","136.88","","","0","","","","0.2426"
"中证10年期国债指数","930916","2019-01-17","2019-01-16","2008-12-31","","137.47","137.21","","","0","","","","0.1866"
"中证10年期国债指数","930916","2019-01-18","2019-01-17","2008-12-31","","137.35","137.47","","","0","","","","-0.0880"
"中证10年期国债指数","930916","2019-01-21","2019-01-18","2008-12-31","","137.29","137.35","","","0","","","","-0.0400"
"中证10年期国债指数","930916","2019-01-22","2019-01-21","2008-12-31","","137.28","137.29","","","0","","","","-0.0095"
"中证10年期国债指数","930916","2019-01-23","2019-01-22","2008-12-31","","137.28","137.28","","","0","","","","0.0000"
"中证10年期国债指数","930916","2019-01-24","2019-01-23","2008-12-31","","137.26","137.28","","","0","","","","-0.0131"
"中证10年期国债指数","930916","2019-01-25","2019-01-24","2008-12-31","","137.11","137.26","","","0","","","","-0.1100"
"中证10年期国债指数","930916","2019-01-28","2019-01-25","2008-12-31","","137.09","137.11","","","0","","","","-0.0117"
"中证10年期国债指数","930916","2019-01-29","2019-01-28","2008-12-31","","137.19","137.09","","","0","","","","0.0686"
"中证10年期国债指数","930916","2019-01-30","2019-01-29","2008-12-31","","137.27","137.19","","","0","","","","0.0641"
"中证10年期国债指数","930916","2019-01-31","2019-01-30","2008-12-31","","137.39","137.27","","","0","","","","0.0874"
"中证10年期国债指数","930916","2019-02-01","2019-01-31","2008-12-31","","137.56","137.39","","","0","","","","0.1179"
"中证10年期国债指数","930916","2019-02-11","2019-02-01","2008-12-31","","137.89","137.56","","","0","","","","0.2399"
"中证10年期国债指数","930916","2019-02-12","2019-02-11","2008-12-31","","137.95","137.89","","","0","","","","0.0493"
"中证10年期国债指数","930916","2019-02-13","2019-02-12","2008-12-31","","137.98","137.95","","","0","","","","0.0196"
"中证10年期国债指数","930916","2019-02-14","2019-02-13","2008-12-31","","137.93","137.98","","","0","","","","-0.0406"
"中证10年期国债指数","930916","2019-02-15","2019-02-14","2008-12-31","","137.93","137.93","","","0","","","","0.0065"
"中证10年期国债指数","930916","2019-02-18","2019-02-15","2008-12-31","","137.85","137.93","","","0","","","","-0.0594"
"中证10年期国债指数","930916","2019-02-19","2019-02-18","2008-12-31","","137.56","137.85","","","0","","","","-0.2111"
"中证10年期国债指数","930916","2019-02-20","2019-02-19","2008-12-31","","137.54","137.56","","","0","","","","-0.0131"
"中证10年期国债指数","930916","2019-02-21","2019-02-20","2008-12-31","","137.53","137.54","","","0","","","","-0.0102"
"中证10年期国债指数","930916","2019-02-22","2019-02-21","2008-12-31","","137.39","137.53","","","0","","","","-0.1047"
"中证10年期国债指数","930916","2019-02-25","2019-02-22","2008-12-31","","137.18","137.39","","","0","","","","-0.1499"
"中证10年期国债指数","930916","2019-02-26","2019-02-25","2008-12-31","","136.94","137.18","","","0","","","","-0.1757"
"中证10年期国债指数","930916","2019-02-27","2019-02-26","2008-12-31","","136.97","136.94","","","0","","","","0.0248"
"中证10年期国债指数","930916","2019-02-28","2019-02-27","2008-12-31","","137.07","136.97","","","0","","","","0.0708"
"中证10年期国债指数","930916","2019-03-01","2019-02-28","2008-12-31","","137.01","137.07","","","0","","","","-0.0423"
"中证10年期国债指数","930916","2019-03-04","2019-03-01","2008-12-31","","137.00","137.01","","","0","","","","-0.0080"
"中证10年期国债指数","930916","2019-03-05","2019-03-04","2008-12-31","","136.74","137.00","","","0","","","","-0.1876"
"中证10年期国债指数","930916","2019-03-06","2019-03-05","2008-12-31","","136.72","136.74","","","0","","","","-0.0190"
"中证10年期国债指数","930916","2019-03-07","2019-03-06","2008-12-31","","136.85","136.72","","","0","","","","0.0944"
"中证10年期国债指数","930916","2019-03-08","2019-03-07","2008-12-31","","137.36","136.85","","","0","","","","0.3771"
"中证10年期国债指数","930916","2019-03-11","2019-03-08","2008-12-31","","137.45","137.36","","","0","","","","0.0633"
"中证10年期国债指数","930916","2019-03-12","2019-03-11","2008-12-31","","137.44","137.45","","","0","","","","-0.0095"
"中证10年期国债指数","930916","2019-03-13","2019-03-12","2008-12-31","","137.53","137.44","","","0","","","","0.0706"
"中证10年期国债指数","930916","2019-03-14","2019-03-13","2008-12-31","","137.47","137.53","","","0","","","","-0.0436"
"中证10年期国债指数","930916","2019-03-15","2019-03-14","2008-12-31","","137.39","137.47","","","0","","","","-0.0640"
"中证10年期国债指数","930916","2019-03-18","2019-03-15","2008-12-31","","137.53","137.39","","","1","","","","0.1026"
"中证10年期国债指数","930916","2019-03-19","2019-03-18","2008-12-31","","137.53","137.53","","","0","","","","0.0044"
"中证10年期国债指数","930916","2019-03-20","2019-03-19","2008-12-31","","137.52","137.53","","","0","","","","-0.0080"
"中证10年期国债指数","930916","2019-03-21","2019-03-20","2008-12-31","","137.57","137.52","","","0","","","","0.0371"
"中证10年期国债指数","930916","2019-03-22","2019-03-21","2008-12-31","","137.60","137.57","","","0","","","","0.0196"
"中证10年期国债指数","930916","2019-03-25","2019-03-22","2008-12-31","","137.93","137.60","","","0","","","","0.2420"
"中证10年期国债指数","930916","2019-03-26","2019-03-25","2008-12-31","","138.21","137.93","","","0","","","","0.2008"
"中证10年期国债指数","930916","2019-03-27","2019-03-26","2008-12-31","","138.30","138.21","","","0","","","","0.0687"
"中证10年期国债指数","930916","2019-03-28","2019-03-27","2008-12-31","","138.33","138.30","","","0","","","","0.0195"
"中证10年期国债指数","930916","2019-03-29","2019-03-28","2008-12-31","","138.39","138.33","","","0","","","","0.0448"
"中证10年期国债指数","930916","2019-04-01","2019-03-29","2008-12-31","","137.91","138.39","","","0","","","","-0.3490"
"中证10年期国债指数","930916","2019-04-02","2019-04-01","2008-12-31","","137.56","137.91","","","0","","","","-0.2531"
"中证10年期国债指数","930916","2019-04-03","2019-04-02","2008-12-31","","137.34","137.56","","","0","","","","-0.1592"
"中证10年期国债指数","930916","2019-04-04","2019-04-03","2008-12-31","","136.58","137.34","","","0","","","","-0.5519"
"中证10年期国债指数","930916","2019-04-08","2019-04-04","2008-12-31","","136.63","136.58","","","0","","","","0.0329"
"中证10年期国债指数","930916","2019-04-09","2019-04-08","2008-12-31","","136.48","136.63","","","0","","","","-0.1105"
"中证10年期国债指数","930916","2019-04-10","2019-04-09","2008-12-31","","136.07","136.48","","","0","","","","-0.3004"
"中证10年期国债指数","930916","2019-04-11","2019-04-10","2008-12-31","","136.33","136.07","","","0","","","","0.1948"
"中证10年期国债指数","930916","2019-04-12","2019-04-11","2008-12-31","","136.22","136.33","","","0","","","","-0.0851"
"中证10年期国债指数","930916","2019-04-15","2019-04-12","2008-12-31","","135.48","136.22","","","0","","","","-0.5425"
"中证10年期国债指数","930916","2019-04-16","2019-04-15","2008-12-31","","135.27","135.48","","","0","","","","-0.1528"
"中证10年期国债指数","930916","2019-04-17","2019-04-16","2008-12-31","","135.26","135.27","","","0","","","","-0.0067"
"中证10年期国债指数","930916","2019-04-18","2019-04-17","2008-12-31","","135.31","135.26","","","0","","","","0.0325"
"中证10年期国债指数","930916","2019-04-19","2019-04-18","2008-12-31","","135.57","135.31","","","0","","","","0.1929"
"中证10年期国债指数","930916","2019-04-22","2019-04-19","2008-12-31","","135.39","135.57","","","0","","","","-0.1320"
"中证10年期国债指数","930916","2019-04-23","2019-04-22","2008-12-31","","135.25","135.39","","","0","","","","-0.1049"
"中证10年期国债指数","930916","2019-04-24","2019-04-23","2008-12-31","","135.17","135.25","","","0","","","","-0.0584"
"中证10年期国债指数","930916","2019-04-25","2019-04-24","2008-12-31","","135.08","135.17","","","0","","","","-0.0673"
"中证10年期国债指数","930916","2019-04-26","2019-04-25","2008-12-31","","135.12","135.08","","","0","","","","0.0355"
"中证10年期国债指数","930916","2019-04-29","2019-04-26","2008-12-31","","135.13","135.12","","","0","","","","0.0030"
"中证10年期国债指数","930916","2019-04-30","2019-04-29","2008-12-31","","135.24","135.13","","","0","","","","0.0807"
"中证10年期国债指数","930916","2019-05-06","2019-04-30","2008-12-31","","135.77","135.24","","","0","","","","0.3919"
"中证10年期国债指数","930916","2019-05-07","2019-05-06","2008-12-31","","135.86","135.77","","","0","","","","0.0663"
"中证10年期国债指数","930916","2019-05-08","2019-05-07","2008-12-31","","135.98","135.86","","","0","","","","0.0927"
"中证10年期国债指数","930916","2019-05-09","2019-05-08","2008-12-31","","136.06","135.98","","","0","","","","0.0544"
"中证10年期国债指数","930916","2019-05-10","2019-05-09","2008-12-31","","136.29","136.06","","","0","","","","0.1698"
"中证10年期国债指数","930916","2019-05-13","2019-05-10","2008-12-31","","136.51","136.29","","","0","","","","0.1651"
"中证10年期国债指数","930916","2019-05-14","2019-05-13","2008-12-31","","136.70","136.51","","","0","","","","0.1363"
"中证10年期国债指数","930916","2019-05-15","2019-05-14","2008-12-31","","136.64","136.70","","","0","","","","-0.0402"
"中证10年期国债指数","930916","2019-05-16","2019-05-15","2008-12-31","","136.81","136.64","","","180","","","","0.1193"
"中证10年期国债指数","930916","2019-05-17","2019-05-16","2008-12-31","","136.86","136.81","","","0","","","","0.0387"
"中证10年期国债指数","930916","2019-05-20","2019-05-17","2008-12-31","","136.84","136.86","","","0","","","","-0.0124"
"中证10年期国债指数","930916","2019-05-21","2019-05-20","2008-12-31","","136.85","136.84","","","0","","","","0.0051"
"中证10年期国债指数","930916","2019-05-22","2019-05-21","2008-12-31","","136.49","136.85","","","0","","","","-0.2638"
"中证10年期国债指数","930916","2019-05-23","2019-05-22","2008-12-31","","136.53","136.49","","","0","","","","0.0264"
"中证10年期国债指数","930916","2019-05-24","2019-05-23","2008-12-31","","136.57","136.53","","","0","","","","0.0352"
"中证10年期国债指数","930916","2019-05-27","2019-05-24","2008-12-31","","136.59","136.57","","","0","","","","0.0154"
"中证10年期国债指数","930916","2019-05-28","2019-05-27","2008-12-31","","136.60","136.59","","","0","","","","0.0066"
"中证10年期国债指数","930916","2019-05-29","2019-05-28","2008-12-31","","136.83","136.60","","","0","","","","0.1640"
"中证10年期国债指数","930916","2019-05-30","2019-05-29","2008-12-31","","136.90","136.83","","","0","","","","0.0548"
"中证10年期国债指数","930916","2019-05-31","2019-05-30","2008-12-31","","136.87","136.90","","","0","","","","-0.0205"
"中证10年期国债指数","930916","2019-06-03","2019-05-31","2008-12-31","","137.11","136.87","","","0","","","","0.1732"
"中证10年期国债指数","930916","2019-06-04","2019-06-03","2008-12-31","","137.49","137.11","","","0","","","","0.2735"
"中证10年期国债指数","930916","2019-06-05","2019-06-04","2008-12-31","","137.59","137.49","","","0","","","","0.0749"
"中证10年期国债指数","930916","2019-06-06","2019-06-05","2008-12-31","","137.66","137.59","","","0","","","","0.0531"
"中证10年期国债指数","930916","2019-06-10","2019-06-06","2008-12-31","","137.70","137.66","","","0","","","","0.0283"
