"Bndidxnme","Bndidxcd","Trddt","Pretrdd","Bchmrkdt","Opnidx","Clsindex","Preclsindx","Hiindex","Loindex","Dlbndtrd","Dnvaltrd","Didexvolt","Dperchg","Dretindex"
"中证10年期国债指数","930916","2016-12-05","","2008-12-31","","130.15","","","","2","","","",""
"中证10年期国债指数","930916","2016-12-06","2016-12-05","2008-12-31","","129.57","130.15","","","1","","","","-0.4403"
"中证10年期国债指数","930916","2016-12-07","2016-12-06","2008-12-31","","129.33","129.57","","","0","","","","-0.1852"
"中证10年期国债指数","930916","2016-12-08","2016-12-07","2008-12-31","","129.19","129.33","","","0","","","","-0.1082"
"中证10年期国债指数","930916","2016-12-09","2016-12-08","2008-12-31","","129.30","129.19","","","4","","","","0.0828"
"中证10年期国债指数","930916","2016-12-12","2016-12-09","2008-12-31","","128.73","129.30","","","4","","","","-0.4416"
"中证10年期国债指数","930916","2016-12-13","2016-12-12","2008-12-31","","128.54","128.73","","","5","","","","-0.1491"
"中证10年期国债指数","930916","2016-12-14","2016-12-13","2008-12-31","","128.23","128.54","","","3","","","","-0.2427"
"中证10年期国债指数","930916","2016-12-15","2016-12-14","2008-12-31","","127.08","128.23","","","0","","","","-0.8922"
"中证10年期国债指数","930916","2016-12-16","2016-12-15","2008-12-31","","127.30","127.08","","","1","","","","0.1739"
"中证10年期国债指数","930916","2016-12-19","2016-12-16","2008-12-31","","127.31","127.30","","","0","","","","0.0016"
"中证10年期国债指数","930916","2016-12-20","2016-12-19","2008-12-31","","126.52","127.31","","","0","","","","-0.6151"
"中证10年期国债指数","930916","2016-12-21","2016-12-20","2008-12-31","","127.22","126.52","","","3","","","","0.5548"
"中证10年期国债指数","930916","2016-12-22","2016-12-21","2008-12-31","","127.91","127.22","","","1","","","","0.5408"
"中证10年期国债指数","930916","2016-12-23","2016-12-22","2008-12-31","","128.37","127.91","","","0","","","","0.3588"
"中证10年期国债指数","930916","2016-12-26","2016-12-23","2008-12-31","","128.66","128.37","","","6","","","","0.2282"
"中证10年期国债指数","930916","2016-12-27","2016-12-26","2008-12-31","","128.65","128.66","","","1","","","","-0.0085"
"中证10年期国债指数","930916","2016-12-28","2016-12-27","2008-12-31","","128.72","128.65","","","0","","","","0.0529"
"中证10年期国债指数","930916","2016-12-29","2016-12-28","2008-12-31","","129.41","128.72","","","0","","","","0.5368"
"中证10年期国债指数","930916","2016-12-30","2016-12-29","2008-12-31","","130.01","129.41","","","0","","","","0.4605"
"中证10年期国债指数","930916","2017-01-03","2016-12-30","2008-12-31","","129.67","130.01","","","0","","","","-0.2592"
"中证10年期国债指数","930916","2017-01-04","2017-01-03","2008-12-31","","128.86","129.67","","","0","","","","-0.6285"
"中证10年期国债指数","930916","2017-01-05","2017-01-04","2008-12-31","","128.08","128.86","","","1","","","","-0.6022"
"中证10年期国债指数","930916","2017-01-06","2017-01-05","2008-12-31","","128.32","128.08","","","0","","","","0.1874"
"中证10年期国债指数","930916","2017-01-09","2017-01-06","2008-12-31","","128.57","128.32","","","0","","","","0.1933"
"中证10年期国债指数","930916","2017-01-10","2017-01-09","2008-12-31","","128.83","128.57","","","0","","","","0.2069"
"中证10年期国债指数","930916","2017-01-11","2017-01-10","2008-12-31","","128.40","128.83","","","0","","","","-0.3400"
"中证10年期国债指数","930916","2017-01-12","2017-01-11","2008-12-31","","128.56","128.40","","","0","","","","0.1277"
"中证10年期国债指数","930916","2017-01-13","2017-01-12","2008-12-31","","128.57","128.56","","","0","","","","0.0078"
"中证10年期国债指数","930916","2017-01-16","2017-01-13","2008-12-31","","128.22","128.57","","","0","","","","-0.2691"
"中证10年期国债指数","930916","2017-01-17","2017-01-16","2008-12-31","","127.69","128.22","","","0","","","","-0.4188"
"中证10年期国债指数","930916","2017-01-18","2017-01-17","2008-12-31","","127.69","127.69","","","0","","","","-0.0016"
"中证10年期国债指数","930916","2017-01-19","2017-01-18","2008-12-31","","127.77","127.69","","","0","","","","0.0681"
"中证10年期国债指数","930916","2017-01-20","2017-01-19","2008-12-31","","127.70","127.77","","","0","","","","-0.0548"
"中证10年期国债指数","930916","2017-01-23","2017-01-20","2008-12-31","","127.84","127.70","","","0","","","","0.1088"
"中证10年期国债指数","930916","2017-01-24","2017-01-23","2008-12-31","","127.67","127.84","","","0","","","","-0.1314"
"中证10年期国债指数","930916","2017-01-25","2017-01-24","2008-12-31","","126.97","127.67","","","0","","","","-0.5538"
"中证10年期国债指数","930916","2017-01-26","2017-01-25","2008-12-31","","127.10","126.97","","","0","","","","0.1016"
"中证10年期国债指数","930916","2017-02-03","2017-01-26","2008-12-31","","126.33","127.10","","","0","","","","-0.6058"
"中证10年期国债指数","930916","2017-02-06","2017-02-03","2008-12-31","","125.72","126.33","","","0","","","","-0.4829"
"中证10年期国债指数","930916","2017-02-07","2017-02-06","2008-12-31","","125.23","125.72","","","0","","","","-0.3826"
"中证10年期国债指数","930916","2017-02-08","2017-02-07","2008-12-31","","125.32","125.23","","","2","","","","0.0687"
"中证10年期国债指数","930916","2017-02-09","2017-02-08","2008-12-31","","125.73","125.32","","","0","","","","0.3288"
"中证10年期国债指数","930916","2017-02-10","2017-02-09","2008-12-31","","125.73","125.73","","","0","","","","-0.0040"
"中证10年期国债指数","930916","2017-02-13","2017-02-10","2008-12-31","","125.75","125.73","","","0","","","","0.0143"
"中证10年期国债指数","930916","2017-02-14","2017-02-13","2008-12-31","","125.75","125.75","","","3","","","","0.0072"
"中证10年期国债指数","930916","2017-02-15","2017-02-14","2008-12-31","","125.62","125.75","","","2","","","","-0.1074"
"中证10年期国债指数","930916","2017-02-16","2017-02-15","2008-12-31","","125.91","125.62","","","0","","","","0.2293"
"中证10年期国债指数","930916","2017-02-17","2017-02-16","2008-12-31","","126.17","125.91","","","0","","","","0.2113"
"中证10年期国债指数","930916","2017-02-20","2017-02-17","2008-12-31","","126.80","126.17","","","0","","","","0.4938"
"中证10年期国债指数","930916","2017-02-21","2017-02-20","2008-12-31","","126.75","126.80","","","1","","","","-0.0355"
"中证10年期国债指数","930916","2017-02-22","2017-02-21","2008-12-31","","126.71","126.75","","","1","","","","-0.0347"
"中证10年期国债指数","930916","2017-02-23","2017-02-22","2008-12-31","","126.82","126.71","","","0","","","","0.0892"
"中证10年期国债指数","930916","2017-02-24","2017-02-23","2008-12-31","","126.86","126.82","","","0","","","","0.0284"
"中证10年期国债指数","930916","2017-02-27","2017-02-24","2008-12-31","","126.82","126.86","","","0","","","","-0.0292"
"中证10年期国债指数","930916","2017-02-28","2017-02-27","2008-12-31","","126.84","126.82","","","0","","","","0.0197"
"中证10年期国债指数","930916","2017-03-01","2017-02-28","2008-12-31","","126.71","126.84","","","0","","","","-0.1080"
"中证10年期国债指数","930916","2017-03-02","2017-03-01","2008-12-31","","126.43","126.71","","","0","","","","-0.2194"
"中证10年期国债指数","930916","2017-03-03","2017-03-02","2008-12-31","","126.36","126.43","","","1","","","","-0.0554"
"中证10年期国债指数","930916","2017-03-06","2017-03-03","2008-12-31","","126.31","126.36","","","1","","","","-0.0419"
"中证10年期国债指数","930916","2017-03-07","2017-03-06","2008-12-31","","126.27","126.31","","","0","","","","-0.0285"
"中证10年期国债指数","930916","2017-03-08","2017-03-07","2008-12-31","","126.12","126.27","","","0","","","","-0.1212"
"中证10年期国债指数","930916","2017-03-09","2017-03-08","2008-12-31","","125.82","126.12","","","0","","","","-0.2387"
"中证10年期国债指数","930916","2017-03-10","2017-03-09","2008-12-31","","125.89","125.82","","","0","","","","0.0580"
"中证10年期国债指数","930916","2017-03-13","2017-03-10","2008-12-31","","125.96","125.89","","","0","","","","0.0540"
"中证10年期国债指数","930916","2017-03-14","2017-03-13","2008-12-31","","126.34","125.96","","","0","","","","0.3025"
"中证10年期国债指数","930916","2017-03-15","2017-03-14","2008-12-31","","126.43","126.34","","","0","","","","0.0736"
"中证10年期国债指数","930916","2017-03-16","2017-03-15","2008-12-31","","126.88","126.43","","","0","","","","0.3559"
"中证10年期国债指数","930916","2017-03-17","2017-03-16","2008-12-31","","126.84","126.88","","","0","","","","-0.0292"
"中证10年期国债指数","930916","2017-03-20","2017-03-17","2008-12-31","","126.92","126.84","","","0","","","","0.0607"
"中证10年期国债指数","930916","2017-03-21","2017-03-20","2008-12-31","","126.77","126.92","","","0","","","","-0.1213"
"中证10年期国债指数","930916","2017-03-22","2017-03-21","2008-12-31","","126.99","126.77","","","0","","","","0.1743"
"中证10年期国债指数","930916","2017-03-23","2017-03-22","2008-12-31","","126.98","126.99","","","0","","","","-0.0087"
"中证10年期国债指数","930916","2017-03-24","2017-03-23","2008-12-31","","127.25","126.98","","","0","","","","0.2142"
"中证10年期国债指数","930916","2017-03-27","2017-03-24","2008-12-31","","127.70","127.25","","","0","","","","0.3536"
"中证10年期国债指数","930916","2017-03-28","2017-03-27","2008-12-31","","127.77","127.70","","","0","","","","0.0517"
"中证10年期国债指数","930916","2017-03-29","2017-03-28","2008-12-31","","127.58","127.77","","","4","","","","-0.1464"
"中证10年期国债指数","930916","2017-03-30","2017-03-29","2008-12-31","","127.33","127.58","","","1","","","","-0.1944"
"中证10年期国债指数","930916","2017-03-31","2017-03-30","2008-12-31","","127.45","127.33","","","0","","","","0.0927"
"中证10年期国债指数","930916","2017-04-05","2017-03-31","2008-12-31","","127.42","127.45","","","1","","","","-0.0196"
"中证10年期国债指数","930916","2017-04-06","2017-04-05","2008-12-31","","127.17","127.42","","","0","","","","-0.2001"
"中证10年期国债指数","930916","2017-04-07","2017-04-06","2008-12-31","","127.36","127.17","","","0","","","","0.1526"
"中证10年期国债指数","930916","2017-04-10","2017-04-07","2008-12-31","","127.30","127.36","","","0","","","","-0.0463"
"中证10年期国债指数","930916","2017-04-11","2017-04-10","2008-12-31","","127.12","127.30","","","0","","","","-0.1422"
"中证10年期国债指数","930916","2017-04-12","2017-04-11","2008-12-31","","127.26","127.12","","","1","","","","0.1093"
"中证10年期国债指数","930916","2017-04-13","2017-04-12","2008-12-31","","127.26","127.26","","","0","","","","0.0008"
"中证10年期国债指数","930916","2017-04-14","2017-04-13","2008-12-31","","127.05","127.26","","","2","","","","-0.1697"
"中证10年期国债指数","930916","2017-04-17","2017-04-14","2008-12-31","","126.38","127.05","","","1","","","","-0.5258"
"中证10年期国债指数","930916","2017-04-18","2017-04-17","2008-12-31","","126.22","126.38","","","1","","","","-0.1242"
"中证10年期国债指数","930916","2017-04-19","2017-04-18","2008-12-31","","126.18","126.22","","","1","","","","-0.0293"
"中证10年期国债指数","930916","2017-04-20","2017-04-19","2008-12-31","","126.13","126.18","","","0","","","","-0.0460"
"中证10年期国债指数","930916","2017-04-21","2017-04-20","2008-12-31","","125.94","126.13","","","1","","","","-0.1514"
"中证10年期国债指数","930916","2017-04-24","2017-04-21","2008-12-31","","125.57","125.94","","","0","","","","-0.2874"
"中证10年期国债指数","930916","2017-04-25","2017-04-24","2008-12-31","","125.76","125.57","","","2","","","","0.1521"
"中证10年期国债指数","930916","2017-04-26","2017-04-25","2008-12-31","","126.10","125.76","","","0","","","","0.2703"
"中证10年期国债指数","930916","2017-04-27","2017-04-26","2008-12-31","","126.18","126.10","","","0","","","","0.0619"
"中证10年期国债指数","930916","2017-04-28","2017-04-27","2008-12-31","","126.04","126.18","","","0","","","","-0.1165"
"中证10年期国债指数","930916","2017-05-02","2017-04-28","2008-12-31","","126.01","126.04","","","0","","","","-0.0190"
"中证10年期国债指数","930916","2017-05-03","2017-05-02","2008-12-31","","125.27","126.01","","","0","","","","-0.5912"
"中证10年期国债指数","930916","2017-05-04","2017-05-03","2008-12-31","","125.20","125.27","","","1","","","","-0.0519"
"中证10年期国债指数","930916","2017-05-05","2017-05-04","2008-12-31","","124.65","125.20","","","0","","","","-0.4425"
"中证10年期国债指数","930916","2017-05-08","2017-05-05","2008-12-31","","124.40","124.65","","","0","","","","-0.1958"
"中证10年期国债指数","930916","2017-05-09","2017-05-08","2008-12-31","","124.15","124.40","","","0","","","","-0.2018"
"中证10年期国债指数","930916","2017-05-10","2017-05-09","2008-12-31","","123.53","124.15","","","1","","","","-0.5026"
"中证10年期国债指数","930916","2017-05-11","2017-05-10","2008-12-31","","123.90","123.53","","","1","","","","0.3003"
"中证10年期国债指数","930916","2017-05-12","2017-05-11","2008-12-31","","123.89","123.90","","","0","","","","-0.0040"
"中证10年期国债指数","930916","2017-05-15","2017-05-12","2008-12-31","","124.29","123.89","","","0","","","","0.3164"
"中证10年期国债指数","930916","2017-05-16","2017-05-15","2008-12-31","","124.20","124.29","","","0","","","","-0.0660"
"中证10年期国债指数","930916","2017-05-17","2017-05-16","2008-12-31","","124.18","124.20","","","0","","","","-0.0169"
"中证10年期国债指数","930916","2017-05-18","2017-05-17","2008-12-31","","124.46","124.18","","","2","","","","0.2231"
"中证10年期国债指数","930916","2017-05-19","2017-05-18","2008-12-31","","124.26","124.46","","","1","","","","-0.1583"
"中证10年期国债指数","930916","2017-05-22","2017-05-19","2008-12-31","","124.07","124.26","","","0","","","","-0.1569"
"中证10年期国债指数","930916","2017-05-23","2017-05-22","2008-12-31","","123.87","124.07","","","1","","","","-0.1628"
"中证10年期国债指数","930916","2017-05-24","2017-05-23","2008-12-31","","123.80","123.87","","","0","","","","-0.0549"
"中证10年期国债指数","930916","2017-05-25","2017-05-24","2008-12-31","","123.95","123.80","","","0","","","","0.1252"
"中证10年期国债指数","930916","2017-05-26","2017-05-25","2008-12-31","","123.96","123.95","","","1","","","","0.0016"
"中证10年期国债指数","930916","2017-05-31","2017-05-26","2008-12-31","","124.29","123.96","","","0","","","","0.2719"
"中证10年期国债指数","930916","2017-06-01","2017-05-31","2008-12-31","","124.39","124.29","","","0","","","","0.0813"
"中证10年期国债指数","930916","2017-06-02","2017-06-01","2008-12-31","","124.28","124.39","","","0","","","","-0.0884"
"中证10年期国债指数","930916","2017-06-05","2017-06-02","2008-12-31","","124.52","124.28","","","0","","","","0.1915"
"中证10年期国债指数","930916","2017-06-06","2017-06-05","2008-12-31","","124.38","124.52","","","0","","","","-0.1108"
"中证10年期国债指数","930916","2017-06-07","2017-06-06","2008-12-31","","123.98","124.38","","","1","","","","-0.3264"
"中证10年期国债指数","930916","2017-06-08","2017-06-07","2008-12-31","","124.26","123.98","","","1","","","","0.2299"
"中证10年期国债指数","930916","2017-06-09","2017-06-08","2008-12-31","","124.38","124.26","","","0","","","","0.0942"
"中证10年期国债指数","930916","2017-06-12","2017-06-09","2008-12-31","","124.55","124.38","","","1","","","","0.1359"
"中证10年期国债指数","930916","2017-06-13","2017-06-12","2008-12-31","","124.58","124.55","","","2","","","","0.0217"
"中证10年期国债指数","930916","2017-06-14","2017-06-13","2008-12-31","","124.87","124.58","","","1","","","","0.2368"
"中证10年期国债指数","930916","2017-06-15","2017-06-14","2008-12-31","","125.32","124.87","","","3","","","","0.3612"
"中证10年期国债指数","930916","2017-06-16","2017-06-15","2008-12-31","","125.32","125.32","","","2","","","","-0.0024"
"中证10年期国债指数","930916","2017-06-19","2017-06-16","2008-12-31","","125.80","125.32","","","0","","","","0.3862"
"中证10年期国债指数","930916","2017-06-20","2017-06-19","2008-12-31","","126.00","125.80","","","0","","","","0.1598"
"中证10年期国债指数","930916","2017-06-21","2017-06-20","2008-12-31","","125.70","126.00","","","0","","","","-0.2397"
"中证10年期国债指数","930916","2017-06-22","2017-06-21","2008-12-31","","125.47","125.70","","","0","","","","-0.1806"
"中证10年期国债指数","930916","2017-06-23","2017-06-22","2008-12-31","","125.38","125.47","","","0","","","","-0.0773"
"中证10年期国债指数","930916","2017-06-26","2017-06-23","2008-12-31","","125.83","125.38","","","0","","","","0.3621"
"中证10年期国债指数","930916","2017-06-27","2017-06-26","2008-12-31","","126.02","125.83","","","1","","","","0.1502"
"中证10年期国债指数","930916","2017-06-28","2017-06-27","2008-12-31","","125.85","126.02","","","1","","","","-0.1317"
"中证10年期国债指数","930916","2017-06-29","2017-06-28","2008-12-31","","125.63","125.85","","","0","","","","-0.1812"
"中证10年期国债指数","930916","2017-06-30","2017-06-29","2008-12-31","","125.43","125.63","","","0","","","","-0.1584"
"中证10年期国债指数","930916","2017-07-03","2017-06-30","2008-12-31","","125.31","125.43","","","0","","","","-0.0925"
"中证10年期国债指数","930916","2017-07-04","2017-07-03","2008-12-31","","125.09","125.31","","","0","","","","-0.1780"
"中证10年期国债指数","930916","2017-07-05","2017-07-04","2008-12-31","","125.14","125.09","","","0","","","","0.0416"
"中证10年期国债指数","930916","2017-07-06","2017-07-05","2008-12-31","","125.48","125.14","","","0","","","","0.2701"
"中证10年期国债指数","930916","2017-07-07","2017-07-06","2008-12-31","","125.40","125.48","","","0","","","","-0.0661"
"中证10年期国债指数","930916","2017-07-10","2017-07-07","2008-12-31","","125.39","125.40","","","2","","","","-0.0008"
"中证10年期国债指数","930916","2017-07-11","2017-07-10","2008-12-31","","125.40","125.39","","","2","","","","0.0072"
"中证10年期国债指数","930916","2017-07-12","2017-07-11","2008-12-31","","125.50","125.40","","","1","","","","0.0766"
"中证10年期国债指数","930916","2017-07-13","2017-07-12","2008-12-31","","125.74","125.50","","","0","","","","0.1888"
"中证10年期国债指数","930916","2017-07-14","2017-07-13","2008-12-31","","125.67","125.74","","","0","","","","-0.0493"
"中证10年期国债指数","930916","2017-07-17","2017-07-14","2008-12-31","","125.82","125.67","","","0","","","","0.1170"
"中证10年期国债指数","930916","2017-07-18","2017-07-17","2008-12-31","","125.51","125.82","","","0","","","","-0.2488"
"中证10年期国债指数","930916","2017-07-19","2017-07-18","2008-12-31","","125.49","125.51","","","1","","","","-0.0135"
"中证10年期国债指数","930916","2017-07-20","2017-07-19","2008-12-31","","125.50","125.49","","","0","","","","0.0088"
"中证10年期国债指数","930916","2017-07-21","2017-07-20","2008-12-31","","125.59","125.50","","","0","","","","0.0725"
"中证10年期国债指数","930916","2017-07-24","2017-07-21","2008-12-31","","125.58","125.59","","","0","","","","-0.0096"
"中证10年期国债指数","930916","2017-07-25","2017-07-24","2008-12-31","","125.55","125.58","","","1","","","","-0.0271"
"中证10年期国债指数","930916","2017-07-26","2017-07-25","2008-12-31","","125.34","125.55","","","0","","","","-0.1649"
"中证10年期国债指数","930916","2017-07-27","2017-07-26","2008-12-31","","125.38","125.34","","","0","","","","0.0319"
"中证10年期国债指数","930916","2017-07-28","2017-07-27","2008-12-31","","125.34","125.38","","","0","","","","-0.0311"
"中证10年期国债指数","930916","2017-07-31","2017-07-28","2008-12-31","","125.20","125.34","","","0","","","","-0.1149"
"中证10年期国债指数","930916","2017-08-01","2017-07-31","2008-12-31","","125.07","125.20","","","1","","","","-0.1022"
"中证10年期国债指数","930916","2017-08-02","2017-08-01","2008-12-31","","125.15","125.07","","","1","","","","0.0656"
"中证10年期国债指数","930916","2017-08-03","2017-08-02","2008-12-31","","125.17","125.15","","","0","","","","0.0144"
"中证10年期国债指数","930916","2017-08-04","2017-08-03","2008-12-31","","126.75","125.17","","","0","","","","1.2607"
"中证10年期国债指数","930916","2017-08-07","2017-08-04","2008-12-31","","126.55","126.75","","","2","","","","-0.1586"
"中证10年期国债指数","930916","2017-08-08","2017-08-07","2008-12-31","","126.46","126.55","","","0","","","","-0.0664"
"中证10年期国债指数","930916","2017-08-09","2017-08-08","2008-12-31","","126.46","126.46","","","0","","","","-0.0040"
"中证10年期国债指数","930916","2017-08-10","2017-08-09","2008-12-31","","126.42","126.46","","","0","","","","-0.0316"
"中证10年期国债指数","930916","2017-08-11","2017-08-10","2008-12-31","","126.68","126.42","","","0","","","","0.2065"
"中证10年期国债指数","930916","2017-08-14","2017-08-11","2008-12-31","","126.93","126.68","","","0","","","","0.1997"
"中证10年期国债指数","930916","2017-08-15","2017-08-14","2008-12-31","","127.00","126.93","","","0","","","","0.0567"
"中证10年期国债指数","930916","2017-08-16","2017-08-15","2008-12-31","","126.88","127.00","","","1","","","","-0.1008"
"中证10年期国债指数","930916","2017-08-17","2017-08-16","2008-12-31","","126.81","126.88","","","0","","","","-0.0536"
"中证10年期国债指数","930916","2017-08-18","2017-08-17","2008-12-31","","126.90","126.81","","","0","","","","0.0694"
"中证10年期国债指数","930916","2017-08-21","2017-08-18","2008-12-31","","126.74","126.90","","","0","","","","-0.1221"
"中证10年期国债指数","930916","2017-08-22","2017-08-21","2008-12-31","","126.57","126.74","","","0","","","","-0.1318"
"中证10年期国债指数","930916","2017-08-23","2017-08-22","2008-12-31","","126.65","126.57","","","0","","","","0.0624"
"中证10年期国债指数","930916","2017-08-24","2017-08-23","2008-12-31","","126.53","126.65","","","2","","","","-0.0987"
"中证10年期国债指数","930916","2017-08-25","2017-08-24","2008-12-31","","126.50","126.53","","","0","","","","-0.0229"
"中证10年期国债指数","930916","2017-08-28","2017-08-25","2008-12-31","","126.48","126.50","","","0","","","","-0.0158"
"中证10年期国债指数","930916","2017-08-29","2017-08-28","2008-12-31","","126.47","126.48","","","2","","","","-0.0103"
"中证10年期国债指数","930916","2017-08-30","2017-08-29","2008-12-31","","126.49","126.47","","","0","","","","0.0206"
"中证10年期国债指数","930916","2017-08-31","2017-08-30","2008-12-31","","126.53","126.49","","","0","","","","0.0308"
"中证10年期国债指数","930916","2017-09-01","2017-08-31","2008-12-31","","126.57","126.53","","","0","","","","0.0308"
"中证10年期国债指数","930916","2017-09-04","2017-09-01","2008-12-31","","126.39","126.57","","","4","","","","-0.1406"
"中证10年期国债指数","930916","2017-09-05","2017-09-04","2008-12-31","","126.33","126.39","","","0","","","","-0.0475"
"中证10年期国债指数","930916","2017-09-06","2017-09-05","2008-12-31","","126.33","126.33","","","2","","","","0.0000"
"中证10年期国债指数","930916","2017-09-07","2017-09-06","2008-12-31","","126.55","126.33","","","0","","","","0.1741"
"中证10年期国债指数","930916","2017-09-08","2017-09-07","2008-12-31","","126.87","126.55","","","0","","","","0.2537"
"中证10年期国债指数","930916","2017-09-11","2017-09-08","2008-12-31","","126.85","126.87","","","3","","","","-0.0181"
"中证10年期国债指数","930916","2017-09-12","2017-09-11","2008-12-31","","126.90","126.85","","","0","","","","0.0410"
"中证10年期国债指数","930916","2017-09-13","2017-09-12","2008-12-31","","126.85","126.90","","","3","","","","-0.0394"
"中证10年期国债指数","930916","2017-09-14","2017-09-13","2008-12-31","","127.06","126.85","","","1","","","","0.1671"
"中证10年期国债指数","930916","2017-09-15","2017-09-14","2008-12-31","","127.16","127.06","","","1","","","","0.0763"
"中证10年期国债指数","930916","2017-09-18","2017-09-15","2008-12-31","","127.11","127.16","","","2","","","","-0.0362"
"中证10年期国债指数","930916","2017-09-19","2017-09-18","2008-12-31","","127.03","127.11","","","2","","","","-0.0637"
"中证10年期国债指数","930916","2017-09-20","2017-09-19","2008-12-31","","126.93","127.03","","","1","","","","-0.0787"
"中证10年期国债指数","930916","2017-09-21","2017-09-20","2008-12-31","","126.90","126.93","","","0","","","","-0.0291"
"中证10年期国债指数","930916","2017-09-22","2017-09-21","2008-12-31","","126.86","126.90","","","1","","","","-0.0276"
"中证10年期国债指数","930916","2017-09-25","2017-09-22","2008-12-31","","126.97","126.86","","","1","","","","0.0883"
"中证10年期国债指数","930916","2017-09-26","2017-09-25","2008-12-31","","127.11","126.97","","","1","","","","0.1063"
"中证10年期国债指数","930916","2017-09-27","2017-09-26","2008-12-31","","127.09","127.11","","","1","","","","-0.0126"
"中证10年期国债指数","930916","2017-09-28","2017-09-27","2008-12-31","","127.17","127.09","","","10","","","","0.0629"
"中证10年期国债指数","930916","2017-09-29","2017-09-28","2008-12-31","","127.18","127.17","","","1","","","","0.0031"
"中证10年期国债指数","930916","2017-10-09","2017-09-29","2008-12-31","","127.16","127.18","","","0","","","","-0.0110"
"中证10年期国债指数","930916","2017-10-10","2017-10-09","2008-12-31","","127.07","127.16","","","1","","","","-0.0723"
"中证10年期国债指数","930916","2017-10-11","2017-10-10","2008-12-31","","126.94","127.07","","","1","","","","-0.0992"
"中证10年期国债指数","930916","2017-10-12","2017-10-11","2008-12-31","","126.91","126.94","","","0","","","","-0.0307"
"中证10年期国债指数","930916","2017-10-13","2017-10-12","2008-12-31","","126.87","126.91","","","1","","","","-0.0299"
"中证10年期国债指数","930916","2017-10-16","2017-10-13","2008-12-31","","126.85","126.87","","","10","","","","-0.0118"
"中证10年期国债指数","930916","2017-10-17","2017-10-16","2008-12-31","","126.62","126.85","","","2","","","","-0.1868"
"中证10年期国债指数","930916","2017-10-18","2017-10-17","2008-12-31","","126.40","126.62","","","2","","","","-0.1682"
"中证10年期国债指数","930916","2017-10-19","2017-10-18","2008-12-31","","126.45","126.40","","","0","","","","0.0348"
"中证10年期国债指数","930916","2017-10-20","2017-10-19","2008-12-31","","126.51","126.45","","","0","","","","0.0538"
"中证10年期国债指数","930916","2017-10-23","2017-10-20","2008-12-31","","126.43","126.51","","","1","","","","-0.0688"
"中证10年期国债指数","930916","2017-10-24","2017-10-23","2008-12-31","","126.43","126.43","","","0","","","","0.0024"
"中证10年期国债指数","930916","2017-10-25","2017-10-24","2008-12-31","","126.19","126.43","","","3","","","","-0.1906"
"中证10年期国债指数","930916","2017-10-26","2017-10-25","2008-12-31","","125.95","126.19","","","0","","","","-0.1926"
"中证10年期国债指数","930916","2017-10-27","2017-10-26","2008-12-31","","125.66","125.95","","","0","","","","-0.2247"
"中证10年期国债指数","930916","2017-10-30","2017-10-27","2008-12-31","","125.06","125.66","","","1","","","","-0.4775"
"中证10年期国债指数","930916","2017-10-31","2017-10-30","2008-12-31","","124.63","125.06","","","1","","","","-0.3446"
"中证10年期国债指数","930916","2017-11-01","2017-10-31","2008-12-31","","124.73","124.63","","","1","","","","0.0762"
"中证10年期国债指数","930916","2017-11-02","2017-11-01","2008-12-31","","124.82","124.73","","","0","","","","0.0778"
"中证10年期国债指数","930916","2017-11-03","2017-11-02","2008-12-31","","124.84","124.82","","","1","","","","0.0136"
"中证10年期国债指数","930916","2017-11-06","2017-11-03","2008-12-31","","124.97","124.84","","","1","","","","0.0993"
"中证10年期国债指数","930916","2017-11-07","2017-11-06","2008-12-31","","124.80","124.97","","","1","","","","-0.1296"
"中证10年期国债指数","930916","2017-11-08","2017-11-07","2008-12-31","","124.74","124.80","","","3","","","","-0.0489"
"中证10年期国债指数","930916","2017-11-09","2017-11-08","2008-12-31","","124.71","124.74","","","1","","","","-0.0281"
"中证10年期国债指数","930916","2017-11-10","2017-11-09","2008-12-31","","124.61","124.71","","","6","","","","-0.0810"
"中证10年期国债指数","930916","2017-11-13","2017-11-10","2008-12-31","","124.27","124.61","","","1","","","","-0.2729"
"中证10年期国债指数","930916","2017-11-14","2017-11-13","2008-12-31","","124.09","124.27","","","3","","","","-0.1400"
"中证10年期国债指数","930916","2017-11-15","2017-11-14","2008-12-31","","124.05","124.09","","","4","","","","-0.0347"
"中证10年期国债指数","930916","2017-11-16","2017-11-15","2008-12-31","","124.19","124.05","","","4","","","","0.1153"
"中证10年期国债指数","930916","2017-11-17","2017-11-16","2008-12-31","","124.37","124.19","","","1","","","","0.1401"
"中证10年期国债指数","930916","2017-11-20","2017-11-17","2008-12-31","","124.30","124.37","","","0","","","","-0.0547"
"中证10年期国债指数","930916","2017-11-21","2017-11-20","2008-12-31","","124.16","124.30","","","0","","","","-0.1134"
"中证10年期国债指数","930916","2017-11-22","2017-11-21","2008-12-31","","124.02","124.16","","","0","","","","-0.1128"
"中证10年期国债指数","930916","2017-11-23","2017-11-22","2008-12-31","","123.80","124.02","","","1","","","","-0.1742"
"中证10年期国债指数","930916","2017-11-24","2017-11-23","2008-12-31","","123.98","123.80","","","0","","","","0.1430"
"中证10年期国债指数","930916","2017-11-27","2017-11-24","2008-12-31","","124.13","123.98","","","1","","","","0.1250"
"中证10年期国债指数","930916","2017-11-28","2017-11-27","2008-12-31","","124.19","124.13","","","2","","","","0.0419"
